(0, 0, 1, 0.5, [48, 60, 63, 67])
(0, 0.5, 1.5, 0.5, [-48, 62, 65, -67])
(1, 1, 1, 1, [60, 63, 67, 72])
(1, 2, 2, 1, [59, 62, 67, 74])
(1, 3, 3, 0.5, [60, 60, 67, 75])
(1, 3.5, 3.5, 0.5, [-60, -60, 68, -75])
(1, 4, 4, 0.5, [55, 62, 70, 74])
(1, 4.5, 4.5, 0.5, [-55, 63, -70, -74])
(2, 5, 1, 0.5, [56, 65, 68, 72])
(2, 5.5, 1.5, 0.5, [55, -65, -68, -72])
(2, 6, 2, 0.5, [53, 65, 68, 74])
(2, 6.5, 2.5, 0.5, [-53, 63, -68, -74])
(2, 7, 3, 2, [55, 62, 67, 71])
(3, 9, 1, 1, [43, 59, 62, 67])
(3, 10, 2, 0.5, [55, 58, 62, 70])
(3, 10.5, 2.5, 0.5, [-55, -58, 63, -70])
(3, 11, 3, 0.5, [50, 58, 65, 70])
(3, 11.5, 3.5, 0.5, [-50, 60, -65, -70])
(3, 12, 4, 0.5, [48, 62, 65, 68])
(3, 12.5, 4.5, 0.5, [46, -62, -65, -68])
(4, 13, 1, 0.5, [51, 62, 67, 67])
(4, 13.5, 1.5, 0.5, [-51, -62, 65, -67])
(4, 14, 2, 0.5, [56, 60, 63, 72])
(4, 14.5, 2.5, 0.5, [55, 58, -63, -72])
(4, 15, 3, 0.5, [53, 56, 62, 72])
(4, 15.5, 3.5, 0.5, [-53, -56, 63, -72])
(4, 16, 4, 1, [55, 55, 65, 71])
(5, 17, 1, 3, [48, 55, 63, 72])
(5, 20, 1, 1, [55, 59, 67, 74])
(6, 21, 1, 0.5, [60, 60, 67, 75])
(6, 21.5, 1.5, 0.5, [-60, 68, 72, -75])
(6, 22, 2, 0.5, [62, 67, 70, 77])
(6, 22.5, 2.5, 0.5, [-62, 65, 68, -77])
(6, 23, 3, 0.5, [63, 63, 67, 79])
(6, 23.5, 3.5, 0.5, [62, -63, -67, 77])
(6, 24, 4, 0.5, [60, 63, 72, 79])
(6, 24.5, 4.5, 0.5, [58, -63, -72, 80])
(7, 25, 1, 0.5, [56, 63, 72, 77])
(7, 25.5, 1.5, 0.5, [-56, 60, -72, -77])
(7, 26, 2, 0.5, [58, 62, 70, 77])
(7, 26.5, 2.5, 0.5, [-58, -62, 68, -77])
(7, 27, 3, 1, [51, 58, 67, 75])
(7, 28, 4, 0.5, [51, 58, 70, 79])
(7, 28.5, 4.5, 0.5, [-51, 60, -70, -79])
(8, 29, 1, 1, [50, 62, 71, 77])
(8, 30, 2, 0.5, [48, 55, 72, 75])
(8, 30.5, 2.5, 0.5, [-48, 56, -72, -75])
(8, 31, 3, 0.5, [46, 58, 65, 74])
(8, 31.5, 3.5, 0.5, [-46, 55, 64, -74])
(8, 32, 4, 0.5, [44, 60, 65, 72])
(8, 32.5, 4.5, 0.5, [56, -60, -65, 74])
(9, 33, 1, 0.5, [55, 60, 67, 75])
(9, 33.5, 1.5, 0.5, [53, -60, 68, 77])
(9, 34, 2, 0.5, [55, 59, 67, 74])
(9, 34.5, 2.5, 0.5, [-55, -59, 65, -74])
(9, 35, 3, 1, [48, 55, 64, 72])
