(1, 0, 1, 1, [48, 60, 64, 67])
(1, 1, 2, 1, [48, 60, 64, 67])
(1, 2, 3, 0.5, [53, 60, 65, 69])
(1, 2.5, 3.5, 0.5, [52, -60, -65, -69])
(1, 3, 4, 1, [50, 62, 65, 71])
(2, 4, 1, 0.5, [48, 64, 67, 72])
(2, 4.5, 1.5, 0.5, [47, 62, -67, -72])
(2, 5, 2, 0.5, [45, 60, 67, 72])
(2, 5.5, 2.5, 0.5, [-45, -60, 66, -72])
(2, 6, 3, 1, [43, 62, 67, 71])
(2, 7, 4, 1, [50, 62, 65, 69])
(3, 8, 1, 1, [45, 60, 64, 72])
(3, 9, 2, 0.5, [47, 62, 62, 67])
(3, 9.5, 2.5, 0.5, [-47, 55, -62, -67])
(3, 10, 3, 0.5, [48, 55, 62, 64])
(3, 10.5, 3.5, 0.5, [-48, -55, 60, -64])
(3, 11, 4, 0.5, [50, 53, -60, 65])
(3, 11.5, 4.5, 0.5, [-50, -53, 59, -65])
(4, 12, 1, 0.5, [52, 55, 60, 64])
(4, 12.5, 1.5, 0.5, [53, -55, -60, -64])
(4, 13, 2, 0.5, [55, -55, -60, 62])
(4, 13.5, 2.5, 0.25, [-55, 55, 59, -62])
(4, 13.75, 2.75, 0.25, [-55, 53, -59, -62])
(4, 14, 3, 2, [48, 52, 55, 60])
(5, 16, 1, 1, [48, 52, 55, 60])
(5, 17, 2, 0.5, [47, 55, 55, 62])
(5, 17.5, 2.5, 0.5, [-47, -55, 62, -62])
(5, 18, 3, 0.5, [48, 55, -62, 64])
(5, 18.5, 3.5, 0.5, [-48, -55, 60, -64])
(5, 19, 4, 0.5, [43, 55, -60, -64])
(5, 19.5, 4.5, 0.5, [-43, 53, 59, 62])
(6, 20, 1, 0.5, [45, 52, 57, 60])
(6, 20.5, 1.5, 0.5, [43, -52, -57, -60])
(6, 21, 2, 1, [41, 57, 57, 62])
(6, 22, 3, 1, [40, 56, 59, 64])
(6, 23, 4, 0.5, [45, 57, 60, 72])
(6, 23.5, 4.5, 0.5, [-45, -57, 62, -72])
(7, 24, 1, 0.5, [52, -57, 64, 71])
(7, 24.5, 1.5, 0.5, [-52, 55, -64, -71])
(7, 25, 2, 0.5, [48, 64, 64, 72])
(7, 25.5, 2.5, 0.5, [-48, -64, 69, -72])
(7, 26, 3, 0.5, [47, 62, -69, 74])
(7, 26.5, 3.5, 0.25, [-47, -62, 67, -74])
(7, 26.75, 3.75, 0.25, [-47, -62, 66, -74])
(7, 27, 4, 0.5, [52, 59, 67, -74])
(7, 27.5, 4.5, 0.5, [-52, 60, -67, 72])
(8, 28, 1, 1, [50, 62, -67, 71])
(8, 29, 2, 0.5, [38, -62, 66, 69])
(8, 29.5, 2.5, 0.5, [-38, 60, -66, -69])
(8, 30, 3, 1, [43, 59, 62, 67])
(8, 31, 4, 0.5, [55, 59, 62, 67])
(8, 31.5, 4.5, 0.5, [53, -59, -62, -67])
(9, 32, 1, 0.5, [52, 60, 64, 67])
(9, 32.5, 1.5, 0.5, [50, -60, -64, -67])
(9, 33, 2, 1, [48, 55, 64, 72])
(9, 34, 3, 0.5, [43, 55, 62, 71])
(9, 34.5, 3.5, 0.5, [-43, 53, -62, -71])
(9, 35, 4, 0.5, [48, 52, 60, 67])
(9, 35.5, 4.5, 0.5, [-48, -52, 62, -67])
(10, 36, 1, 0.5, [49, 57, 64, 69])
