(0, 0, 1, 0.5, [60, 63, 67, 72])
(0, 0.5, 1.5, 0.5, [-60, -63, 68, -72])
(1, 1, 1, 2, [58, 65, 70, 74])
(1, 3, 3, 0.5, [53, -65, -70, 72])
(1, 3.5, 3.5, 0.25, [-53, -65, 69, -72])
(1, 3.75, 3.75, 0.25, [-53, 63, -69, -72])
(2, 4, 1, 1, [55, 62, 67, 70])
(2, 5, 2, 1, [-55, 58, 62, -70])
(2, 6, 3, 0.5, [51, -58, 63, 67])
(2, 6.5, 3.5, 0.5, [-51, 60, -63, -67])
(3, 7, 1, 0.5, [50, 62, 65, 70])
(3, 7.5, 1.5, 0.5, [-50, -62, 68, -70])
(3, 8, 2, 0.5, [-50, -62, 67, -70])
(3, 8.5, 2.5, 0.5, [-50, -62, 65, -70])
(3, 9, 3, 0.5, [55, 60, 64, -70])
(3, 9.5, 3.5, 0.5, [-55, 58, -64, -70])
(4, 10, 1, 2, [53, 65, 69, 72])
(4, 12, 3, 0.5, [50, 65, 69, 74])
(4, 12.5, 3.5, 0.5, [-50, -65, 71, -74])
(5, 13, 1, 0.5, [48, 67, 72, 75])
(5, 13.5, 1.5, 0.5, [-48, -67, 71, -75])
(5, 14, 2, 0.5, [-48, -67, 72, -75])
(5, 14.5, 2.5, 0.5, [-48, 65, -72, -75])
(5, 15, 3, 0.5, [51, 63, -72, 79])
(5, 15.5, 3.5, 0.5, [-51, 62, -72, -79])
(6, 16, 1, 0.5, [56, 60, -72, 77])
(6, 16.5, 1.5, 0.5, [-56, 59, -72, -77])
(6, 17, 2, 0.5, [-56, 60, -72, -77])
(6, 17.5, 2.5, 0.5, [-56, 62, 71, -77])
(6, 18, 3, 1, [55, 67, 72, 75])
(7, 19, 1, 1, [53, 68, 72, 74])
(7, 20, 2, 0.5, [55, 67, -72, -74])
(7, 20.5, 2.5, 0.5, [-55, 62, -72, -74])
(7, 21, 3, 0.5, [43, 67, 71, -74])
(7, 21.5, 3.5, 0.5, [-43, 65, -71, -74])
(8, 22, 1, 2, [48, 63, 67, 72])
(8, 24, 1, 0.5, [57, 65, 72, 77])
(8, 24.5, 1.5, 0.5, [-57, 63, -72, -77])
(9, 25, 1, 0.5, [58, 62, -72, 77])
(9, 25.5, 1.5, 0.5, [-58, -62, 70, -77])
(9, 26, 2, 0.5, [60, 63, -70, -77])
(9, 26.5, 2.5, 0.5, [-60, -63, 69, -77])
(9, 27, 3, 1, [62, 65, 70, 77])
(10, 28, 1, 0.5, [63, -65, -70, 79])
(10, 28.5, 1.5, 0.5, [-63, -65, 69, -79])
(10, 29, 2, 0.5, [-63, 63, 70, -79])
(10, 29.5, 2.5, 0.5, [-63, -63, 72, -79])
(10, 30, 3, 0.5, [58, 65, 74, 77])
(10, 30.5, 3.5, 0.5, [57, -65, 72, -77])
(11, 31, 1, 0.5, [55, 67, 70, 75])
(11, 31.5, 1.5, 0.5, [53, -67, -70, -75])
(11, 32, 2, 1, [51, -67, -70, 74])
(11, 33, 3, 0.5, [53, 60, -70, 72])
(11, 33.5, 3.5, 0.5, [-53, 65, 69, -72])
(12, 34, 1, 2, [46, 62, 65, 70])
(12, 36, 3, 0.5, [51, 63, 67, 70])
(12, 36.5, 3.5, 0.5, [50, 65, -67, -70])
(13, 37, 1, 0.5, [48, 67, 72, 75])
(13, 37.5, 1.5, 0.5, [-48, 63, -72, -75])
(13, 38, 2, 1, [60, 68, -72, -75])
(13, 39, 3, 0.5, [59, -68, 74, 74])
(13, 39.5, 3.5, 0.5, [-59, 67, -74, -74])
(14, 40, 1, 0.5, [60, 67, -74, 75])
(14, 40.5, 1.5, 0.5, [-60, -67, 67, -75])
(14, 41, 2, 0.5, [58, -67, 72, -75])
(14, 41.5, 2.5, 0.5, [56, -67, -72, -75])
(14, 42, 3, 0.5, [55, 68, 74, 77])
(14, 42.5, 3.5, 0.5, [53, -68, -74, -77])
(15, 43, 1, 0.5, [51, 70, 75, 79])
(15, 43.5, 1.5, 0.5, [-51, -70, 74, -79])
(15, 44, 2, 0.5, [63, 68, 72, -79])
(15, 44.5, 2.5, 0.5, [-63, 67, -72, -79])
(15, 45, 3, 0.5, [62, 68, -72, 77])
(15, 45.5, 3.5, 0.5, [-62, 65, 71, -77])
(16, 46, 1, 0.5, [60, 67, 72, 75])
(16, 46.5, 1.5, 0.5, [-60, 68, -72, -75])
(16, 47, 2, 0.5, [58, 70, 67, -75])
(16, 47.5, 2.5, 0.5, [-58, 58, -67, 74])
(16, 48, 3, 0.5, [56, 60, -67, 72])
(16, 48.5, 3.5, 0.5, [-56, -60, 65, -72])
(17, 49, 1, 2, [55, 62, 67, 71])
(17, 51, 3, 1, [55, 67, 71, 74])
(18, 52, 1, 0.5, [60, -67, 72, 75])
(18, 52.5, 1.5, 0.5, [-60, 63, -72, -75])
(18, 53, 2, 0.5, [-60, 68, -72, -75])
(18, 53.5, 2.5, 0.5, [56, -68, -72, -75])
(18, 54, 3, 0.5, [63, 67, 70, 79])
(18, 54.5, 3.5, 0.5, [-63, 63, -70, -79])
(19, 55, 1, 0.5, [-63, 60, 69, 77])
(19, 55.5, 1.5, 0.5, [-63, -60, 67, -77])
(19, 56, 2, 0.5, [62, 65, 69, -77])
(19, 56.5, 2.5, 0.5, [-62, 62, 71, -77])
(19, 57, 3, 0.5, [60, 63, 72, 75])
(19, 57.5, 3.5, 0.5, [-60, 67, -72, -75])
(20, 58, 1, 0.5, [53, 68, 72, 74])
(20, 58.5, 1.5, 0.5, [-53, 67, -72, -74])
(20, 59, 2, 0.5, [50, 65, -72, -74])
(20, 59.5, 2.5, 0.5, [-50, 63, -72, -74])
(20, 60, 3, 0.5, [55, 65, 71, -74])
(20, 60.5, 3.5, 0.5, [-55, 62, -71, -74])
(21, 61, 1, 2, [48, 64, 67, 72])
