(0, 0, 1, 0.5, [48, 64, 67, 72])
(0, 0.5, 1.5, 0.5, [50, 62, 65, -72])
(1, 1, 1, 0.5, [52, 60, 67, 72])
(1, 1.5, 1.5, 0.5, [-52, -60, -67, 74])
(1, 2, 2, 0.5, [50, 67, 72, 76])
(1, 2.5, 2.5, 0.5, [48, -67, -72, -76])
(1, 3, 3, 0.5, [55, 67, 71, 74])
(1, 3.5, 3.5, 0.5, [-55, 65, -71, -74])
(1, 4, 4, 0.5, [57, 64, 69, 72])
(1, 4.5, 4.5, 0.5, [55, -64, -69, -72])
(2, 5, 1, 0.5, [53, 62, 69, 74])
(2, 5.5, 1.5, 0.5, [-53, 60, -69, -74])
(2, 6, 2, 0.5, [55, 60, 67, 74])
(2, 6.5, 2.5, 0.5, [-55, 59, -67, -74])
(2, 7, 3, 1, [48, 60, 67, 76])
(2, 8, 4, 0.5, [48, 64, 67, 72])
(2, 8.5, 4.5, 0.5, [-48, 65, -67, 74])
(3, 9, 1, 1, [60, 67, 72, 76])
(3, 10, 2, 0.5, [59, 69, 72, 77])
(3, 10.5, 2.5, 0.5, [57, -69, -72, -77])
(3, 11, 3, 0.5, [59, 67, 74, 79])
(3, 11.5, 3.5, 0.5, [-59, -67, -74, 77])
(3, 12, 4, 1, [60, 67, 72, 76])
(4, 13, 1, 1, [53, 69, 72, 74])
(4, 14, 2, 0.5, [55, 67, 71, -74])
(4, 14.5, 2.5, 0.5, [-55, 65, -71, -74])
(4, 15, 3, 1, [48, 64, 67, 72])
(4, 16, 1, 0.5, [48, 60, 67, 76])
(4, 16.5, 1.5, 0.5, [50, -60, -67, -76])
(5, 17, 1, 0.5, [52, 60, 67, 76])
(5, 17.5, 1.5, 0.5, [53, -60, -67, -76])
(5, 18, 2, 0.5, [55, 59, 67, 74])
(5, 18.5, 2.5, 0.5, [-55, -59, 65, -74])
(5, 19, 3, 0.5, [57, 60, 64, 72])
(5, 19.5, 3.5, 0.5, [-57, -60, 69, -72])
(5, 20, 4, 0.5, [59, 62, 69, 71])
(5, 20.5, 4.5, 0.5, [-59, -62, 68, -71])
(6, 21, 1, 0.5, [57, 64, 69, 72])
(6, 21.5, 1.5, 0.5, [-57, 65, 71, 74])
(6, 22, 2, 0.5, [52, 67, 72, 76])
(6, 22.5, 2.5, 0.5, [53, -67, -72, -76])
(6, 23, 3, 1, [55, 67, 71, 74])
(6, 24, 4, 1, [56, 64, 71, 74])
(7, 25, 1, 0.5, [57, 64, 71, 72])
(7, 25.5, 1.5, 0.5, [-57, -64, 69, -72])
(7, 26, 2, 0.5, [52, 64, 69, 71])
(7, 26.5, 2.5, 0.5, [-52, -64, 68, -71])
(7, 27, 3, 0.5, [57, 64, 69, 72])
(7, 27.5, 3.5, 0.5, [59, -64, -69, -72])
(7, 28, 4, 0.5, [60, 64, 64, 67])
(7, 28.5, 4.5, 0.5, [59, 62, -64, -67])
(8, 29, 1, 0.5, [57, 60, 64, 72])
(8, 29.5, 1.5, 0.5, [55, 59, -64, -72])
(8, 30, 2, 1, [53, 57, 69, 74])
(8, 31, 3, 1, [52, 59, 68, 76])
(8, 32, 4, 0.5, [45, 57, 64, 72])
(8, 32.5, 4.5, 0.5, [-45, 59, -64, 74])
(9, 33, 1, 1, [57, 60, 69, 76])
(9, 34, 2, 0.5, [55, 60, 69, 77])
(9, 34.5, 2.5, 0.5, [53, -60, -69, -77])
(9, 35, 3, 0.5, [52, 60, 67, 79])
(9, 35.5, 3.5, 0.5, [50, -60, -67, 77])
(9, 36, 4, 1, [48, 60, 67, 76])
(10, 37, 1, 1, [53, 60, 69, 74])
(10, 38, 2, 0.5, [55, 59, 67, -74])
(10, 38.5, 2.5, 0.5, [-55, -59, 65, -74])
(10, 39, 3, 1, [48, 55, 64, 72])
