(1, 0, 1, 1, [60, 64, 67, 72])
(1, 1, 2, 1, [53, 65, 69, 72])
(1, 2, 3, 1, [65, 59, 67, 74])
(1, 3, 4, 1, [64, 60, 67, 72])
(2, 4, 1, 0.5, [62, 65, 69, 74])
(2, 4.5, 1.5, 0.5, [-62, -65, -69, 76])
(2, 5, 2, 0.5, [61, 65, 70, 77])
(2, 5.5, 2.5, 0.5, [-61, 67, -70, -77])
(2, 6, 3, 1, [60, 69, 72, 77])
(2, 7, 4, 1, [-60, 67, -72, 76])
(3, 8, 1, 2, [53, 69, 72, 77])
(3, 10, 3, 0.5, [60, 72, 76, 79])
(3, 10.5, 3.5, 0.5, [-60, 70, 74, -79])
(3, 11, 4, 1, [61, 69, 76, 81])
(4, 12, 1, 2, [62, 69, 74, 77])
(4, 14, 3, 0.5, [57, 69, 72, 76])
(4, 14.5, 3.5, 0.5, [-57, -69, -72, 77])
(4, 15, 4, 0.5, [52, 67, 72, 79])
(4, 15.5, 4.5, 0.5, [53, -67, -72, -79])
(5, 16, 1, 2, [55, 67, 71, 74])
(5, 18, 3, 1, [55, 62, 71, 79])
(5, 19, 4, 0.5, [60, 64, 72, 79])
(5, 19.5, 4.5, 0.5, [59, -64, -72, -79])
(6, 20, 1, 1, [57, 65, 72, 77])
(6, 21, 2, 0.5, [55, 67, 72, 76])
(6, 21.5, 2.5, 0.5, [-55, -67, -72, 74])
(6, 22, 3, 1, [53, 69, 72, 74])
(6, 23, 4, 0.5, [55, 67, 71, -74])
(6, 23.5, 4.5, 0.5, [-55, 65, -71, -74])
(7, 24, 1, 2, [48, 64, 67, 72])
(7, 26, 3, 0.5, [53, 65, 69, 72])
(7, 26.5, 3.5, 0.5, [55, -65, -69, -72])
(7, 27, 4, 0.5, [57, 60, 64, 72])
(7, 27.5, 4.5, 0.5, [-57, -60, 66, -72])
(8, 28, 1, 0.5, [55, 59, 67, 74])
(8, 28.5, 1.5, 0.5, [57, -59, 65, -74])
(8, 29, 2, 1, [58, 60, 64, 72])
(8, 30, 3, 0.5, [57, 60, 65, 74])
(8, 30.5, 3.5, 0.5, [55, 58, 67, 76])
(8, 31, 4, 0.5, [57, 60, 65, 77])
(8, 31.5, 4.5, 0.5, [59, 62, 67, -77])
(9, 32, 1, 1, [60, 60, 69, 77])
(9, 33, 2, 1, [61, 69, 67, 76])
(9, 34, 3, 2, [62, 69, 65, 77])
(10, 36, 1, 0.5, [64, 67, 71, 79])
(10, 36.5, 1.5, 0.5, [-64, 65, -71, -79])
(10, 37, 2, 1, [57, 64, 73, 81])
(10, 38, 3, 2, [62, 62, 69, 77])
(11, 40, 1, 0.5, [57, 60, 72, 76])
(11, 40.5, 1.5, 0.5, [-57, 62, -72, 77])
(11, 41, 2, 0.5, [55, 64, 71, 79])
(11, 41.5, 2.5, 0.5, [57, 60, 72, -79])
(11, 42, 3, 2, [59, 67, 74, 74])
(12, 44, 1, 0.5, [60, 64, 72, 79])
(12, 44.5, 1.5, 0.5, [62, 65, -72, -79])
(12, 45, 2, 0.5, [64, 67, 72, 79])
(12, 45.5, 2.5, 0.5, [-64, -67, 71, -79])
(12, 46, 3, 0.5, [64, 69, 72, 77])
(12, 46.5, 3.5, 0.5, [62, 71, 74, -77])
(12, 47, 4, 0.5, [64, 72, 67, 76])
(12, 47.5, 4.5, 0.5, [65, -72, 69, 74])
(13, 48, 1, 0.5, [67, 67, 71, 74])
(13, 48.5, 1.5, 0.25, [-67, 65, 72, -74])
(13, 48.75, 1.75, 0.25, [-67, 64, -72, -74])
(13, 49, 2, 0.5, [55, 65, -72, -74])
(13, 49.5, 2.5, 0.5, [-55, -65, 71, -74])
(13, 50, 3, 2, [60, 64, 67, 72])
