(1, 0, 1, 1, [0, 0, 0, 0])
(1, 1, 2, 2, [48, 55, 63, 72])
(1, 3, 4, 1, [46, 58, 62, 67])
(2, 4, 1, 0.5, [45, 60, 66, 72])
(2, 4.5, 1.5, 0.5, [-45, -60, 67, -72])
(2, 5, 2, 0.5, [54, 63, 69, 72])
(2, 5.5, 2.5, 0.5, [-54, 62, -69, -72])
(2, 6, 3, 0.5, [55, 62, 69, 70])
(2, 6.5, 3.5, 0.5, [-55, -62, 67, -70])
(2, 7, 4, 0.5, [48, 63, 67, 70])
(2, 7.5, 4.5, 0.5, [-48, -63, -67, 69])
(3, 8, 1, 1, [50, 62, 67, 69])
(3, 9, 2, 0.5, [-50, -62, 66, -69])
(3, 9.5, 2.5, 0.5, [-50, 60, -66, -69])
(3, 10, 3, 2, [43, 59, 62, 67])
(4, 12, 1, 1, [0, 0, 0, 0])
(4, 13, 2, 2, [44, 60, 60, 63])
(4, 15, 4, 1, [51, 55, 60, 67])
(5, 16, 1, 0.5, [53, 56, 62, 65])
(5, 16.5, 1.5, 0.5, [-53, -56, 59, -65])
(5, 17, 2, 0.5, [54, 57, 60, 63])
(5, 17.5, 2.5, 0.5, [-54, -57, -60, 62])
(5, 18, 3, 1, [55, 55, 60, 63])
(5, 19, 4, 0.5, [43, 55, 59, 62])
(5, 19.5, 4.5, 0.5, [-43, 53, -59, -62])
(6, 20, 1, 4, [48, 51, 55, 60])
(7, 24, 1, 1, [48, 55, 60, 63])
(7, 25, 2, 1, [46, -55, -60, -63])
(7, 26, 3, 1, [44, 58, 62, 65])
(7, 27, 4, 1, [43, -58, 63, 67])
(8, 28, 1, 1, [41, 60, 65, 68])
(8, 29, 2, 1, [50, 58, 65, 68])
(8, 30, 3, 0.5, [51, 58, 65, 67])
(8, 30.5, 3.5, 0.5, [-51, -58, 62, -67])
(8, 31, 4, 1, [48, 60, 63, 67])
(9, 32, 1, 1, [44, 60, 63, 65])
(9, 33, 2, 0.5, [46, 58, 62, -65])
(9, 33.5, 2.5, 0.5, [-46, 56, -62, -65])
(9, 34, 3, 2, [39, 55, 58, 63])
(10, 36, 1, 1, [48, 55, 60, 63])
(10, 37, 2, 1, [46, -55, -60, -63])
(10, 38, 3, 1, [44, 58, 62, 65])
(10, 39, 4, 1, [43, -58, 63, 67])
(11, 40, 1, 1, [41, 60, 65, 68])
(11, 41, 2, 1, [50, 58, 65, 68])
(11, 42, 3, 0.5, [51, 58, 65, 67])
(11, 42.5, 3.5, 0.5, [-51, -58, 62, -67])
(11, 43, 4, 1, [48, 60, 63, 67])
(12, 44, 1, 1, [44, 60, 63, 65])
(12, 45, 2, 0.5, [46, 58, 62, -65])
(12, 45.5, 2.5, 0.5, [-46, 56, -62, -65])
(12, 46, 3, 2, [39, 55, 58, 63])
(13, 48, 1, 1, [51, 58, 63, 67])
(13, 49, 2, 1, [48, 60, 63, 69])
(13, 50, 3, 1, [50, 58, 65, 70])
(13, 51, 4, 1, [51, 58, 63, 67])
(14, 52, 1, 0.5, [44, 60, 63, 72])
(14, 52.5, 1.5, 0.5, [43, 58, -63, -72])
(14, 53, 2, 0.5, [42, 57, 63, 72])
(14, 53.5, 2.5, 0.5, [-42, -57, 62, -72])
(14, 54, 3, 2, [43, 55, 62, 71])
(15, 56, 1, 0.5, [51, 55, 67, 72])
(15, 56.5, 1.5, 0.5, [50, -55, -67, -72])
(15, 57, 2, 1, [48, 60, 67, 75])
(15, 58, 3, 0.5, [53, 60, 68, 74])
(15, 58.5, 3.5, 0.5, [55, 59, 67, -74])
(15, 59, 4, 0.5, [56, 60, -67, 72])
(15, 59.5, 4.5, 0.5, [-56, 62, 65, -72])
(16, 60, 1, 1, [55, 63, 67, 72])
(16, 61, 2, 1, [43, 62, 67, 71])
(16, 62, 3, 2, [48, 64, 67, 72])
