(1, 0, 1, 1, [60, 64, 67, 72])
(1, 1, 2, 1, [59, 62, 67, 67])
(1, 2, 3, 0.5, [57, 60, -67, 69])
(1, 2.5, 3.5, 0.5, [-57, -60, 66, -69])
(1, 3, 4, 0.5, [55, 62, 67, 71])
(1, 3.5, 4.5, 0.5, [53, -62, -67, -71])
(2, 4, 1, 0.5, [52, 60, 67, 72])
(2, 4.5, 1.5, 0.5, [-52, 58, -67, -72])
(2, 5, 2, 0.5, [53, 57, -67, -72])
(2, 5.5, 2.5, 0.5, [-53, -57, 65, -72])
(2, 6, 3, 0.5, [48, 55, -65, 72])
(2, 6.5, 3.5, 0.5, [-48, -55, 64, -72])
(2, 7, 4, 0.5, [60, 60, 64, 67])
(2, 7.5, 4.5, 0.5, [58, -60, -64, -67])
(3, 8, 1, 0.5, [57, 60, -64, 72])
(3, 8.5, 1.5, 0.5, [-57, -60, 66, -72])
(3, 9, 2, 1, [55, 62, 67, 70])
(3, 10, 3, 1, [48, 63, 67, 69])
(3, 11, 4, 0.5, [50, 62, 66, -69])
(3, 11.5, 4.5, 0.5, [-50, 60, -66, -69])
(4, 12, 1, 2, [43, 58, 62, 67])
(4, 14, 3, 0.5, [55, 58, 62, 67])
(4, 14.5, 3.5, 0.5, [-55, -58, 63, -67])
(4, 15, 4, 0.5, [54, 60, -63, 69])
(4, 15.5, 4.5, 0.5, [-54, -60, 62, -69])
(5, 16, 1, 0.5, [55, 58, -62, 70])
(5, 16.5, 1.5, 0.5, [-55, 55, 70, -70])
(5, 17, 2, 0.5, [48, 63, 69, 72])
(5, 17.5, 2.5, 0.5, [-48, -63, 67, -72])
(5, 18, 3, 0.5, [50, 62, 66, 70])
(5, 18.5, 3.5, 0.5, [-50, -62, 67, -70])
(5, 19, 4, 0.5, [38, -62, -67, 69])
(5, 19.5, 4.5, 0.25, [-38, -62, 66, -69])
(5, 19.75, 4.75, 0.25, [-38, 60, -66, -69])
(6, 20, 1, 2, [43, 58, 62, 67])
(6, 22, 3, 0.5, [48, 60, 64, 67])
(6, 22.5, 3.5, 0.5, [50, -60, 65, -67])
(6, 23, 4, 0.5, [52, -60, 67, 72])
(6, 23.5, 4.5, 0.5, [53, 62, -67, -72])
(7, 24, 1, 0.5, [55, 64, 67, 72])
(7, 24.5, 1.5, 0.25, [-55, 62, -67, -72])
(7, 24.75, 1.75, 0.25, [-55, 60, -67, -72])
(7, 25, 2, 0.5, [43, 62, 67, 71])
(7, 25.5, 2.5, 0.5, [-43, 65, -67, -71])
(7, 26, 3, 0.5, [48, -65, 67, 72])
(7, 26.5, 3.5, 0.25, [-48, 64, -67, -72])
(7, 26.75, 3.75, 0.25, [-48, 62, -67, -72])
(7, 27, 4, 1, [-48, 64, -67, -72])
(8, 28, 1, 0.5, [53, 65, 69, 72])
(8, 28.5, 1.5, 0.5, [55, -65, -69, -72])
(8, 29, 2, 0.5, [53, 65, 69, 72])
(8, 29.5, 2.5, 0.5, [52, -65, 67, -72])
(8, 30, 3, 0.5, [50, 65, 65, 74])
(8, 30.5, 3.5, 0.5, [52, 64, 67, -74])
(8, 31, 4, 0.5, [53, 62, 69, 74])
(8, 31.5, 4.5, 0.5, [55, 64, -69, -74])
(9, 32, 1, 0.5, [57, 65, -69, 72])
(9, 32.5, 1.5, 0.5, [53, -65, -69, -72])
(9, 33, 2, 0.5, [55, -65, 70, 70])
(9, 33.5, 2.5, 0.5, [48, 64, 67, -70])
(9, 34, 3, 2, [53, 60, 65, 69])
(10, 36, 1, 0.5, [60, 60, 64, 67])
(10, 36.5, 1.5, 0.5, [58, -60, -64, -67])
(10, 37, 2, 0.5, [57, 60, 64, 69])
(10, 37.5, 2.5, 0.5, [-57, -60, 66, -69])
(10, 38, 3, 0.5, [55, 62, 67, 70])
(10, 38.5, 3.5, 0.5, [46, -62, -67, -70])
(10, 39, 4, 0.5, [48, 63, -67, 69])
(10, 39.5, 4.5, 0.25, [50, 62, 66, -69])
(10, 39.75, 4.75, 0.25, [-50, 60, -66, -69])
(11, 40, 1, 2, [51, 58, 67, 67])
(11, 42, 3, 0.5, [55, 58, 62, 70])
(11, 42.5, 3.5, 0.5, [-55, 62, 70, -70])
(11, 43, 4, 0.5, [53, 65, -70, 72])
(11, 43.5, 4.5, 0.5, [-53, -65, 69, -72])
(12, 44, 1, 0.5, [58, 65, 70, 74])
(12, 44.5, 1.5, 0.5, [57, -65, -70, -74])
(12, 45, 2, 0.5, [55, 63, -70, 75])
(12, 45.5, 2.5, 0.5, [53, 65, -70, 74])
(12, 46, 3, 0.5, [51, 67, 70, 72])
(12, 46.5, 3.5, 0.5, [48, 63, -70, -72])
(12, 47, 4, 0.5, [53, 60, 69, -72])
(12, 47.5, 4.5, 0.5, [-53, 65, -69, -72])
(13, 48, 1, 2, [46, 65, 70, 74])
(13, 50, 3, 1, [58, 65, 70, 74])
(13, 51, 4, 0.5, [53, 65, -70, 72])
(13, 51.5, 4.5, 0.5, [-53, -65, 69, -72])
(14, 52, 1, 0.5, [58, 65, 70, 74])
(14, 52.5, 1.5, 0.5, [57, -65, -70, -74])
(14, 53, 2, 0.5, [55, 63, 69, 72])
(14, 53.5, 2.5, 0.5, [54, 62, -69, -72])
(14, 54, 3, 0.5, [55, 62, 67, 70])
(14, 54.5, 3.5, 0.5, [57, -62, -67, -70])
(14, 55, 4, 0.5, [58, 60, 64, 67])
(14, 55.5, 4.5, 0.5, [60, -60, -64, -67])
(15, 56, 1, 0.5, [53, 60, 65, 69])
(15, 56.5, 1.5, 0.5, [-53, -60, 64, -69])
(15, 57, 2, 0.5, [55, 55, 62, 71])
(15, 57.5, 2.5, 0.5, [-55, -55, 65, -71])
(15, 58, 3, 2, [48, 55, 64, 72])
