(0, 0, 1, 1, [60, 67, 76, 84])
(1, 1, 1, 1, [67, 67, 74, 83])
(1, 2, 2, 0.5, [60, 67, 76, 81])
(1, 2.5, 2.5, 0.5, [62, 66, 74, -81])
(1, 3, 3, 0.5, [55, 67, 74, 83])
(1, 3.5, 3.5, 0.5, [-55, 65, -74, -83])
(1, 4, 4, 0.5, [60, 65, 72, 79])
(1, 4.5, 4.5, 0.5, [-60, 64, -72, -79])
(2, 5, 1, 0.5, [53, 64, 72, 81])
(2, 5.5, 1.5, 0.5, [-53, 62, 77, -81])
(2, 6, 2, 0.5, [55, 67, 76, 83])
(2, 6.5, 2.5, 0.5, [-55, -67, 74, -83])
(2, 7, 3, 1, [48, 67, 76, 84])
(2, 8, 4, 0.5, [60, 67, 76, 84])
(2, 8.5, 4.5, 0.5, [59, -67, -76, -84])
(3, 9, 1, 1, [57, 69, 76, 84])
(3, 10, 2, 0.5, [64, 71, 76, 79])
(3, 10.5, 2.5, 0.5, [-64, 72, -76, -79])
(3, 11, 3, 0.5, [59, 67, 74, 79])
(3, 11.5, 3.5, 0.5, [-59, -67, -74, 77])
(3, 12, 4, 0.5, [60, -67, 72, 76])
(3, 12.5, 4.5, 0.5, [57, 69, -72, 77])
(4, 13, 1, 0.5, [59, 62, 74, 79])
(4, 13.5, 1.5, 0.5, [61, 64, 69, -79])
(4, 14, 2, 0.5, [62, 65, 69, 77])
(4, 14.5, 2.5, 0.25, [-62, 69, 72, -77])
(4, 14.75, 2.75, 0.25, [-62, 68, 71, -77])
(4, 15, 3, 1, [57, 69, 72, 76])
(4, 16, 4, 0.5, [57, 69, 72, 76])
(4, 16.5, 4.5, 0.5, [55, -69, -72, -76])
(5, 17, 1, 0.5, [53, 69, 72, 81])
(5, 17.5, 1.5, 0.5, [55, 67, -72, -81])
(5, 18, 2, 0.5, [57, 65, 72, 81])
(5, 18.5, 2.5, 0.5, [53, -65, 74, -81])
(5, 19, 3, 0.5, [60, 64, 76, 79])
(5, 19.5, 3.5, 0.5, [-60, 66, 74, 81])
(5, 20, 4, 0.5, [59, 67, 74, 83])
(5, 20.5, 4.5, 0.5, [64, -67, 76, -83])
(6, 21, 1, 0.5, [57, 60, 76, 84])
(6, 21.5, 1.5, 0.5, [59, 67, 74, 83])
(6, 22, 2, 0.5, [60, -67, 76, 81])
(6, 22.5, 2.5, 0.5, [62, 66, 74, -81])
(6, 23, 3, 1, [55, 71, 74, 79])
(6, 24, 4, 0.5, [57, 69, 76, 84])
(6, 24.5, 4.5, 0.5, [60, -69, -76, -84])
(7, 25, 1, 0.5, [62, 69, 77, 83])
(7, 25.5, 1.5, 0.5, [64, 67, 76, -83])
(7, 26, 2, 0.5, [60, -67, -76, 81])
(7, 26.5, 2.5, 0.5, [62, 65, 74, -81])
(7, 27, 3, 0.5, [59, -65, -74, 79])
(7, 27.5, 3.5, 0.5, [60, 64, 72, -79])
(7, 28, 4, 0.5, [53, 65, 72, 81])
(7, 28.5, 4.5, 0.5, [55, 64, -72, 79])
(8, 29, 1, 0.5, [57, 65, 72, 77])
(8, 29.5, 1.5, 0.5, [55, 67, -72, 76])
(8, 30, 2, 0.5, [53, 69, -72, 74])
(8, 30.5, 2.5, 0.5, [55, 67, 71, -74])
(8, 31, 3, 1, [48, 64, 67, 72])
