(0, 0, 1, 0.5, [48, 52, 60, 67])
(0, 0.5, 1.5, 0.5, [-48, 53, -60, -67])
(1, 1, 1, 1, [46, 55, 60, 64])
(1, 2, 2, 1, [45, 57, 60, 66])
(1, 3, 3, 1, [43, 50, 59, 67])
(1, 4, 4, 1, [47, 55, 62, 67])
(2, 5, 1, 0.5, [48, 55, -62, 64])
(2, 5.5, 1.5, 0.5, [-48, -55, 60, -64])
(2, 6, 2, 0.5, [43, -55, -60, 62])
(2, 6.5, 2.5, 0.25, [-43, -55, 59, -62])
(2, 6.75, 2.75, 0.25, [-43, 53, -59, -62])
(2, 7, 3, 1, [36, 52, 55, 60])
(2, 8, 4, 1, [48, 52, 55, 60])
(3, 9, 1, 1, [47, 55, 62, 67])
(3, 10, 2, 0.5, [48, 60, 64, 67])
(3, 10.5, 2.5, 0.5, [47, -60, -64, -67])
(3, 11, 3, 0.5, [45, 60, -64, 69])
(3, 11.5, 3.5, 0.5, [-45, -60, 66, -69])
(3, 12, 4, 1, [43, 62, 67, 71])
(4, 13, 1, 0.5, [52, 60, -67, 72])
(4, 13.5, 1.5, 0.5, [-52, -60, 66, -72])
(4, 14, 2, 1, [50, 62, 67, 71])
(4, 15, 3, 1, [48, 64, -67, 69])
(4, 16, 4, 0.5, [50, 62, -67, 69])
(4, 16.5, 4.5, 0.25, [-50, -62, 66, -69])
(4, 16.75, 4.75, 0.25, [-50, 60, -66, -69])
(5, 17, 1, 2, [43, 59, 62, 67])
(5, 19, 3, 1, [0, 0, 0, 0])
(5, 20, 4, 1, [52, 60, 64, 67])
(6, 21, 1, 0.5, [53, 60, -64, 69])
(6, 21.5, 1.5, 0.5, [-53, -60, 62, -69])
(6, 22, 2, 0.5, [44, 59, -62, 71])
(6, 22.5, 2.5, 0.5, [-44, -59, 64, -71])
(6, 23, 3, 1, [45, 57, 64, 72])
(6, 24, 4, 1, [48, 52, 60, 67])
(7, 25, 1, 0.5, [53, 53, -60, 69])
(7, 25.5, 1.5, 0.5, [-53, -53, 59, -69])
(7, 26, 2, 0.5, [-53, 55, 60, 67])
(7, 26.5, 2.5, 0.5, [52, -55, 61, -67])
(7, 27, 3, 0.5, [50, 57, 62, 65])
(7, 27.5, 3.5, 0.5, [52, -57, 61, -65])
(7, 28, 4, 0.5, [53, 57, 62, 65])
(7, 28.5, 4.5, 0.5, [50, -57, -62, -65])
(8, 29, 1, 1, [57, 57, -62, 64])
(8, 30, 2, 1, [-57, -57, 61, -64])
(8, 31, 3, 1, [0, 0, 0, 0])
(8, 32, 4, 1, [52, 60, 67, 72])
(9, 33, 1, 0.5, [53, 60, -67, 69])
(9, 33.5, 1.5, 0.25, [52, -60, 65, -69])
(9, 33.75, 1.75, 0.25, [-52, -60, 64, -69])
(9, 34, 2, 1, [50, 62, 65, 71])
(9, 35, 3, 1, [48, 55, 64, 72])
(9, 36, 4, 0.5, [50, 62, 65, 69])
(9, 36.5, 4.5, 0.5, [-50, 60, -65, -69])
(10, 37, 1, 0.5, [-50, 58, 64, 67])
(10, 37.5, 1.5, 0.5, [49, -58, -64, -67])
(10, 38, 2, 0.5, [50, 57, -64, 65])
(10, 38.5, 2.5, 0.5, [-50, -57, 62, -65])
(10, 39, 3, 0.5, [45, 57, -62, 64])
(10, 39.5, 3.5, 0.5, [-45, -57, 61, -64])
(10, 40, 4, 1, [47, 55, 62, 67])
(11, 41, 1, 0.5, [49, -55, 64, 64])
(11, 41.5, 1.5, 0.5, [-49, 57, -64, -64])
(11, 42, 2, 0.5, [51, -57, 59, 66])
(11, 42.5, 2.5, 0.25, [-51, 55, -59, -66])
(11, 42.75, 2.75, 0.25, [-51, 54, -59, -66])
(11, 43, 3, 1, [52, 52, 59, 67])
(11, 44, 4, 0.5, [52, 64, 67, 72])
(11, 44.5, 4.5, 0.5, [54, 62, 69, -72])
(12, 45, 1, 0.5, [55, 62, -69, 71])
(12, 45.5, 1.5, 0.5, [-55, -62, 67, -71])
(12, 46, 2, 0.5, [50, 62, -67, 69])
(12, 46.5, 2.5, 0.25, [-50, -62, 66, -69])
(12, 46.75, 2.75, 0.25, [-50, 60, -66, -69])
(12, 47, 3, 1, [43, 59, 62, 67])
(12, 48, 4, 1, [47, 55, 62, 67])
(13, 49, 1, 0.5, [48, 55, 60, 64])
(13, 49.5, 1.5, 0.5, [50, -55, -60, 65])
(13, 50, 2, 0.5, [52, 60, 60, 67])
(13, 50.5, 2.5, 0.5, [48, 58, -60, -67])
(13, 51, 3, 0.5, [53, 57, 60, 69])
(13, 51.5, 3.5, 0.25, [-53, -57, 65, -69])
(13, 51.75, 3.75, 0.25, [-53, 59, -65, -69])
(13, 52, 4, 0.5, [48, 60, -65, 67])
(13, 52.5, 4.5, 0.25, [-48, -60, 64, -67])
(13, 52.75, 4.75, 0.25, [-48, 58, -64, -67])
(14, 53, 1, 0.5, [-48, 57, 62, 65])
(14, 53.5, 1.5, 0.5, [47, 55, -62, -65])
(14, 54, 2, 0.5, [48, 55, -62, 64])
(14, 54.5, 2.5, 0.5, [-48, -55, 60, -64])
(14, 55, 3, 0.5, [41, 57, -60, 62])
(14, 55.5, 3.5, 0.25, [-41, 50, 59, -62])
(14, 55.75, 3.75, 0.25, [-41, -50, 57, -62])
(14, 56, 4, 0.5, [43, 55, 59, 62])
(14, 56.5, 4.5, 0.5, [-43, 53, -59, -62])
(15, 57, 1, 4, [36, 52, 55, 60])
