(0, 0, 1, 1, [52, 56, 64, 71])
(1, 1, 1, 1, [45, 57, 64, 72])
(1, 2, 2, 0.5, [52, 56, 64, 71])
(1, 2.5, 2.5, 0.5, [-52, -56, 62, -71])
(1, 3, 3, 1, [53, 57, 60, 69])
(1, 4, 4, 0.5, [52, 55, 67, 71])
(1, 4.5, 4.5, 0.5, [-52, 57, -67, 72])
(2, 5, 1, 1, [50, 59, 65, 74])
(2, 6, 2, 0.5, [48, 60, 64, 76])
(2, 6.5, 2.5, 0.5, [-48, -60, 66, -76])
(2, 7, 3, 0.5, [47, 62, 67, 74])
(2, 7.5, 3.5, 0.5, [-47, 64, -67, -74])
(2, 8, 4, 1, [45, 66, 69, 72])
(3, 9, 1, 2, [43, 59, 62, 71])
(3, 11, 3, 1, [0, 0, 0, 0])
(3, 12, 4, 1, [44, 59, 64, 74])
(4, 13, 1, 0.5, [45, 57, 64, 72])
(4, 13.5, 1.5, 0.5, [-45, 55, -64, -72])
(4, 14, 2, 1, [50, 53, 62, 71])
(4, 15, 3, 1, [48, 55, 64, 72])
(4, 16, 4, 0.5, [53, 57, 60, 69])
(4, 16.5, 4.5, 0.5, [-53, 59, 62, -69])
(5, 17, 1, 1, [52, 60, 64, 67])
(5, 18, 2, 0.5, [57, -60, -64, 64])
(5, 18.5, 2.5, 0.5, [-57, -60, -64, 65])
(5, 19, 3, 1, [55, -60, -64, 67])
(5, 20, 4, 1, [43, 59, 62, 65])
(6, 21, 1, 3, [48, 55, 60, 64])
(6, 24, 4, 1, [47, 56, 62, 71])
(7, 25, 1, 3, [48, 55, 60, 64])
(7, 28, 4, 1, [48, 55, 64, 67])
(8, 29, 1, 0.5, [-48, 55, 62, 65])
(8, 29.5, 1.5, 0.5, [47, -55, -62, -65])
(8, 30, 2, 1, [48, 55, 60, 64])
(8, 31, 3, 0.5, [43, 55, 60, 62])
(8, 31.5, 3.5, 0.5, [-43, -55, 59, -62])
(8, 32, 4, 0.5, [48, 55, 60, 64])
(8, 32.5, 4.5, 0.5, [50, -55, -60, -64])
(9, 33, 1, 1, [52, 55, 60, 60])
(9, 34, 2, 0.5, [50, 53, 57, 62])
(9, 34.5, 2.5, 0.5, [-50, -53, 59, -62])
(9, 35, 3, 1, [48, 55, 60, 64])
(9, 36, 4, 1, [47, 56, 62, 71])
(10, 37, 1, 0.5, [45, 57, 64, 72])
(10, 37.5, 1.5, 0.5, [-45, 55, -64, -72])
(10, 38, 2, 0.5, [50, 53, 65, 71])
(10, 38.5, 2.5, 0.5, [-50, -53, -65, 69])
(10, 39, 3, 0.5, [52, 60, 64, 67])
