(1, 0, 1, 0.5, [60, 63, 72, 79])
(1, 0.5, 1.5, 0.5, [62, 65, -72, -79])
(1, 1, 2, 1, [63, 67, 72, 79])
(1, 2, 3, 1, [59, 67, 74, 74])
(1, 3, 4, 1, [60, 67, 72, 75])
(2, 4, 1, 0.5, [56, 65, 72, 77])
(2, 4.5, 1.5, 0.5, [-56, 67, -72, -77])
(2, 5, 2, 0.5, [53, 68, 72, 75])
(2, 5.5, 2.5, 0.5, [-53, -68, -72, 74])
(2, 6, 3, 0.5, [55, 67, 71, 74])
(2, 6.5, 3.5, 0.5, [-55, 65, -71, -74])
(2, 7, 4, 1, [48, 63, 67, 72])
(3, 8, 1, 0.5, [60, 60, 67, 75])
(3, 8.5, 1.5, 0.5, [58, -60, -67, -75])
(3, 9, 2, 0.5, [56, 60, 68, 75])
(3, 9.5, 2.5, 0.5, [55, -60, -68, -75])
(3, 10, 3, 0.5, [53, 60, 68, 74])
(3, 10.5, 3.5, 0.5, [55, 59, 67, -74])
(3, 11, 4, 0.5, [56, 60, 67, 72])
(3, 11.5, 4.5, 0.5, [-56, -60, 65, -72])
(4, 12, 1, 1, [50, 62, 65, 71])
(4, 13, 2, 1, [48, 63, 67, 72])
(4, 14, 3, 2, [55, 59, 67, 74])
(5, 16, 1, 0.5, [48, 63, 67, 79])
(5, 16.5, 1.5, 0.5, [50, 65, -67, -79])
(5, 17, 2, 0.5, [51, 67, 72, 79])
(5, 17.5, 2.5, 0.5, [53, -67, -72, -79])
(5, 18, 3, 1, [55, 67, 71, 74])
(5, 19, 4, 1, [60, 67, 72, 75])
(6, 20, 1, 0.5, [56, 65, 72, 77])
(6, 20.5, 1.5, 0.5, [-56, 67, -72, -77])
(6, 21, 2, 0.5, [53, 68, 72, 75])
(6, 21.5, 2.5, 0.5, [-53, -68, -72, 74])
(6, 22, 3, 0.5, [55, 67, 71, 74])
(6, 22.5, 3.5, 0.5, [-55, 65, -71, -74])
(6, 23, 4, 1, [48, 63, 67, 72])
(7, 24, 1, 0.5, [60, 60, 67, 75])
(7, 24.5, 1.5, 0.5, [58, -60, -67, -75])
(7, 25, 2, 0.5, [56, 60, 68, 75])
(7, 25.5, 2.5, 0.5, [55, -60, -68, -75])
(7, 26, 3, 0.5, [53, 60, 68, 74])
(7, 26.5, 3.5, 0.5, [55, 59, 67, -74])
(7, 27, 4, 0.5, [56, 60, 67, 72])
(7, 27.5, 4.5, 0.5, [-56, -60, 65, -72])
(8, 28, 1, 1, [50, 62, 65, 71])
(8, 29, 2, 1, [48, 63, 67, 72])
(8, 30, 3, 2, [55, 59, 67, 74])
(9, 32, 1, 1, [55, 67, 71, 74])
(9, 33, 2, 0.5, [60, 67, 72, 75])
(9, 33.5, 2.5, 0.5, [58, -67, -72, -75])
(9, 34, 3, 1, [57, 65, 72, 77])
(9, 35, 4, 0.5, [58, 65, 70, 74])
(9, 35.5, 4.5, 0.5, [57, -65, -70, -74])
(10, 36, 1, 0.5, [55, 63, 70, 75])
(10, 36.5, 1.5, 0.5, [-55, 65, -70, -75])
(10, 37, 2, 0.5, [51, 67, 70, 74])
(10, 37.5, 2.5, 0.5, [-51, -67, -70, 72])
(10, 38, 3, 0.5, [53, 65, 69, 72])
(10, 38.5, 3.5, 0.5, [-53, 63, -69, -72])
(10, 39, 4, 1, [58, 62, 65, 70])
(11, 40, 1, 1, [55, 63, 70, 75])
(11, 41, 2, 0.5, [53, 68, 72, 77])
(11, 41.5, 2.5, 0.5, [-53, -68, 74, -77])
(11, 42, 3, 1, [51, 70, 75, 79])
(11, 43, 4, 0.5, [63, 70, 75, 79])
(11, 43.5, 4.5, 0.5, [62, -70, -75, -79])
(12, 44, 1, 0.5, [60, 68, 75, 80])
(12, 44.5, 1.5, 0.5, [-60, 70, -75, -80])
(12, 45, 2, 0.5, [56, 72, 75, 79])
(12, 45.5, 2.5, 0.5, [-56, -72, -75, 77])
(12, 46, 3, 0.5, [58, 70, 74, 77])
(12, 46.5, 3.5, 0.5, [-58, 68, -74, -77])
(12, 47, 4, 1, [51, 67, 70, 75])
(13, 48, 1, 0.5, [51, 63, 70, 79])
(13, 48.5, 1.5, 0.5, [53, -63, -70, -79])
(13, 49, 2, 0.5, [55, 63, 70, 79])
(13, 49.5, 2.5, 0.5, [56, -63, -70, -79])
(13, 50, 3, 0.5, [58, 62, 70, 77])
(13, 50.5, 3.5, 0.5, [-58, -62, 68, -77])
(13, 51, 4, 1, [59, 62, 67, 79])
(14, 52, 1, 0.5, [60, 60, 67, 75])
(14, 52.5, 1.5, 0.5, [58, 63, -67, -75])
(14, 53, 2, 0.5, [56, 62, 72, 77])
(14, 53.5, 2.5, 0.5, [-56, 60, -72, -77])
(14, 54, 3, 2, [55, 62, 71, 79])
(15, 56, 1, 0.5, [60, 63, 72, 79])
(15, 56.5, 1.5, 0.5, [62, 65, -72, -79])
(15, 57, 2, 1, [63, 67, 72, 79])
(15, 58, 3, 1, [59, 68, 74, 77])
(15, 59, 4, 1, [60, 67, 72, 75])
(16, 60, 1, 1, [53, 68, 72, 74])
(16, 61, 2, 0.5, [55, 67, 71, 74])
(16, 61.5, 2.5, 0.5, [-55, 65, -71, -74])
(16, 62, 3, 2, [48, 64, 67, 72])
