(1, 0, 1, 0.5, [48, 51, 55, 60])
(1, 0.5, 1.5, 0.5, [50, 53, -55, -60])
(1, 1, 2, 0.5, [51, 55, -55, -60])
(1, 1.5, 2.5, 0.5, [53, -55, -55, -60])
(1, 2, 3, 0.5, [51, 53, 59, 62])
(1, 2.5, 3.5, 0.5, [50, -53, -59, -62])
(2, 3, 1, 1, [48, 55, 60, 63])
(2, 4, 2, 0.5, [46, -55, -60, -63])
(2, 4.5, 2.5, 0.5, [44, -55, -60, -63])
(2, 5, 3, 0.5, [43, 56, 62, 65])
(2, 5.5, 3.5, 0.5, [41, -56, -62, -65])
(3, 6, 1, 0.5, [39, 58, 63, 67])
(3, 6.5, 1.5, 0.5, [41, -58, -63, -67])
(3, 7, 2, 0.5, [39, 60, -63, -67])
(3, 7.5, 2.5, 0.5, [38, 62, 65, -67])
(3, 8, 3, 1, [36, 63, 67, 72])
(4, 9, 1, 2, [43, 62, 67, 71])
(4, 11, 3, 1, [43, 62, 67, 71])
(5, 12, 1, 0.5, [48, 63, 67, 72])
(5, 12.5, 1.5, 0.5, [50, -63, -67, -72])
(5, 13, 2, 0.5, [51, -63, -67, -72])
(5, 13.5, 2.5, 0.5, [50, -63, -67, -72])
(5, 14, 3, 0.5, [48, 62, 67, 74])
(5, 14.5, 3.5, 0.5, [47, -62, -67, -74])
(6, 15, 1, 0.5, [48, 60, 67, 75])
(6, 15.5, 1.5, 0.5, [-48, 59, -67, -75])
(6, 16, 2, 0.5, [-48, 60, -67, -75])
(6, 16.5, 2.5, 0.5, [-48, 62, 65, -75])
(6, 17, 3, 0.5, [-48, 60, 63, -75])
(6, 17.5, 3.5, 0.5, [-48, 58, 62, -75])
(7, 18, 1, 0.5, [-48, 56, 63, 63])
(7, 18.5, 1.5, 0.5, [46, 55, -63, -63])
(7, 19, 2, 1, [44, 60, -63, 65])
(7, 20, 3, 0.5, [46, 58, 62, -65])
(7, 20.5, 3.5, 0.25, [-46, -58, -62, 65])
(7, 20.75, 3.75, 0.25, [-46, 56, -62, -65])
(8, 21, 1, 3, [39, 55, 58, 63])
(9, 24, 1, 1, [46, 58, 62, 65])
(9, 25, 2, 1, [48, -58, 63, -65])
(9, 26, 3, 1, [50, 58, 65, 65])
(10, 27, 1, 0.5, [51, 58, -65, 67])
(10, 27.5, 1.5, 0.5, [-51, -58, 63, -67])
(10, 28, 2, 0.5, [53, -58, -63, -67])
(10, 28.5, 2.5, 0.5, [-53, 56, 62, -67])
(10, 29, 3, 1, [55, 55, 63, 70])
(11, 30, 1, 1, [53, 60, 63, 68])
(11, 31, 2, 0.5, [41, -60, 62, -68])
(11, 31.5, 2.5, 0.5, [-41, -60, 60, -68])
(11, 32, 3, 1, [46, 58, 62, 65])
(12, 33, 1, 2, [51, 58, 63, 67])
(12, 35, 3, 1, [51, 58, 63, 67])
(13, 36, 1, 1, [51, 63, 67, 70])
(13, 37, 2, 0.5, [39, -63, -67, -70])
(13, 37.5, 2.5, 0.5, [41, -63, -67, -70])
(13, 38, 3, 0.5, [43, 63, 67, 70])
(13, 38.5, 3.5, 0.5, [-43, 61, 65, -70])
(14, 39, 1, 0.5, [44, 60, 63, 72])
(14, 39.5, 1.5, 0.5, [-44, -60, 62, -72])
(14, 40, 2, 0.5, [56, -60, 63, -72])
(14, 40.5, 2.5, 0.5, [-56, -60, 65, -72])
(14, 41, 3, 1, [55, 58, 67, 75])
(15, 42, 1, 0.5, [53, 56, 68, 74])
(15, 42.5, 1.5, 0.5, [-53, -56, 65, -74])
(15, 43, 2, 0.5, [54, 57, 63, 72])
(15, 43.5, 2.5, 0.5, [-54, -57, 62, -72])
(15, 44, 3, 0.5, [55, 55, 62, 71])
(15, 44.5, 3.5, 0.5, [-55, -55, 65, -71])
(16, 45, 1, 2, [48, 55, 64, 72])
(16, 47, 3, 1, [48, 55, 64, 72])
