(1, 0, 1, 1, [60, 67, 72, 76])
(1, 1, 2, 1, [55, 67, 71, 74])
(1, 2, 3, 1, [52, 67, 72, 72])
(1, 3, 4, 1, [55, 67, 71, 74])
(2, 4, 1, 0.5, [48, 67, 72, 76])
(2, 4.5, 1.5, 0.5, [-48, -67, 71, -76])
(2, 5, 2, 1, [50, 62, 69, 78])
(2, 6, 3, 2, [55, 62, 71, 79])
(3, 8, 1, 1, [62, 65, 74, 81])
(3, 9, 2, 1, [59, 62, 74, 79])
(3, 10, 3, 1, [55, 67, 71, 77])
(3, 11, 4, 0.5, [60, 67, 72, 76])
(3, 11.5, 4.5, 0.5, [-60, -67, -72, 74])
(4, 12, 1, 1, [53, 69, 72, 74])
(4, 13, 2, 0.5, [55, 67, 71, -74])
(4, 13.5, 2.5, 0.5, [-55, 65, -71, -74])
(4, 14, 3, 2, [48, 64, 67, 72])
(5, 16, 1, 1, [60, 67, 72, 76])
(5, 17, 2, 1, [59, 67, 74, 79])
(5, 18, 3, 1, [57, 69, 72, 77])
(5, 19, 4, 1, [55, 64, 71, 76])
(6, 20, 1, 1, [53, 65, 69, 74])
(6, 21, 2, 0.5, [52, 65, 69, 72])
(6, 21.5, 2.5, 0.5, [50, -65, -69, -72])
(6, 22, 3, 2, [52, 59, 68, 71])
(7, 24, 1, 1, [57, 57, 64, 72])
(7, 25, 2, 1, [55, 59, 67, 74])
(7, 26, 3, 1, [60, 60, 67, 76])
(7, 27, 4, 0.5, [59, 62, 67, 76])
(7, 27.5, 4.5, 0.25, [-59, -62, -67, 77])
(7, 27.75, 4.75, 0.25, [-59, -62, -67, 79])
(8, 28, 1, 1, [57, 69, 72, 77])
(8, 29, 2, 1, [59, 67, 74, -77])
(8, 30, 3, 2, [60, 67, 72, 76])
(9, 32, 1, 1, [60, 67, 72, 76])
(9, 33, 2, 1, [57, 65, 72, 77])
(9, 34, 3, 1, [52, 64, 72, 79])
(9, 35, 4, 1, [53, 62, 72, 77])
(10, 36, 1, 0.5, [55, 64, 72, 76])
(10, 36.5, 1.5, 0.5, [-55, 65, -72, -76])
(10, 37, 2, 1, [55, 67, 71, 74])
(10, 38, 3, 2, [48, 67, 72, 76])
(11, 40, 1, 0.5, [55, 67, 71, 74])
(11, 40.5, 1.5, 0.5, [57, -67, -71, -74])
(11, 41, 2, 1, [59, 62, 67, 74])
(11, 42, 3, 0.5, [57, 60, 72, 76])
(11, 42.5, 3.5, 0.5, [-57, -60, -72, 78])
(11, 43, 4, 1, [55, 62, 71, 79])
(12, 44, 1, 1, [60, 64, 69, 79])
(12, 45, 2, 1, [62, 62, -69, 78])
(12, 46, 3, 2, [55, 62, 71, 79])
(13, 48, 1, 1, [58, 61, 70, 79])
(13, 49, 2, 1, [60, 60, 70, 76])
(13, 50, 3, 0.5, [53, 60, 69, 81])
(13, 50.5, 3.5, 0.5, [-53, 62, 71, -81])
(13, 51, 4, 0.5, [52, 64, 72, -81])
(13, 51.5, 4.5, 0.5, [-52, -64, -72, 79])
(14, 52, 1, 0.5, [50, 65, 72, 77])
(14, 52.5, 1.5, 0.5, [-50, -65, 71, -77])
(14, 53, 2, 0.5, [48, 67, 72, 76])
(14, 53.5, 2.5, 0.5, [-48, -67, -72, 74])
(14, 54, 3, 2, [55, 67, 71, 74])
(15, 56, 1, 1, [60, 67, 72, 76])
(15, 57, 2, 1, [59, 67, 74, 79])
(15, 58, 3, 1, [57, 69, 72, 77])
(15, 59, 4, 0.5, [55, 69, 72, 76])
(15, 59.5, 4.5, 0.5, [-55, -69, -72, 74])
(16, 60, 1, 1, [54, 69, 72, 74])
(16, 61, 2, 0.5, [55, 67, 71, -74])
(16, 61.5, 2.5, 0.5, [-55, 65, -71, -74])
(16, 62, 3, 2, [48, 64, 67, 72])
