(0, 0, 1, 1, [60, 64, 67, 72])
(1, 1, 1, 1, [59, 62, 67, 74])
(1, 2, 2, 1, [58, 60, 67, 76])
(1, 3, 3, 1, [57, 60, 69, 77])
(1, 4, 4, 1, [59, 62, 67, -77])
(2, 5, 1, 2, [60, 60, 67, 76])
(2, 7, 3, 1, [54, 60, 69, 74])
(2, 8, 4, 0.5, [55, 58, 67, 74])
(2, 8.5, 4.5, 0.5, [-55, 57, 65, -74])
(3, 9, 1, 1, [-55, 57, 64, 73])
(3, 10, 2, 0.5, [53, 57, 69, 74])
(3, 10.5, 2.5, 0.5, [-53, 62, -69, -74])
(3, 11, 3, 1, [55, 62, 70, 76])
(3, 12, 4, 0.5, [57, 61, 69, -76])
(3, 12.5, 4.5, 0.5, [-57, -61, 67, -76])
(4, 13, 1, 2, [50, 62, 65, 74])
(4, 15, 3, 1, [0, 0, 0, 0])
(4, 16, 4, 1, [62, 69, 74, 77])
(5, 17, 1, 0.5, [57, 69, 72, 77])
(5, 17.5, 1.5, 0.5, [-57, 67, 70, -77])
(5, 18, 2, 0.5, [53, 69, 72, 77])
(5, 18.5, 2.5, 0.5, [-53, -69, -72, 76])
(5, 19, 3, 0.5, [58, 65, -72, 74])
(5, 19.5, 3.5, 0.25, [60, 66, 70, -74])
(5, 19.75, 3.75, 0.25, [-60, -66, 69, -74])
(5, 20, 4, 0.5, [58, 67, 70, -74])
(5, 20.5, 4.5, 0.5, [57, 69, 72, -74])
(6, 21, 1, 2, [55, 70, 74, 79])
(6, 23, 3, 1, [0, 0, 0, 0])
(6, 24, 4, 0.5, [60, 67, 72, 76])
(6, 24.5, 4.5, 0.5, [58, -67, -72, -76])
(7, 25, 1, 1, [57, 69, 72, 77])
(7, 26, 2, 1, [59, 67, 74, 74])
(7, 27, 3, 0.5, [60, 67, -74, 76])
(7, 27.5, 3.5, 0.5, [-60, -67, 72, -76])
(7, 28, 4, 0.5, [55, -67, -72, 74])
(7, 28.5, 4.5, 0.5, [-55, 65, 71, -74])
(8, 29, 1, 2, [48, 64, 67, 72])
(8, 31, 3, 1, [0, 0, 0, 0])
(8, 32, 4, 1, [60, 64, 72, 79])
(9, 33, 1, 0.5, [59, 62, 74, 79])
(9, 33.5, 1.5, 0.5, [-59, -62, 67, -79])
(9, 34, 2, 0.5, [60, 64, 72, 79])
(9, 34.5, 2.5, 0.5, [58, -64, -72, -79])
(9, 35, 3, 0.5, [57, 65, -72, 77])
(9, 35.5, 3.5, 0.5, [55, -65, 70, -77])
(9, 36, 4, 0.5, [57, -65, 72, -77])
(9, 36.5, 4.5, 0.5, [53, -65, 69, -77])
(10, 37, 1, 2, [58, 65, 70, 74])
(10, 39, 3, 1, [0, 0, 0, 0])
(10, 40, 4, 1, [57, 69, 72, 77])
(11, 41, 1, 1, [59, 67, 74, 77])
(11, 42, 2, 0.5, [60, 67, -74, 76])
(11, 42.5, 2.5, 0.5, [-60, -67, 72, -76])
(11, 43, 3, 0.5, [53, 69, 72, 77])
(11, 43.5, 3.5, 0.5, [-53, 67, -72, 76])
(11, 44, 4, 1, [54, 69, 72, 74])
(12, 45, 1, 2, [55, 67, 71, 74])
(12, 47, 3, 1, [0, 0, 0, 0])
(12, 48, 4, 1, [52, 55, 72, 79])
(13, 49, 1, 0.5, [57, 60, -72, 77])
(13, 49.5, 1.5, 0.5, [-57, 62, 71, -77])
(13, 50, 2, 0.5, [55, 64, 72, 76])
(13, 50.5, 2.5, 0.5, [53, 69, -72, -76])
(13, 51, 3, 0.5, [55, 62, 72, 74])
(13, 51.5, 3.5, 0.5, [-55, 67, -72, -74])
(13, 52, 4, 0.5, [43, -67, 71, -74])
(13, 52.5, 4.5, 0.5, [-43, 65, -71, -74])
(14, 53, 1, 4, [48, 64, 67, 72])
