(0, 0, 1, 0.5, [60, 64, 67, 72])
(0, 0.5, 1.5, 0.5, [58, -64, -67, -72])
(1, 1, 1, 0.5, [57, 65, 69, 72])
(1, 1.5, 1.5, 0.5, [55, -65, -69, -72])
(1, 2, 2, 0.5, [53, 67, 70, 72])
(1, 2.5, 2.5, 0.5, [52, -67, -70, -72])
(1, 3, 3, 0.5, [53, 67, 69, 72])
(1, 3.5, 3.5, 0.5, [55, -67, -69, -72])
(1, 4, 4, 0.5, [57, 65, 69, 72])
(1, 4.5, 4.5, 0.5, [58, -65, -69, -72])
(2, 5, 1, 0.5, [60, 64, 67, 72])
(2, 5.5, 1.5, 0.5, [-60, 62, -67, 74])
(2, 6, 2, 0.5, [48, 60, -67, 76])
(2, 6.5, 2.5, 0.25, [-48, -60, 69, -76])
(2, 6.75, 2.75, 0.25, [-48, -60, 70, -76])
(2, 7, 3, 1, [53, 60, 69, 77])
(2, 8, 4, 0.5, [58, 62, 70, 77])
(2, 8.5, 4.5, 0.5, [57, 65, 72, -77])
(3, 9, 1, 0.5, [55, 70, 74, 79])
(3, 9.5, 1.5, 0.5, [57, -70, 72, -79])
(3, 10, 2, 0.5, [58, 62, 70, 79])
(3, 10.5, 2.5, 0.5, [60, 64, -70, -79])
(3, 11, 3, 0.5, [62, 65, 70, 77])
(3, 11.5, 3.5, 0.5, [64, -65, -70, -77])
(3, 12, 4, 0.5, [65, 65, -70, 72])
(3, 12.5, 4.5, 0.5, [-65, -65, 69, -72])
(4, 13, 1, 0.5, [60, 64, 67, 72])
(4, 13.5, 1.5, 0.5, [58, 62, -67, 74])
(4, 14, 2, 0.5, [57, 60, 72, 76])
(4, 14.5, 2.5, 0.5, [55, -60, 70, -76])
(4, 15, 3, 1, [53, 60, 69, 77])
(4, 16, 4, 0.5, [58, 62, 70, 77])
(4, 16.5, 4.5, 0.5, [57, -62, -70, -77])
(5, 17, 1, 0.5, [55, 62, 70, 79])
(5, 17.5, 1.5, 0.5, [53, -62, -70, -79])
(5, 18, 2, 0.5, [-53, 67, 70, 79])
(5, 18.5, 2.5, 0.5, [52, -67, -70, -79])
(5, 19, 3, 0.5, [53, 60, 70, 77])
(5, 19.5, 3.5, 0.5, [55, -60, -70, -77])
(5, 20, 4, 0.5, [57, 65, 69, 72])
(5, 20.5, 4.5, 0.5, [55, 63, -69, -72])
(6, 21, 1, 0.5, [54, 62, 69, 74])
(6, 21.5, 1.5, 0.5, [55, -62, 70, -74])
(6, 22, 2, 0.5, [-55, 63, 69, 72])
(6, 22.5, 2.5, 0.5, [54, 62, -69, -72])
(6, 23, 3, 1, [55, 62, 67, 70])
(6, 24, 4, 0.5, [53, 65, 69, 72])
(6, 24.5, 4.5, 0.5, [52, -65, -69, -72])
(7, 25, 1, 0.5, [50, 65, 70, 74])
(7, 25.5, 1.5, 0.5, [62, 67, -70, -74])
(7, 26, 2, 0.5, [-62, 67, 70, 76])
(7, 26.5, 2.5, 0.5, [61, -67, 69, -76])
(7, 27, 3, 2, [62, 65, 69, 77])
(8, 29, 1, 0.5, [55, 67, 71, 75])
(8, 29.5, 1.5, 0.5, [-55, 65, -71, 74])
(8, 30, 2, 0.5, [57, 63, 72, 72])
(8, 30.5, 2.5, 0.5, [59, 62, 67, 74])
(8, 31, 3, 1, [60, 60, 67, 75])
(8, 32, 4, 0.5, [55, 62, 70, 74])
(8, 32.5, 4.5, 0.5, [53, -62, -70, -74])
(9, 33, 1, 0.5, [52, 67, 70, 72])
(9, 33.5, 1.5, 0.5, [48, -67, -70, -72])
(9, 34, 2, 0.5, [53, -67, 69, 72])
(9, 34.5, 2.5, 0.5, [-53, 65, -69, -72])
(9, 35, 3, 0.5, [48, -65, 67, 72])
(9, 35.5, 3.5, 0.25, [-48, 64, -67, -72])
(9, 35.75, 3.75, 0.25, [-48, 62, -67, -72])
(9, 36, 4, 1, [-48, 64, -67, -72])
