(1, 0, 1, 0.5, [48, 51, 55, 60])
(1, 0.5, 1.5, 0.5, [50, 53, -55, -60])
(1, 1, 2, 0.5, [51, 55, 55, 60])
(1, 1.5, 2.5, 0.5, [50, 53, -55, -60])
(1, 2, 3, 0.5, [51, 55, 60, 60])
(1, 2.5, 3.5, 0.5, [48, -55, -60, -60])
(2, 3, 1, 0.5, [47, -55, 62, 67])
(2, 3.5, 1.5, 0.5, [-47, 53, -62, -67])
(2, 4, 2, 0.5, [48, 51, 60, -67])
(2, 4.5, 2.5, 0.5, [-48, 50, -60, -67])
(2, 5, 3, 1, [40, 48, 67, 67])
(3, 6, 1, 0.5, [41, 60, 67, 68])
(3, 6.5, 1.5, 0.5, [43, -60, -67, -68])
(3, 7, 2, 0.5, [44, -60, 65, -68])
(3, 7.5, 2.5, 0.5, [-44, -60, 64, -68])
(3, 8, 3, 1, [41, 60, 65, 68])
(4, 9, 1, 1, [48, 60, -65, 67])
(4, 10, 2, 2, [-48, -60, 63, -67])
(5, 12, 1, 0.5, [48, 55, 63, 63])
(5, 12.5, 1.5, 0.5, [-48, 60, -63, -63])
(5, 13, 2, 0.5, [50, -60, -63, 65])
(5, 13.5, 2.5, 0.5, [-50, 58, 62, -65])
(5, 14, 3, 0.5, [52, 58, 61, 67])
(5, 14.5, 3.5, 0.5, [-52, -58, 60, -67])
(6, 15, 1, 0.5, [53, 56, 60, 68])
(6, 15.5, 1.5, 0.5, [-53, 55, -60, -68])
(6, 16, 2, 0.5, [46, 53, 62, -68])
(6, 16.5, 2.5, 0.5, [48, -53, 63, -68])
(6, 17, 3, 1, [50, 58, 65, -68])
(7, 18, 1, 0.5, [51, 58, -65, 67])
(7, 18.5, 1.5, 0.5, [-51, -58, 63, -67])
(7, 19, 2, 1, [44, 60, 63, 65])
(7, 20, 3, 0.5, [46, 58, 62, -65])
(7, 20.5, 3.5, 0.25, [-46, -58, -62, 63])
(7, 20.75, 3.75, 0.25, [-46, 56, -62, -63])
(8, 21, 1, 2, [39, 55, 58, 63])
(8, 23, 3, 1, [46, 58, 62, 65])
(9, 24, 1, 0.5, [39, 58, 63, 67])
(9, 24.5, 1.5, 0.5, [41, -58, -63, -67])
(9, 25, 2, 0.5, [43, -58, -63, -67])
(9, 25.5, 2.5, 0.5, [44, -58, -63, -67])
(9, 26, 3, 0.5, [46, 58, 62, 65])
(9, 26.5, 3.5, 0.5, [48, 56, 60, -65])
(10, 27, 1, 0.5, [50, 56, 59, 65])
(10, 27.5, 1.5, 0.5, [48, -56, 60, -65])
(10, 28, 2, 0.5, [47, 55, 62, -65])
(10, 28.5, 2.5, 0.5, [-47, 57, -62, -65])
(10, 29, 3, 1, [43, 59, 62, 67])
(11, 30, 1, 0.5, [48, 55, -62, 63])
(11, 30.5, 1.5, 0.5, [50, -55, -62, -63])
(11, 31, 2, 0.5, [51, 55, 60, -63])
(11, 31.5, 2.5, 0.5, [-51, -55, 59, -63])
(11, 32, 3, 1, [42, 57, 60, 63])
(12, 33, 1, 1, [43, 50, -60, 62])
(12, 34, 2, 2, [-43, 55, 59, -62])
(13, 36, 1, 0.5, [51, 55, 60, 60])
(13, 36.5, 1.5, 0.5, [50, -55, -60, -60])
(13, 37, 2, 0.5, [48, 55, 55, 62])
(13, 37.5, 2.5, 0.5, [47, -55, -55, -62])
(13, 38, 3, 1, [48, 55, 60, 63])
(14, 39, 1, 1, [-48, 56, 62, 65])
(14, 40, 2, 0.5, [47, 55, -62, -65])
(14, 40.5, 2.5, 0.5, [45, -55, 60, -65])
(14, 41, 3, 0.5, [47, 55, 62, -65])
(14, 41.5, 3.5, 0.5, [43, -55, -62, -65])
(15, 42, 1, 0.5, [48, 55, -62, 63])
(15, 42.5, 1.5, 0.5, [-48, -55, 60, -63])
(15, 43, 2, 1, [41, 56, 60, 62])
(15, 44, 3, 0.5, [43, 55, 59, -62])
(15, 44.5, 3.5, 0.25, [-43, -55, -59, 60])
(15, 44.75, 3.75, 0.25, [-43, 53, -59, -60])
(16, 45, 1, 3, [36, 52, 55, 60])
