(0, 0, 1, 0.5, [60, 64, 67, 72])
(0, 0.5, 1.5, 0.5, [59, -64, -67, -72])
(1, 1, 1, 1, [57, 64, 69, 72])
(1, 2, 2, 1, [52, -64, 67, -72])
(1, 3, 3, 0.5, [-52, 64, 67, 71])
(1, 3.5, 3.5, 0.5, [-52, 62, -67, -71])
(2, 4, 1, 0.5, [53, 60, 67, 69])
(2, 4.5, 1.5, 0.5, [52, -60, -67, -69])
(2, 5, 2, 0.5, [50, 62, 65, -69])
(2, 5.5, 2.5, 0.5, [-50, 60, -65, -69])
(2, 6, 3, 0.5, [52, 59, 67, 67])
(2, 6.5, 3.5, 0.5, [-52, -59, 65, -67])
(3, 7, 1, 0.5, [57, 60, 64, 72])
(3, 7.5, 1.5, 0.5, [55, -60, -64, -72])
(3, 8, 2, 1, [53, -60, 69, 74])
(3, 9, 3, 1, [55, 59, 67, -74])
(4, 10, 1, 2, [48, 60, 67, 76])
(4, 12, 3, 1, [48, 60, 67, 76])
(5, 13, 1, 0.5, [60, 60, 67, 76])
(5, 13.5, 1.5, 0.5, [-60, -60, -67, 74])
(5, 14, 2, 0.5, [-60, -60, -67, 76])
(5, 14.5, 2.5, 0.5, [59, -60, -67, -76])
(5, 15, 3, 0.5, [57, 59, 71, -76])
(5, 15.5, 3.5, 0.5, [56, -59, -71, -76])
(6, 16, 1, 0.5, [57, 60, 64, 76])
(6, 16.5, 1.5, 0.5, [55, -60, -64, -76])
(6, 17, 2, 0.5, [53, -60, 69, -76])
(6, 17.5, 2.5, 0.5, [52, -60, -69, -76])
(6, 18, 3, 0.5, [53, 59, 62, 74])
(6, 18.5, 3.5, 0.5, [50, -59, -62, -74])
(7, 19, 1, 0.5, [52, 60, 67, 72])
(7, 19.5, 1.5, 0.5, [-52, -60, -67, 74])
(7, 20, 2, 1, [53, -60, 69, 74])
(7, 21, 3, 0.5, [55, 59, 67, -74])
(7, 21.5, 3.5, 0.5, [-55, -59, 62, -74])
(8, 22, 1, 2, [48, 55, 64, 72])
(8, 24, 1, 1, [52, 60, 67, 72])
(9, 25, 1, 0.5, [53, 65, 69, 72])
(9, 25.5, 1.5, 0.5, [55, -65, -69, -72])
(9, 26, 2, 0.5, [53, 59, 67, 74])
(9, 26.5, 2.5, 0.5, [52, -59, -67, -74])
(9, 27, 3, 0.5, [50, 60, 67, 76])
(9, 27.5, 3.5, 0.5, [48, -60, -67, -76])
(10, 28, 1, 0.5, [55, 60, 67, 74])
(10, 28.5, 1.5, 0.5, [-55, -60, 69, -74])
(10, 29, 2, 0.5, [-55, 59, 67, -74])
(10, 29.5, 2.5, 0.5, [-55, -59, 65, -74])
(10, 30, 3, 0.5, [56, 59, 64, 76])
(10, 30.5, 3.5, 0.5, [-56, -59, -64, 74])
(11, 31, 1, 0.5, [57, 57, 64, 72])
(11, 31.5, 1.5, 0.5, [-57, -57, -64, 74])
(11, 32, 2, 0.5, [50, -57, 65, 71])
(11, 32.5, 2.5, 0.5, [-50, -57, 64, -71])
(11, 33, 3, 0.5, [52, 56, 62, -71])
(11, 33.5, 3.5, 0.5, [-52, -56, 64, -71])
(12, 34, 1, 2, [45, 57, 60, 69])
(12, 36, 3, 0.5, [47, 54, 62, 74])
(12, 36.5, 3.5, 0.5, [-47, 55, -62, -74])
(13, 37, 1, 0.5, [54, 57, 62, 74])
(13, 37.5, 1.5, 0.5, [50, 54, -62, -74])
(13, 38, 2, 0.5, [52, 55, -62, 72])
(13, 38.5, 2.5, 0.5, [54, 57, -62, -72])
(13, 39, 3, 0.5, [55, 59, 62, 71])
(13, 39.5, 3.5, 0.5, [54, 57, -62, -71])
(14, 40, 1, 0.5, [52, 55, 67, 72])
(14, 40.5, 1.5, 0.5, [50, -55, -67, 71])
(14, 41, 2, 1, [48, 64, -67, 69])
(14, 42, 3, 0.5, [50, 62, 66, -69])
(14, 42.5, 3.5, 0.5, [-50, 60, -66, -69])
(15, 43, 1, 2, [43, 59, 62, 67])
(15, 45, 3, 0.5, [55, 59, 62, 67])
(15, 45.5, 3.5, 0.5, [53, 57, -62, -67])
(16, 46, 1, 0.5, [52, 55, 60, 72])
(16, 46.5, 1.5, 0.5, [-52, -55, 62, -72])
(16, 47, 2, 0.5, [57, 60, 64, -72])
(16, 47.5, 2.5, 0.5, [55, -60, -64, -72])
(16, 48, 3, 0.5, [53, -60, 69, 72])
(16, 48.5, 3.5, 0.5, [52, -60, -69, -72])
(17, 49, 1, 0.5, [53, -60, 69, 74])
(17, 49.5, 1.5, 0.5, [50, -60, -69, -74])
(17, 50, 2, 0.5, [55, 59, 67, -74])
(17, 50.5, 2.5, 0.5, [53, 57, -67, -74])
(17, 51, 3, 0.5, [52, 59, 67, 74])
(17, 51.5, 3.5, 0.5, [50, -59, -67, -74])
(18, 52, 1, 0.5, [48, 60, 67, 76])
(18, 52.5, 1.5, 0.5, [50, -60, -67, -76])
(18, 53, 2, 0.5, [48, 55, -67, 74])
(18, 53.5, 2.5, 0.5, [47, -55, -67, -74])
(18, 54, 3, 0.5, [48, 60, -67, 76])
(18, 54.5, 3.5, 0.5, [52, -60, -67, -76])
(19, 55, 1, 1, [53, 57, -67, 72])
(19, 56, 2, 1, [-53, -57, 65, -72])
(19, 57, 3, 0.5, [53, 57, 65, 72])
(19, 57.5, 3.5, 0.5, [52, -57, 67, -72])
(20, 58, 1, 1, [50, 62, 69, 77])
(20, 59, 2, 0.5, [52, -62, 67, -77])
(20, 59.5, 2.5, 0.5, [53, -62, 65, -77])
(20, 60, 3, 0.5, [55, 62, 70, 77])
(20, 60.5, 3.5, 0.5, [57, -62, 69, -77])
(21, 61, 1, 0.5, [58, 62, 67, 76])
(21, 61.5, 1.5, 0.5, [-58, -62, 65, 74])
(21, 62, 2, 1, [55, -62, 70, 76])
(21, 63, 3, 0.5, [57, 61, 69, -76])
(21, 63.5, 3.5, 0.5, [-57, -61, 67, -76])
(22, 64, 1, 2, [50, 57, 65, 74])
(22, 66, 3, 1, [55, 59, 67, 74])
(23, 67, 1, 0.5, [60, 60, 67, 76])
(23, 67.5, 1.5, 0.5, [59, -60, -67, -76])
(23, 68, 2, 0.5, [57, -60, 69, -76])
(23, 68.5, 2.5, 0.5, [55, -60, -69, -76])
(23, 69, 3, 0.5, [53, 60, -69, 76])
(23, 69.5, 3.5, 0.5, [52, -60, -69, -76])
(24, 70, 1, 0.5, [50, 53, -69, 77])
(24, 70.5, 1.5, 0.5, [48, -53, -69, -77])
(24, 71, 2, 0.5, [46, 62, 67, -77])
(24, 71.5, 2.5, 0.5, [45, -62, 65, -77])
(24, 72, 3, 0.5, [43, -62, 70, 77])
(24, 72.5, 3.5, 0.5, [41, -62, 69, -77])
(25, 73, 1, 0.5, [40, -62, 67, 79])
(25, 73.5, 1.5, 0.5, [-40, -62, 65, -79])
(25, 74, 2, 0.5, [52, 60, 67, -79])
(25, 74.5, 2.5, 0.5, [-52, -60, -67, 77])
(25, 75, 3, 0.5, [48, -60, -67, 76])
(25, 75.5, 3.5, 0.5, [-48, 58, -67, 74])
(26, 76, 1, 1, [53, 57, -67, 72])
(26, 77, 2, 1, [-53, -57, 65, -72])
(26, 78, 3, 0.5, [60, 60, 67, 76])
(26, 78.5, 3.5, 0.5, [-60, 59, -67, -76])
(27, 79, 1, 0.5, [54, 57, 69, 74])
(27, 79.5, 1.5, 0.5, [50, -57, -69, -74])
(27, 80, 2, 0.5, [52, 62, -69, 72])
(27, 80.5, 2.5, 0.5, [54, -62, -69, -72])
(27, 81, 3, 0.5, [55, -62, 67, 71])
(27, 81.5, 3.5, 0.5, [54, -62, -67, -71])
(28, 82, 1, 0.5, [52, 60, 67, 72])
(28, 82.5, 1.5, 0.5, [50, 62, -67, 71])
(28, 83, 2, 1, [48, 64, -67, 69])
(28, 84, 3, 0.5, [50, 62, 66, -69])
(28, 84.5, 3.5, 0.5, [-50, 60, -66, -69])
(29, 85, 1, 2, [43, 59, 62, 67])
(29, 87, 3, 0.5, [55, 59, 62, 67])
(29, 87.5, 3.5, 0.5, [54, -59, -62, -67])
(30, 88, 1, 0.5, [52, 59, 67, 72])
(30, 88.5, 1.5, 0.5, [50, -59, 66, -72])
(30, 89, 2, 0.5, [52, 57, 67, -72])
(30, 89.5, 2.5, 0.5, [54, -57, 69, -72])
(30, 90, 3, 1, [55, 55, 62, 71])
(31, 91, 1, 0.5, [49, 55, 64, 69])
(31, 91.5, 1.5, 0.5, [47, -55, -64, -69])
(31, 92, 2, 0.5, [49, 54, 59, -69])
(31, 92.5, 2.5, 0.5, [51, -54, -59, -69])
(31, 93, 3, 0.5, [52, 55, 59, 67])
(31, 93.5, 3.5, 0.5, [50, -55, 60, -67])
(32, 94, 1, 0.5, [48, 55, 62, 74])
(32, 94.5, 1.5, 0.5, [47, -55, -62, -74])
(32, 95, 2, 1, [48, -55, 67, 76])
(32, 96, 3, 1, [36, 60, -67, -76])
(33, 97, 1, 2, [43, 59, 67, 74])
(33, 99, 3, 0.5, [48, 60, 67, 76])
(33, 99.5, 3.5, 0.5, [47, -60, -67, -76])
(34, 100, 1, 0.5, [45, 60, 69, 77])
(34, 100.5, 1.5, 0.5, [43, -60, -69, -77])
(34, 101, 2, 0.5, [45, -60, 67, 76])
(34, 101.5, 2.5, 0.5, [48, -60, -67, -76])
(34, 102, 3, 0.5, [47, 55, 65, 74])
(34, 102.5, 3.5, 0.5, [50, -55, -65, -74])
(35, 103, 1, 0.5, [48, 60, 64, 76])
(35, 103.5, 1.5, 0.5, [-48, -60, -64, 77])
(35, 104, 2, 0.5, [41, -60, 65, 74])
(35, 104.5, 2.5, 0.5, [-41, -60, 64, -74])
(35, 105, 3, 1, [43, 59, 62, -74])
(36, 106, 1, 2, [36, 55, 64, 72])
