(0, 0, 1, 1, [55, 67, 71, 74])
(1, 1, 1, 1, [60, 67, 72, 75])
(1, 2, 2, 1, [62, 65, 71, 74])
(1, 3, 3, 1, [63, 67, 72, 72])
(1, 4, 4, 0.5, [62, 65, 71, 79])
(1, 4.5, 4.5, 0.5, [60, 63, 72, -79])
(2, 5, 1, 0.5, [59, 62, 74, 79])
(2, 5.5, 1.5, 0.5, [-59, -62, -74, 77])
(2, 6, 2, 0.5, [60, 63, 67, 75])
(2, 6.5, 2.5, 0.5, [-60, 65, 69, -75])
(2, 7, 3, 1, [55, 67, 71, 74])
(2, 8, 4, 1, [50, 68, 71, 77])
(3, 9, 1, 0.5, [51, 67, 72, 75])
(3, 9.5, 1.5, 0.5, [53, -67, -72, -75])
(3, 10, 2, 0.5, [55, 67, 71, 74])
(3, 10.5, 2.5, 0.5, [-55, 65, -71, -74])
(3, 11, 3, 0.5, [56, 63, 72, 72])
(3, 11.5, 3.5, 0.5, [-56, -63, 70, -72])
(3, 12, 4, 0.5, [55, 65, 68, 74])
(3, 12.5, 4.5, 0.25, [53, -65, -68, 75])
(3, 12.75, 4.75, 0.25, [-53, -65, -68, 77])
(4, 13, 1, 0.5, [55, 59, 67, 75])
(4, 13.5, 1.5, 0.5, [-55, 60, -67, -75])
(4, 14, 2, 0.5, [-55, -60, -67, 74])
(4, 14.5, 2.5, 0.5, [-55, 59, -67, -74])
(4, 15, 3, 1, [48, 63, 67, 72])
(4, 16, 1, 1, [57, 60, 65, 72])
(5, 17, 1, 0.5, [58, 58, 65, 74])
(5, 17.5, 1.5, 0.5, [57, 60, 66, 72])
(5, 18, 2, 1, [55, 62, 67, 70])
(5, 19, 3, 0.5, [62, 62, 66, 69])
(5, 19.5, 3.5, 0.5, [60, -62, -66, -69])
(5, 20, 4, 0.5, [58, 62, 67, 67])
(5, 20.5, 4.5, 0.5, [57, 60, 66, 69])
(6, 21, 1, 0.5, [55, 62, 67, 70])
(6, 21.5, 1.5, 0.5, [53, -62, 70, -70])
(6, 22, 2, 0.5, [51, 63, 69, 72])
(6, 22.5, 2.5, 0.5, [-51, -63, 67, -72])
(6, 23, 3, 1, [50, 57, 66, 74])
(6, 24, 4, 0.5, [55, 67, 62, 70])
(6, 24.5, 4.5, 0.5, [-55, 65, -62, -70])
(7, 25, 1, 0.5, [56, 63, 60, 72])
(7, 25.5, 1.5, 0.5, [-56, 65, -60, 74])
(7, 26, 2, 0.5, [51, 67, 72, 75])
(7, 26.5, 2.5, 0.5, [53, -67, -72, -75])
(7, 27, 3, 1, [55, 67, 71, 74])
(7, 28, 4, 0.5, [48, 67, 72, 75])
(7, 28.5, 4.5, 0.5, [50, 65, -72, 74])
(8, 29, 1, 0.5, [51, 63, 67, 72])
(8, 29.5, 1.5, 0.5, [53, -63, -67, -72])
(8, 30, 2, 1, [55, 62, 67, 71])
(8, 31, 3, 1, [48, 63, 67, 72])
(8, 32, 4, 1, [60, 63, 67, 72])
(9, 33, 1, 1, [59, 62, 67, 79])
(9, 34, 2, 0.5, [60, 60, 67, 75])
(9, 34.5, 2.5, 0.5, [58, -60, -67, -75])
(9, 35, 3, 0.5, [56, 60, 68, 77])
(9, 35.5, 3.5, 0.5, [55, -60, -68, -77])
(9, 36, 4, 0.5, [53, 61, 70, 79])
(9, 36.5, 4.5, 0.5, [52, -61, -70, -79])
(10, 37, 1, 0.5, [53, 60, 69, 77])
(10, 37.5, 1.5, 0.5, [-53, 55, 71, -77])
(10, 38, 2, 1, [54, 57, 72, 75])
(10, 39, 3, 1, [55, 59, 67, 74])
