(0, 0, 1, 0.5, [60, 60, 63, 67])
(0, 0.5, 1.5, 0.5, [58, -60, -63, -67])
(1, 1, 1, 0.5, [56, 60, 63, 72])
(1, 1.5, 1.5, 0.5, [-56, 62, 65, -72])
(1, 2, 2, 1, [55, 63, 67, 70])
(1, 3, 3, 0.5, [53, 63, 60, 68])
(1, 3.5, 3.5, 0.5, [-53, 62, 62, -68])
(1, 4, 4, 0.5, [51, 62, 63, 67])
(1, 4.5, 4.5, 0.5, [-51, 60, -63, -67])
(2, 5, 1, 0.5, [56, 60, 63, 65])
(2, 5.5, 1.5, 0.5, [-56, 59, -63, -65])
(2, 6, 2, 0.5, [-56, 60, 62, -65])
(2, 6.5, 2.5, 0.5, [-56, -60, 60, -65])
(2, 7, 3, 1, [55, 59, 62, 67])
(2, 8, 4, 1, [55, 59, 67, 74])
(3, 9, 1, 0.5, [48, 60, 67, 75])
(3, 9.5, 1.5, 0.5, [50, -60, -67, -75])
(3, 10, 2, 0.5, [51, 60, 67, 75])
(3, 10.5, 2.5, 0.5, [53, -60, -67, -75])
(3, 11, 3, 0.5, [55, 60, 67, 74])
(3, 11.5, 3.5, 0.5, [-55, -60, -67, 72])
(3, 12, 4, 0.5, [55, 59, -67, 74])
(3, 12.5, 4.5, 0.5, [-55, -59, 65, -74])
(4, 13, 1, 3, [48, 55, 63, 72])
(4, 16, 1, 0.5, [60, 60, 67, 75])
(4, 16.5, 1.5, 0.5, [-60, 58, -67, -75])
(5, 17, 1, 0.5, [53, 56, 65, 74])
(5, 17.5, 1.5, 0.5, [-53, -56, -65, 72])
(5, 18, 2, 0.5, [55, 58, 65, 70])
(5, 18.5, 2.5, 0.5, [-55, -58, 63, -70])
(5, 19, 3, 0.5, [56, 56, 63, 72])
(5, 19.5, 3.5, 0.5, [-56, 60, -63, -72])
(5, 20, 4, 0.5, [55, 65, 68, 74])
(5, 20.5, 4.5, 0.5, [53, -65, -68, -74])
(6, 21, 1, 0.5, [55, 63, 70, 75])
(6, 21.5, 1.5, 0.5, [-55, 61, -70, -75])
(6, 22, 2, 1, [56, 60, 68, -75])
(6, 23, 3, 1, [51, 58, 67, 75])
(6, 24, 4, 0.5, [51, 63, 67, 70])
(6, 24.5, 4.5, 0.5, [-51, 61, -67, -70])
(7, 25, 1, 0.5, [56, 60, 67, 72])
(7, 25.5, 1.5, 0.5, [-56, -60, 65, -72])
(7, 26, 2, 0.5, [55, 61, 65, 70])
(7, 26.5, 2.5, 0.5, [-55, 60, 64, -70])
(7, 27, 3, 0.5, [53, 60, 65, 68])
(7, 27.5, 3.5, 0.5, [56, -60, -65, 67])
(7, 28, 4, 0.5, [55, 60, 65, 68])
(7, 28.5, 4.5, 0.5, [53, -60, -65, -68])
(8, 29, 1, 3, [60, 60, 64, 67])
(8, 32, 4, 1, [57, 60, 65, 75])
(9, 33, 1, 0.5, [58, 58, 65, 74])
(9, 33.5, 1.5, 0.5, [60, -58, -65, 75])
(9, 34, 2, 0.5, [62, -58, 65, 77])
(9, 34.5, 2.5, 0.5, [-62, 57, -65, -77])
(9, 35, 3, 0.5, [55, 58, 67, 75])
(9, 35.5, 3.5, 0.5, [57, 60, 65, -75])
(9, 36, 4, 0.5, [58, 62, -65, 74])
(9, 36.5, 4.5, 0.5, [-58, -62, 69, -74])
(10, 37, 1, 0.5, [51, 63, 67, 72])
(10, 37.5, 1.5, 0.5, [-51, 60, -67, -72])
(10, 38, 2, 1, [53, 57, 65, -72])
(10, 39, 3, 1, [46, 58, 65, 74])
(10, 40, 4, 0.5, [51, 58, 63, 67])
(10, 40.5, 4.5, 0.5, [50, -58, -63, -67])
(11, 41, 1, 0.5, [48, 60, 63, 68])
(11, 41.5, 1.5, 0.5, [50, -60, -63, -68])
(11, 42, 2, 1, [51, 58, 63, 67])
(11, 43, 3, 0.5, [-51, 58, 65, 65])
(11, 43.5, 3.5, 0.5, [50, -58, -65, -65])
(11, 44, 4, 0.5, [48, 62, 65, 70])
(11, 44.5, 4.5, 0.5, [50, -62, -65, -70])
(12, 45, 1, 0.5, [51, 62, 65, 67])
(12, 45.5, 1.5, 0.5, [50, 59, -65, -67])
(12, 46, 2, 0.5, [48, 60, 63, -67])
(12, 46.5, 2.5, 0.5, [-48, 57, -63, -67])
(12, 47, 3, 1, [55, 59, 62, -67])
