(1, 0, 1, 1, [48, 55, 64, 72])
(1, 1, 2, 1, [52, 60, 67, 72])
(1, 2, 3, 1, [48, 64, 67, 72])
(2, 3, 1, 1, [53, 60, 65, 69])
(2, 4, 2, 1, [-53, 62, 67, 71])
(2, 5, 3, 1, [52, 64, 67, 72])
(3, 6, 1, 1, [54, 62, 69, 74])
(3, 7, 2, 1, [-54, -62, -69, 72])
(3, 8, 3, 1, [55, 62, 67, 71])
(4, 9, 1, 3, [50, 62, 66, 69])
(5, 12, 1, 1, [50, 62, 66, 69])
(5, 13, 2, 1, [55, 62, 67, 71])
(5, 14, 3, 1, [52, 64, 67, 72])
(6, 15, 1, 2, [47, 62, 67, 74])
(6, 17, 3, 1, [48, 64, 67, 72])
(7, 18, 1, 1, [55, 62, 67, 71])
(7, 19, 2, 1, [50, 62, 67, 69])
(7, 20, 3, 0.5, [-50, -62, 66, -69])
(7, 20.5, 3.5, 0.5, [-50, 60, -66, -69])
(8, 21, 1, 3, [43, 59, 67, 67])
(9, 24, 1, 1, [60, 60, 67, 76])
(9, 25, 2, 1, [56, 59, 64, 76])
(9, 26, 3, 1, [52, 64, 68, 76])
(10, 27, 1, 1, [57, 64, 69, 72])
(10, 28, 2, 1, [-57, 65, 71, 74])
(10, 29, 3, 1, [45, 67, 73, 76])
(11, 30, 1, 1, [50, 65, 74, 77])
(11, 31, 2, 1, [52, 67, 72, 76])
(11, 32, 3, 1, [53, 60, -72, -76])
(12, 33, 1, 3, [55, 59, 67, 74])
(13, 36, 1, 1, [52, 60, 67, 72])
(13, 37, 2, 1, [50, 53, 71, 74])
(13, 38, 3, 1, [48, 55, 72, 76])
(14, 39, 1, 1, [53, 57, 72, 74])
(14, 40, 2, 1, [55, 59, 71, -74])
(14, 41, 3, 1, [57, 60, 64, 72])
(15, 42, 1, 1, [54, 62, 69, 72])
(15, 43, 2, 1, [55, 62, 67, 71])
(15, 44, 3, 1, [43, -62, -67, -71])
(16, 45, 1, 3, [48, 64, 67, 72])
