(0, 0, 1, 1, [48, 64, 67, 72])
(1, 1, 1, 1, [55, 62, 67, 71])
(1, 2, 2, 0.5, [50, -62, 66, 69])
(1, 2.5, 2.5, 0.5, [-50, 60, -66, -69])
(1, 3, 3, 1, [43, 59, 62, 67])
(1, 4, 4, 0.5, [48, 60, 64, 67])
(1, 4.5, 4.5, 0.5, [-48, 58, 62, -67])
(2, 5, 1, 0.5, [53, 57, 60, 69])
(2, 5.5, 1.5, 0.5, [52, 55, -60, -69])
(2, 6, 2, 1, [50, 53, 62, 71])
(2, 7, 3, 1, [48, 55, 64, 72])
(2, 8, 4, 1, [43, 59, 67, 74])
(3, 9, 1, 0.5, [45, 60, -67, 72])
(3, 9.5, 1.5, 0.5, [-45, -60, 66, -72])
(3, 10, 2, 0.5, [47, 62, 67, 71])
(3, 10.5, 2.5, 0.5, [48, -62, -67, -71])
(3, 11, 3, 1, [50, 62, 66, 69])
(3, 12, 4, 0.5, [55, 62, 67, 71])
(3, 12.5, 4.5, 0.5, [-55, -62, -67, 72])
(4, 13, 1, 1, [48, 64, -67, 69])
(4, 14, 2, 0.5, [50, 62, 66, -69])
(4, 14.5, 2.5, 0.5, [-50, 60, -66, -69])
(4, 15, 3, 1, [43, 59, 62, 67])
(4, 16, 4, 1, [52, 60, 67, 72])
(5, 17, 1, 1, [50, 62, 65, 71])
(5, 18, 2, 1, [48, 64, 67, 72])
(5, 19, 3, 1, [55, 59, 67, 74])
(5, 20, 4, 1, [55, 59, 67, 74])
(6, 21, 1, 0.5, [60, 60, 67, 76])
(6, 21.5, 1.5, 0.5, [59, -60, -67, -76])
(6, 22, 2, 0.5, [57, 60, 66, 74])
(6, 22.5, 2.5, 0.5, [-57, -60, -66, 72])
(6, 23, 3, 1, [55, 59, 67, 74])
(6, 24, 4, 1, [52, 60, 67, 67])
(7, 25, 1, 1, [54, 60, 62, 69])
(7, 26, 2, 1, [56, 59, 62, 71])
(7, 27, 3, 0.5, [57, 64, 60, 72])
(7, 27.5, 3.5, 0.5, [-57, 65, -60, 74])
(7, 28, 4, 0.5, [55, 67, -60, 76])
(7, 28.5, 4.5, 0.5, [53, 60, 69, 77])
(8, 29, 1, 1, [55, 60, 67, 74])
(8, 30, 2, 0.5, [43, 59, -67, -74])
(8, 30.5, 2.5, 0.5, [-43, -59, 65, -74])
(8, 31, 3, 1, [48, 55, 64, 72])
