(0, 0, 1, 0.5, [60, 64, 67, 72])
(0, 0.5, 1.5, 0.5, [59, -64, -67, -72])
(1, 1, 1, 1, [57, 64, 69, 72])
(1, 2, 2, 0.5, [52, 64, 67, 71])
(1, 2.5, 2.5, 0.5, [-52, 62, -67, -71])
(1, 3, 3, 0.5, [53, 60, 67, 69])
(1, 3.5, 3.5, 0.5, [-53, -60, 65, -69])
(1, 4, 4, 0.5, [48, 60, 64, 67])
(1, 4.5, 4.5, 0.5, [50, -60, 65, -67])
(2, 5, 1, 1, [52, 60, 67, 72])
(2, 6, 2, 0.5, [53, -60, 69, 74])
(2, 6.5, 2.5, 0.5, [55, 59, 67, -74])
(2, 7, 3, 1, [48, 60, 67, 76])
(2, 8, 4, 0.5, [48, 60, 67, 76])
(2, 8.5, 4.5, 0.5, [-48, 62, -67, -76])
(3, 9, 1, 0.5, [60, 64, 67, -76])
(3, 9.5, 1.5, 0.5, [-60, 65, 69, 74])
(3, 10, 2, 0.5, [56, 64, 71, 76])
(3, 10.5, 2.5, 0.5, [-56, 62, -71, -76])
(3, 11, 3, 0.5, [57, 60, 69, 76])
(3, 11.5, 3.5, 0.5, [55, -60, -69, -76])
(3, 12, 4, 0.5, [53, -60, -69, 74])
(3, 12.5, 4.5, 0.5, [55, 59, 67, -74])
(4, 13, 1, 0.5, [52, 60, 67, 72])
(4, 13.5, 1.5, 0.5, [53, -60, 69, 74])
(4, 14, 2, 0.5, [55, 59, 67, 74])
(4, 14.5, 2.5, 0.5, [-55, -59, 65, -74])
(4, 15, 3, 1, [48, 55, 64, 72])
(4, 16, 1, 1, [48, 55, 64, 72])
(5, 17, 1, 0.5, [53, 57, 65, 72])
(5, 17.5, 1.5, 0.5, [-53, -57, -65, 74])
(5, 18, 2, 0.5, [52, 55, 72, 76])
(5, 18.5, 2.5, 0.5, [53, 57, -72, -76])
(5, 19, 3, 0.5, [55, 59, 67, 74])
(5, 19.5, 3.5, 0.5, [-55, -59, 65, -74])
(5, 20, 4, 1, [56, 59, 64, 76])
(6, 21, 1, 0.5, [57, 59, 64, 72])
(6, 21.5, 1.5, 0.5, [-57, 57, -64, -72])
(6, 22, 2, 0.5, [52, -57, -64, 71])
(6, 22.5, 2.5, 0.5, [-52, 56, -64, -71])
(6, 23, 3, 1, [45, 60, 64, 69])
(6, 24, 4, 0.5, [57, 60, 64, 69])
(6, 24.5, 4.5, 0.5, [55, 59, -64, -69])
(7, 25, 1, 0.5, [54, 57, 62, 74])
(7, 25.5, 1.5, 0.5, [-54, -57, -62, 72])
(7, 26, 2, 0.5, [55, 55, 62, 71])
(7, 26.5, 2.5, 0.5, [54, -55, -62, -71])
(7, 27, 3, 0.5, [52, 55, 67, 72])
(7, 27.5, 3.5, 0.5, [48, -55, 64, 71])
(7, 28, 4, 0.5, [50, 62, 66, 69])
(7, 28.5, 4.5, 0.5, [-50, 60, -66, -69])
(8, 29, 1, 1, [43, 59, 62, 67])
(8, 30, 2, 0.5, [55, 59, 62, 67])
(8, 30.5, 2.5, 0.5, [53, 57, -62, -67])
(8, 31, 3, 0.5, [52, 55, 67, 72])
(8, 31.5, 3.5, 0.5, [-52, -55, 65, -72])
(8, 32, 4, 0.5, [57, 60, 64, 72])
(8, 32.5, 4.5, 0.5, [55, -60, -64, -72])
(9, 33, 1, 0.5, [53, 60, 69, 74])
(9, 33.5, 1.5, 0.5, [50, -60, 65, -74])
(9, 34, 2, 1, [55, 59, 67, 74])
(9, 35, 3, 0.5, [48, 60, 67, 76])
(9, 35.5, 3.5, 0.5, [-48, -60, 65, 74])
(9, 36, 4, 0.5, [-48, 58, 67, 76])
(9, 36.5, 4.5, 0.25, [50, -58, -67, -76])
(9, 36.75, 4.75, 0.25, [52, -58, -67, -76])
(10, 37, 1, 1, [53, 57, 65, 72])
(10, 38, 2, 1, [52, 60, 67, 72])
(10, 39, 3, 0.5, [50, 62, 65, 77])
(10, 39.5, 3.5, 0.5, [-50, 64, 67, -77])
(10, 40, 4, 1, [62, 65, 69, 77])
(11, 41, 1, 0.5, [55, 67, 70, 76])
(11, 41.5, 1.5, 0.5, [58, -67, -70, 74])
(11, 42, 2, 1, [57, 61, 64, 76])
(11, 43, 3, 1, [50, 57, 65, 74])
(11, 44, 4, 1, [55, 59, 67, 74])
(12, 45, 1, 0.5, [60, 60, 67, 76])
(12, 45.5, 1.5, 0.5, [59, -60, -67, -76])
(12, 46, 2, 0.5, [57, 60, 69, 76])
(12, 46.5, 2.5, 0.5, [55, -60, -69, -76])
(12, 47, 3, 0.5, [53, 62, 69, 77])
(12, 47.5, 3.5, 0.5, [52, -62, -69, -77])
(12, 48, 4, 1, [50, 62, 70, 77])
(13, 49, 1, 0.5, [48, 64, 70, 79])
(13, 49.5, 1.5, 0.25, [-48, 62, -70, 77])
(13, 49.75, 1.75, 0.25, [-48, -62, -70, 76])
(13, 50, 2, 0.5, [50, 60, 69, 77])
(13, 50.5, 2.5, 0.5, [52, 58, 67, 79])
(13, 51, 3, 1, [53, 57, 65, 72])
(13, 52, 4, 0.5, [48, 60, 67, 76])
(13, 52.5, 4.5, 0.5, [-48, 59, -67, -76])
(14, 53, 1, 0.5, [54, 57, 69, 74])
(14, 53.5, 1.5, 0.5, [-54, -57, -69, 72])
(14, 54, 2, 1, [55, 62, 67, 71])
(14, 55, 3, 0.5, [52, 55, 67, 72])
(14, 55.5, 3.5, 0.5, [48, -55, 64, 71])
(14, 56, 4, 0.5, [50, 62, 66, 69])
(14, 56.5, 4.5, 0.5, [-50, 60, -66, -69])
(15, 57, 1, 1, [43, 59, 62, 67])
(15, 58, 2, 1, [43, 59, 62, 67])
(15, 59, 3, 0.5, [45, 52, 69, 72])
(15, 59.5, 3.5, 0.5, [-45, 54, -69, -72])
(15, 60, 4, 0.5, [47, 55, 62, 71])
(15, 60.5, 4.5, 0.5, [48, -55, 64, -71])
(16, 61, 1, 1, [50, 62, 65, 69])
(16, 62, 2, 0.5, [52, 62, 67, 67])
(16, 62.5, 2.5, 0.5, [-52, 60, -67, -67])
(16, 63, 3, 0.5, [53, 60, 69, 74])
(16, 63.5, 3.5, 0.5, [-53, 59, -69, -74])
(16, 64, 4, 0.5, [54, 60, -69, 76])
(16, 64.5, 4.5, 0.25, [-54, -60, 71, -76])
(16, 64.75, 4.75, 0.25, [-54, -60, 72, -76])
(17, 65, 1, 1, [55, 59, 67, 74])
(17, 66, 2, 0.5, [56, 64, 71, 76])
(17, 66.5, 2.5, 0.5, [-56, 62, -71, -76])
(17, 67, 3, 0.5, [57, 60, 69, 77])
(17, 67.5, 3.5, 0.5, [59, 62, -69, -77])
(17, 68, 4, 0.5, [60, 64, 67, 76])
(17, 68.5, 4.5, 0.5, [-60, 65, 69, -76])
(18, 69, 1, 0.5, [53, 67, 71, 74])
(18, 69.5, 1.5, 0.5, [55, 65, -71, -74])
(18, 70, 2, 0.5, [57, 64, 72, 72])
(18, 70.5, 2.5, 0.5, [-57, 65, -72, 74])
(18, 71, 3, 0.5, [55, 67, -72, 76])
(18, 71.5, 3.5, 0.5, [53, -67, -72, -76])
(18, 72, 4, 0.5, [55, -67, 71, 74])
(18, 72.5, 4.5, 0.5, [-55, 65, -71, -74])
(19, 73, 1, 3, [48, 64, 67, 72])
