(1, 0, 1, 1, [48, 60, 64, 67])
(1, 1, 2, 0.5, [48, 55, 60, 65])
(1, 1.5, 2.5, 0.5, [-48, -55, -60, 64])
(1, 2, 3, 0.5, [53, 57, 60, 69])
(1, 2.5, 3.5, 0.5, [52, -57, -60, -69])
(1, 3, 4, 0.5, [50, 62, 65, 69])
(1, 3.5, 4.5, 0.5, [-50, 60, 64, -69])
(2, 4, 1, 0.5, [55, 59, 62, 71])
(2, 4.5, 1.5, 0.5, [53, 57, -62, -71])
(2, 5, 2, 0.5, [52, 55, 67, 71])
(2, 5.5, 2.5, 0.5, [50, -55, 65, -71])
(2, 6, 3, 1, [48, 55, 64, 72])
(2, 7, 4, 1, [48, 55, 64, 72])
(3, 8, 1, 0.5, [53, 53, 60, 69])
(3, 8.5, 1.5, 0.5, [52, 55, -60, -69])
(3, 9, 2, 0.5, [50, 57, 65, -69])
(3, 9.5, 2.5, 0.5, [-50, -57, 64, 67])
(3, 10, 3, 0.5, [50, 57, 62, 65])
(3, 10.5, 3.5, 0.5, [48, -57, -62, -65])
(3, 11, 4, 1, [47, 55, 62, 67])
(4, 12, 1, 0.5, [48, 55, 60, 65])
(4, 12.5, 1.5, 0.5, [-48, -55, -60, 64])
(4, 13, 2, 0.5, [43, 55, 59, 62])
(4, 13.5, 2.5, 0.5, [-43, 53, -59, 64])
(4, 14, 3, 2, [48, 52, 55, 60])
(5, 16, 1, 1, [47, 55, 62, 67])
(5, 17, 2, 0.5, [48, 55, 60, 65])
(5, 17.5, 2.5, 0.5, [-48, -55, -60, 64])
(5, 18, 3, 0.5, [49, 55, 64, 69])
(5, 18.5, 3.5, 0.5, [-49, 52, -64, -69])
(5, 19, 4, 0.5, [50, 53, 62, 69])
(5, 19.5, 4.5, 0.5, [-50, 57, 60, -69])
(6, 20, 1, 0.5, [51, -57, 59, 71])
(6, 20.5, 1.5, 0.5, [-51, 54, -59, -71])
(6, 21, 2, 1, [52, 56, 64, 71])
(6, 22, 3, 1, [45, 57, 64, 72])
(6, 23, 4, 1, [45, 57, 64, 72])
(7, 24, 1, 0.5, [41, 60, 65, 69])
(7, 24.5, 1.5, 0.5, [-41, -60, 64, -69])
(7, 25, 2, 0.5, [43, 59, 62, -69])
(7, 25.5, 2.5, 0.5, [-43, -59, -62, 67])
(7, 26, 3, 0.5, [45, 57, 60, 65])
(7, 26.5, 3.5, 0.5, [-45, 53, -60, -65])
(7, 27, 4, 0.5, [47, 50, 62, 67])
(7, 27.5, 4.5, 0.5, [-47, 55, -62, -67])
(8, 28, 1, 0.5, [48, 55, 62, 65])
(8, 28.5, 1.5, 0.5, [-48, -55, 60, 64])
(8, 29, 2, 0.5, [43, 55, 60, 62])
(8, 29.5, 2.5, 0.5, [-43, -55, 59, 64])
(8, 30, 3, 2, [48, 52, 55, 60])
(9, 32, 1, 0.5, [48, 52, 55, 60])
(9, 32.5, 1.5, 0.5, [-48, 53, -55, 62])
(10, 33, 1, 0.5, [48, 55, 60, 64])
(10, 33.5, 1.5, 0.5, [47, -55, -60, -64])
