(1, 0, 1, 1, [48, 52, 55, 60])
(1, 1, 2, 0.5, [48, 52, 55, 60])
(1, 1.5, 2.5, 0.5, [47, -52, -55, -60])
(1, 2, 3, 1, [45, 52, 60, 60])
(2, 3, 1, 0.5, [50, 50, -60, 65])
(2, 3.5, 1.5, 0.5, [-50, 52, -60, -65])
(2, 4, 2, 0.5, [38, 53, 59, -65])
(2, 4.5, 2.5, 0.5, [-38, -53, 57, -65])
(2, 5, 3, 1, [43, 55, 59, 62])
(3, 6, 1, 1, [48, 55, 60, 64])
(3, 7, 2, 1, [47, -55, -60, -64])
(3, 8, 3, 1, [45, 57, 60, 66])
(4, 9, 1, 3, [43, 59, 62, 67])
(5, 12, 1, 0.5, [48, 55, 60, 64])
(5, 12.5, 1.5, 0.5, [46, -55, -60, -64])
(5, 13, 2, 1, [45, 57, 60, 65])
(5, 14, 3, 0.5, [43, 58, 62, 67])
(5, 14.5, 3.5, 0.5, [-43, -58, 64, -67])
(6, 15, 1, 1, [41, 60, 65, 69])
(6, 16, 2, 1, [43, -60, -65, -69])
(6, 17, 3, 1, [45, 60, 65, 65])
(7, 18, 1, 0.5, [46, 62, -65, 67])
(7, 18.5, 1.5, 0.5, [-46, 60, -65, -67])
(7, 19, 2, 0.5, [43, 58, -65, -67])
(7, 19.5, 2.5, 0.5, [-43, 57, -65, -67])
(7, 20, 3, 0.5, [48, 55, 64, -67])
(7, 20.5, 3.5, 0.5, [-48, 58, -64, -67])
(8, 21, 1, 0.5, [41, -58, 60, 65])
(8, 21.5, 1.5, 0.25, [-41, 57, -60, -65])
(8, 21.75, 1.75, 0.25, [-41, 55, -60, -65])
(8, 22, 2, 2, [-41, 57, -60, -65])
(9, 24, 1, 1, [47, 55, 62, 67])
(9, 25, 2, 0.5, [48, 55, 60, 64])
(9, 25.5, 2.5, 0.5, [-48, -55, -60, 65])
(9, 26, 3, 1, [40, 55, 60, 67])
(10, 27, 1, 0.5, [41, -55, 60, 69])
(10, 27.5, 1.5, 0.5, [43, -55, -60, -69])
(10, 28, 2, 0.5, [45, 53, -60, -69])
(10, 28.5, 2.5, 0.5, [47, -53, -60, -69])
(10, 29, 3, 1, [48, 52, 60, 67])
(11, 30, 1, 0.5, [47, 50, 62, 67])
(11, 30.5, 1.5, 0.5, [-47, -50, 60, -67])
(11, 31, 2, 0.5, [43, 55, 59, -67])
(11, 31.5, 2.5, 0.5, [-43, -55, -59, 65])
(11, 32, 3, 1, [48, 55, 60, 64])
(12, 33, 1, 1, [43, 55, -60, 62])
(12, 34, 2, 2, [-43, -55, 59, -62])
(13, 36, 1, 1, [52, 55, 60, 67])
(13, 37, 2, 0.5, [47, 55, 62, 67])
(13, 37.5, 2.5, 0.5, [-47, -55, 65, -67])
(13, 38, 3, 0.5, [48, 60, 64, 67])
(13, 38.5, 3.5, 0.5, [-48, 59, -64, -67])
(14, 39, 1, 1, [50, 57, 62, 65])
(14, 40, 2, 0.5, [43, 55, 60, -65])
(14, 40.5, 2.5, 0.5, [-43, -55, 59, -65])
(14, 41, 3, 1, [48, 55, 60, 64])
(15, 42, 1, 1, [40, 55, 60, 64])
(15, 43, 2, 1, [41, 57, -60, 62])
(15, 44, 3, 0.5, [43, 55, 59, -62])
(15, 44.5, 3.5, 0.5, [-43, 53, -59, -62])
(16, 45, 1, 3, [48, 52, 55, 60])
