(1, 0, 1, 0.5, [48, 63, 67, 72])
(1, 0.5, 1.5, 0.5, [50, 62, 65, -72])
(1, 1, 2, 1, [51, 60, 67, 72])
(1, 2, 3, 0.5, [48, -60, 64, 72])
(1, 2.5, 3.5, 0.5, [-48, 58, -64, -72])
(2, 3, 1, 0.5, [53, 56, 65, 72])
(2, 3.5, 1.5, 0.5, [55, 58, -65, -72])
(2, 4, 2, 1, [56, 60, 64, -72])
(2, 5, 3, 0.5, [53, 59, 65, 68])
(2, 5.5, 3.5, 0.5, [-53, -59, 62, -68])
(3, 6, 1, 0.5, [51, 60, 67, 67])
(3, 6.5, 1.5, 0.5, [50, 62, 65, -67])
(3, 7, 2, 1, [48, 63, 67, -67])
(3, 8, 3, 1, [60, 63, 67, 67])
(4, 9, 1, 2, [59, 62, 67, 74])
(4, 11, 3, 1, [60, 60, 67, 75])
(5, 12, 1, 1, [-60, 62, 66, 74])
(5, 13, 2, 0.5, [58, -62, 67, -74])
(5, 13.5, 2.5, 0.5, [57, -62, -67, -74])
(5, 14, 3, 0.5, [55, 62, 69, 72])
(5, 14.5, 3.5, 0.5, [54, -62, -69, -72])
(6, 15, 1, 0.5, [55, 62, 69, 70])
(6, 15.5, 1.5, 0.5, [-55, -62, 66, -70])
(6, 16, 2, 0.5, [48, 63, 67, -70])
(6, 16.5, 2.5, 0.5, [-48, 62, -67, -70])
(6, 17, 3, 0.5, [50, 60, -67, 69])
(6, 17.5, 3.5, 0.5, [-50, 62, 66, -69])
(7, 18, 1, 2, [43, 59, 62, 67])
(7, 20, 3, 0.5, [55, 59, 62, 67])
(7, 20.5, 3.5, 0.5, [53, -59, -62, -67])
(8, 21, 1, 0.5, [51, 60, 67, 72])
(8, 21.5, 1.5, 0.5, [-51, 62, -67, -72])
(8, 22, 2, 0.5, [48, 63, -67, -72])
(8, 22.5, 2.5, 0.5, [50, -63, -67, -72])
(8, 23, 3, 0.5, [51, -63, 67, 72])
(8, 23.5, 3.5, 0.5, [53, -63, -67, -72])
(9, 24, 1, 0.5, [55, 62, 67, 71])
(9, 24.5, 1.5, 0.5, [-55, 63, -67, -71])
(9, 25, 2, 0.5, [50, 65, 68, -71])
(9, 25.5, 2.5, 0.5, [51, -65, -68, -71])
(9, 26, 3, 0.5, [53, 62, 67, 71])
(9, 26.5, 3.5, 0.5, [50, -62, -67, -71])
(10, 27, 1, 1, [51, 60, 67, 72])
(10, 28, 2, 0.5, [56, -60, 65, -72])
(10, 28.5, 2.5, 0.5, [55, 63, 63, -72])
(10, 29, 3, 0.5, [56, 62, 65, 72])
(10, 29.5, 3.5, 0.5, [-56, 60, -65, -72])
(11, 30, 1, 2, [55, 67, 59, 74])
(11, 32, 3, 1, [43, 67, 71, 74])
(12, 33, 1, 0.5, [55, 67, 71, 74])
(12, 33.5, 1.5, 0.5, [56, -67, -71, -74])
(12, 34, 2, 0.5, [55, -67, -71, -74])
(12, 34.5, 2.5, 0.5, [53, -67, -71, -74])
(12, 35, 3, 0.5, [51, 67, 71, 74])
(12, 35.5, 3.5, 0.5, [50, -67, -71, -74])
(13, 36, 1, 0.5, [48, 67, 72, 75])
(13, 36.5, 1.5, 0.5, [47, -67, -72, -75])
(13, 37, 2, 0.5, [48, -67, -72, -75])
(13, 37.5, 2.5, 0.5, [50, -67, -72, -75])
(13, 38, 3, 0.5, [51, 67, 72, 75])
(13, 38.5, 3.5, 0.5, [53, -67, -72, -75])
(14, 39, 1, 1, [55, 67, 72, 74])
(14, 40, 2, 0.5, [-55, -67, 71, -74])
(14, 40.5, 2.5, 0.5, [-55, -67, 69, -74])
(14, 41, 3, 1, [-55, -67, 71, -74])
(15, 42, 1, 0.5, [55, 62, 71, 79])
(15, 42.5, 1.5, 0.5, [57, -62, 72, -79])
(15, 43, 2, 0.5, [59, 67, 74, -79])
(15, 43.5, 2.5, 0.5, [57, -67, -74, -79])
(15, 44, 3, 0.5, [59, -67, -74, 77])
(15, 44.5, 3.5, 0.5, [55, -67, -74, -77])
(16, 45, 1, 0.5, [60, 67, -74, 75])
(16, 45.5, 1.5, 0.5, [59, -67, -74, -75])
(16, 46, 2, 0.5, [60, -67, 72, -75])
(16, 46.5, 2.5, 0.5, [62, -67, -72, -75])
(16, 47, 3, 0.5, [60, 67, 67, 74])
(16, 47.5, 3.5, 0.5, [58, -67, -67, -74])
(17, 48, 1, 0.5, [56, -67, 72, 72])
(17, 48.5, 1.5, 0.5, [55, -67, -72, -72])
(17, 49, 2, 0.5, [56, 65, 70, 74])
(17, 49.5, 2.5, 0.5, [58, -65, -70, -74])
(17, 50, 3, 0.5, [56, 67, -70, 76])
(17, 50.5, 3.5, 0.5, [55, -67, -70, -76])
(18, 51, 1, 2, [53, 68, 72, 77])
(18, 53, 3, 1, [55, 67, 71, 74])
(19, 54, 1, 0.5, [60, 67, 72, 75])
(19, 54.5, 1.5, 0.5, [48, -67, -72, -75])
(19, 55, 2, 0.5, [50, -67, 70, -75])
(19, 55.5, 2.5, 0.5, [51, -67, -70, -75])
(19, 56, 3, 0.5, [53, 65, 68, 74])
(19, 56.5, 3.5, 0.5, [55, -65, -68, -74])
(20, 57, 1, 0.5, [56, 65, 68, 72])
(20, 57.5, 1.5, 0.5, [55, 63, -68, -72])
(20, 58, 2, 0.5, [53, 62, -68, -72])
(20, 58.5, 2.5, 0.5, [-53, -62, 68, -72])
(20, 59, 3, 0.5, [55, -62, 67, 71])
(20, 59.5, 3.5, 0.5, [-55, 65, -67, -71])
(21, 60, 1, 3, [48, 64, 67, 72])
