(0, 0, 1, 0.5, [48, 52, 55, 60])
(0, 0.5, 1.5, 0.5, [-48, 53, -55, 62])
(1, 1, 1, 0.5, [48, 55, 60, 64])
(1, 1.5, 1.5, 0.5, [47, -55, -60, -64])
(1, 2, 2, 0.5, [45, 53, 60, 65])
(1, 2.5, 2.5, 0.5, [-45, 52, -60, -65])
(1, 3, 3, 1, [47, 50, 62, 67])
(1, 4, 4, 0.5, [48, 52, 60, 67])
(1, 4.5, 4.5, 0.5, [-48, -52, 59, -67])
(2, 5, 1, 0.5, [50, 53, 57, 65])
(2, 5.5, 1.5, 0.5, [-50, -53, 59, -65])
(2, 6, 2, 0.5, [52, 55, 60, 64])
(2, 6.5, 2.5, 0.5, [53, -55, -60, -64])
(2, 7, 3, 1, [55, 55, 59, 62])
(2, 8, 4, 1, [59, 55, 62, 67])
(3, 9, 1, 0.5, [57, 60, 64, 69])
(3, 9.5, 1.5, 0.5, [-57, -60, 66, -69])
(3, 10, 2, 1, [55, 62, 67, 71])
(3, 11, 3, 1, [54, 62, 69, 72])
(3, 12, 4, 1, [55, 62, 67, 71])
(4, 13, 1, 1, [48, 64, -67, 69])
(4, 14, 2, 0.5, [50, 62, 66, -69])
(4, 14.5, 2.5, 0.5, [-50, 60, -66, -69])
(4, 15, 3, 1, [43, 59, 62, 67])
(4, 16, 1, 0.5, [55, 59, 62, 67])
(4, 16.5, 1.5, 0.5, [53, 57, -62, -67])
(5, 17, 1, 0.5, [52, 55, 64, 72])
(5, 17.5, 1.5, 0.5, [48, 52, -64, -72])
(5, 18, 2, 0.5, [50, 53, 62, 71])
(5, 18.5, 2.5, 0.5, [52, 55, -62, -71])
(5, 19, 3, 0.5, [53, 57, 60, 69])
(5, 19.5, 3.5, 0.5, [52, -57, 62, -69])
(5, 20, 4, 0.5, [50, 57, 64, 67])
(5, 20.5, 4.5, 0.5, [49, -57, -64, -67])
(6, 21, 1, 0.5, [50, 57, 62, 65])
(6, 21.5, 1.5, 0.5, [-50, 59, -62, -65])
(6, 22, 2, 0.5, [52, 60, 55, 64])
(6, 22.5, 2.5, 0.5, [54, -60, 57, -64])
(6, 23, 3, 1, [55, 55, 59, 62])
(6, 24, 4, 0.5, [52, 59, 64, 67])
(6, 24.5, 4.5, 0.5, [-52, -59, 62, -67])
(7, 25, 1, 0.5, [45, 57, 60, 65])
(7, 25.5, 1.5, 0.5, [47, 55, 62, -65])
(7, 26, 2, 0.5, [48, 55, -62, 64])
(7, 26.5, 2.5, 0.5, [-48, -55, 60, -64])
(7, 27, 3, 0.5, [43, 55, -60, 62])
(7, 27.5, 3.5, 0.5, [-43, -55, 59, 64])
(7, 28, 4, 1, [45, 53, 60, 65])
(8, 29, 1, 0.5, [43, 55, 60, 64])
(8, 29.5, 1.5, 0.5, [41, -55, -60, -64])
(8, 30, 2, 0.5, [43, -55, 59, 62])
(8, 30.5, 2.5, 0.5, [-43, 53, -59, -62])
(8, 31, 3, 1, [36, 52, 55, 60])
