(0, 0, 1, 0.5, [48, 63, 67, 72])
(0, 0.5, 1.5, 0.5, [-48, 65, -67, 74])
(1, 1, 1, 0.5, [60, 67, 72, 75])
(1, 1.5, 1.5, 0.5, [61, -67, -72, -75])
(1, 2, 2, 0.5, [60, 67, 72, 76])
(1, 2.5, 2.5, 0.5, [58, -67, -72, -76])
(1, 3, 3, 0.5, [56, 68, 72, 77])
(1, 3.5, 3.5, 0.5, [55, -68, -72, -77])
(1, 4, 4, 0.5, [53, 67, 72, 79])
(1, 4.5, 4.5, 0.5, [52, -67, -72, -79])
(2, 5, 1, 0.5, [53, 60, 68, 77])
(2, 5.5, 1.5, 0.5, [56, 72, -68, -77])
(2, 6, 2, 0.5, [60, -72, 67, 76])
(2, 6.5, 2.5, 0.5, [-60, 70, -67, -76])
(2, 7, 3, 1, [53, 68, 65, 77])
(2, 8, 4, 0.5, [53, 68, 72, 77])
(2, 8.5, 4.5, 0.5, [-53, -68, 74, -77])
(3, 9, 1, 0.5, [55, 70, 75, 75])
(3, 9.5, 1.5, 0.5, [-55, -70, 63, 74])
(3, 10, 2, 0.5, [56, 72, 63, 72])
(3, 10.5, 2.5, 0.5, [-56, -72, 65, 74])
(3, 11, 3, 0.5, [55, 70, 67, 75])
(3, 11.5, 3.5, 0.5, [53, 68, 68, 77])
(3, 12, 4, 0.5, [51, 67, 70, 79])
(3, 12.5, 4.5, 0.5, [56, 63, 72, -79])
(4, 13, 1, 0.5, [-56, 70, 74, 77])
(4, 13.5, 1.5, 0.5, [55, -70, 75, 75])
(4, 14, 2, 0.5, [56, 72, -75, 77])
(4, 14.5, 2.5, 0.25, [58, 70, 74, -77])
(4, 14.75, 2.75, 0.25, [-58, 68, -74, -77])
(4, 15, 3, 1, [51, 67, 70, 75])
(4, 16, 1, 0.5, [50, 65, 70, 77])
(4, 16.5, 1.5, 0.5, [-50, -65, 68, -77])
(5, 17, 1, 0.5, [51, -65, 67, 79])
(5, 17.5, 1.5, 0.5, [53, 63, 69, -79])
(5, 18, 2, 0.5, [55, 62, 70, 77])
(5, 18.5, 2.5, 0.5, [57, 60, 72, 75])
(5, 19, 3, 0.5, [58, 58, 65, 74])
(5, 19.5, 3.5, 0.5, [56, -58, -65, -74])
(5, 20, 4, 0.5, [55, -58, 70, 75])
(5, 20.5, 4.5, 0.5, [-55, 60, -70, -75])
(6, 21, 1, 0.5, [53, 62, 68, 77])
(6, 21.5, 1.5, 0.5, [-53, 60, -68, 75])
(6, 22, 2, 0.5, [55, -60, 62, 74])
(6, 22.5, 2.5, 0.5, [-55, 59, 67, -74])
(6, 23, 3, 1, [48, 63, 67, 72])
(6, 24, 4, 0.5, [60, 64, 67, 72])
(6, 24.5, 4.5, 0.5, [58, -64, -67, -72])
(7, 25, 1, 0.5, [56, 65, 72, 77])
(7, 25.5, 1.5, 0.5, [-56, -65, 73, -77])
(7, 26, 2, 0.5, [55, 67, 72, 76])
(7, 26.5, 2.5, 0.5, [-55, -67, 70, -76])
(7, 27, 3, 0.5, [53, 60, 68, 77])
(7, 27.5, 3.5, 0.5, [-53, 62, -68, -77])
(7, 28, 4, 0.5, [48, 63, 67, 79])
(7, 28.5, 4.5, 0.5, [-48, 62, 71, 77])
(8, 29, 1, 0.5, [60, 60, 72, 75])
(8, 29.5, 1.5, 0.5, [58, 62, 67, 74])
(8, 30, 2, 0.5, [57, 63, -67, 72])
(8, 30.5, 2.5, 0.5, [50, 62, 66, -72])
(8, 31, 3, 1, [55, 62, 67, 70])
(8, 32, 4, 0.5, [63, 63, 67, 70])
(8, 32.5, 4.5, 0.5, [62, -63, -67, -70])
(9, 33, 1, 0.5, [60, 63, 67, 75])
(9, 33.5, 1.5, 0.5, [58, 62, -67, -75])
(9, 34, 2, 0.5, [56, 60, 72, 77])
(9, 34.5, 2.5, 0.5, [55, -60, -72, -77])
(9, 35, 3, 0.5, [53, 62, 71, 79])
(9, 35.5, 3.5, 0.25, [51, 63, 67, -79])
(9, 35.75, 3.75, 0.25, [-51, 65, -67, -79])
(9, 36, 4, 0.5, [50, 67, 72, 77])
(9, 36.5, 4.5, 0.5, [48, -67, -72, 75])
(10, 37, 1, 0.5, [55, -67, -72, 74])
(10, 37.5, 1.5, 0.5, [-55, -67, -72, 72])
(10, 38, 2, 0.5, [-55, -67, 71, 74])
(10, 38.5, 2.5, 0.5, [-55, 65, -71, -74])
(10, 39, 3, 1, [48, 64, 67, 72])
