(1, 0, 1, 1, [48, 60, 67, 76])
(1, 1, 2, 1, [52, 60, 67, 72])
(1, 2, 3, 1, [53, 60, 69, 74])
(1, 3, 4, 1, [55, 59, 67, 74])
(2, 4, 1, 0.5, [60, 60, 67, 76])
(2, 4.5, 1.5, 0.5, [59, -60, -67, -76])
(2, 5, 2, 1, [57, 60, 69, 78])
(2, 6, 3, 2, [55, 62, 71, 79])
(3, 8, 1, 0.5, [55, 67, 71, 74])
(3, 8.5, 1.5, 0.5, [53, -67, -71, -74])
(3, 9, 2, 1, [52, 67, 72, 76])
(3, 10, 3, 0.5, [50, 65, -72, 77])
(3, 10.5, 3.5, 0.5, [-50, 62, 71, -77])
(3, 11, 4, 1, [48, 67, 72, 76])
(4, 12, 1, 0.5, [53, 69, 72, 74])
(4, 12.5, 1.5, 0.5, [-53, 65, -72, -74])
(4, 13, 2, 0.5, [55, 62, 71, -74])
(4, 13.5, 2.5, 0.25, [-55, 67, -71, -74])
(4, 13.75, 2.75, 0.25, [-55, 65, -71, -74])
(4, 14, 3, 2, [48, 64, 67, 72])
(5, 16, 1, 1, [55, 67, 71, 74])
(5, 17, 2, 0.5, [55, 67, 71, 74])
(5, 17.5, 2.5, 0.5, [53, -67, -71, -74])
(5, 18, 3, 0.5, [52, 67, 71, 79])
(5, 18.5, 3.5, 0.5, [-52, 65, -71, -79])
(5, 19, 4, 1, [57, 64, 73, 79])
(6, 20, 1, 0.5, [50, -64, 69, 77])
(6, 20.5, 1.5, 0.5, [52, -64, -69, -77])
(6, 21, 2, 0.5, [53, 62, 69, 77])
(6, 21.5, 2.5, 0.5, [55, -62, -69, -77])
(6, 22, 3, 1, [57, 62, 69, 76])
(6, 23, 4, 1, [-57, 61, -69, -76])
(7, 24, 1, 0.5, [62, 66, 69, 74])
(7, 24.5, 1.5, 0.5, [60, 64, -69, -74])
(7, 25, 2, 0.5, [59, 62, -69, 74])
(7, 25.5, 2.5, 0.5, [-59, -62, 67, -74])
(7, 26, 3, 0.5, [57, 64, 67, 72])
(7, 26.5, 3.5, 0.5, [-57, 60, 66, -72])
(7, 27, 4, 1, [55, 62, 67, 71])
(8, 28, 1, 1, [48, 64, 67, 69])
(8, 29, 2, 0.5, [50, 62, 66, -69])
(8, 29.5, 2.5, 0.5, [-50, 60, -66, -69])
(8, 30, 3, 2, [55, 59, 62, 67])
(9, 32, 1, 0.5, [52, 60, 67, 72])
(9, 32.5, 1.5, 0.5, [50, 62, -67, -72])
(9, 33, 2, 0.5, [48, 64, 67, 72])
(9, 33.5, 2.5, 0.5, [47, 62, -67, -72])
(9, 34, 3, 0.5, [45, 60, 69, 77])
(9, 34.5, 3.5, 0.5, [43, 59, 71, -77])
(9, 35, 4, 0.5, [45, 57, 72, 77])
(9, 35.5, 4.5, 0.5, [47, 55, 74, -77])
(10, 36, 1, 0.5, [48, 67, -74, 76])
(10, 36.5, 1.5, 0.25, [50, -67, 72, -76])
(10, 36.75, 1.75, 0.25, [-50, -67, 71, -76])
(10, 37, 2, 0.5, [52, 67, 72, 76])
(10, 37.5, 2.5, 0.5, [53, -67, -72, -76])
(10, 38, 3, 1, [55, 67, 72, 74])
(10, 39, 4, 1, [-55, -67, 71, -74])
(11, 40, 1, 0.5, [57, 64, 69, 72])
(11, 40.5, 1.5, 0.5, [55, 65, -69, -72])
(11, 41, 2, 0.5, [53, 67, 70, 72])
(11, 41.5, 2.5, 0.5, [52, -67, -70, -72])
(11, 42, 3, 0.5, [53, -67, 69, 72])
(11, 42.5, 3.5, 0.5, [55, -67, -69, -72])
(11, 43, 4, 0.5, [57, 65, 69, 72])
(11, 43.5, 4.5, 0.5, [55, 64, -69, -72])
(12, 44, 1, 0.5, [54, 62, 69, 74])
(12, 44.5, 1.5, 0.5, [55, 59, 67, -74])
(12, 45, 2, 0.5, [-55, 60, 69, -74])
(12, 45.5, 2.5, 0.25, [54, 62, -69, -74])
(12, 45.75, 2.75, 0.25, [-54, 60, -69, -74])
(12, 46, 3, 2, [55, 59, 62, 67])
(13, 48, 1, 0.5, [48, 60, 64, 79])
(13, 48.5, 1.5, 0.5, [-48, 64, 72, -79])
(13, 49, 2, 0.5, [50, 65, -72, 77])
(13, 49.5, 2.5, 0.5, [-50, 62, 71, -77])
(13, 50, 3, 0.5, [52, 67, 72, 76])
(13, 50.5, 3.5, 0.5, [53, 69, -72, -76])
(13, 51, 4, 0.5, [55, 62, -72, 74])
(13, 51.5, 4.5, 0.25, [-55, 67, 71, -74])
(13, 51.75, 4.75, 0.25, [-55, 65, -71, -74])
(14, 52, 1, 0.5, [57, 64, -71, 72])
(14, 52.5, 1.5, 0.5, [-57, -64, 69, -72])
(14, 53, 2, 0.5, [52, -64, -69, 71])
(14, 53.5, 2.5, 0.25, [-52, -64, 68, -71])
(14, 53.75, 2.75, 0.25, [-52, 62, -68, -71])
(14, 54, 3, 2, [53, 60, 69, 69])
(15, 56, 1, 0.5, [53, 65, 69, 74])
(15, 56.5, 1.5, 0.5, [55, -65, 71, -74])
(15, 57, 2, 0.5, [53, 67, 72, 72])
(15, 57.5, 2.5, 0.5, [52, -67, -72, -72])
(15, 58, 3, 0.5, [50, 65, 72, 77])
(15, 58.5, 3.5, 0.5, [55, 62, 71, -77])
(15, 59, 4, 0.5, [48, 64, 72, 76])
(15, 59.5, 4.5, 0.5, [52, 67, -72, -76])
(16, 60, 1, 0.5, [53, 69, 72, 74])
(16, 60.5, 1.5, 0.5, [50, 65, -72, -74])
(16, 61, 2, 0.5, [55, 62, 71, -74])
(16, 61.5, 2.5, 0.25, [-55, 67, -71, -74])
(16, 61.75, 2.75, 0.25, [-55, 65, -71, -74])
(16, 62, 3, 2, [48, 64, 67, 72])
