(0, 0, 1, 1, [48, 64, 67, 72])
(1, 1, 1, 0.5, [55, 62, 67, 71])
(1, 1.5, 1.5, 0.5, [-55, -62, 66, -71])
(1, 2, 2, 0.5, [-55, 60, 64, 69])
(1, 2.5, 2.5, 0.5, [54, -60, -64, -69])
(1, 3, 3, 0.5, [55, 59, 62, 71])
(1, 3.5, 3.5, 0.5, [53, -59, -62, -71])
(1, 4, 4, 0.5, [52, 60, 64, 67])
(1, 4.5, 4.5, 0.5, [-52, 59, 62, -67])
(2, 5, 1, 0.5, [53, 57, 60, 69])
(2, 5.5, 1.5, 0.5, [52, 55, -60, -69])
(2, 6, 2, 1, [50, 53, 62, 71])
(2, 7, 3, 1, [48, 55, 64, 72])
(2, 8, 4, 0.5, [48, 55, 64, 72])
(2, 8.5, 4.5, 0.5, [50, -55, 65, -72])
(3, 9, 1, 0.5, [52, 60, 67, 72])
(3, 9.5, 1.5, 0.5, [-52, -60, 65, -72])
(3, 10, 2, 0.5, [52, 60, 64, 67])
(3, 10.5, 2.5, 0.5, [53, -60, -64, -67])
(3, 11, 3, 0.5, [55, 59, 62, 67])
(3, 11.5, 3.5, 0.5, [57, -59, -62, -67])
(3, 12, 4, 0.5, [55, 58, 60, 64])
(3, 12.5, 4.5, 0.5, [53, 57, -60, 65])
(4, 13, 1, 0.5, [52, 55, 60, 67])
(4, 13.5, 1.5, 0.5, [50, -55, -60, -67])
(4, 14, 2, 0.5, [48, 55, 62, 65])
(4, 14.5, 2.5, 0.5, [47, -55, -62, -65])
(4, 15, 3, 1, [48, 55, 60, 64])
(4, 16, 4, 0.5, [48, 55, 60, 64])
(4, 16.5, 4.5, 0.5, [47, -55, 62, -64])
(5, 17, 1, 0.5, [49, 55, 64, 69])
(5, 17.5, 1.5, 0.5, [45, -55, -64, -69])
(5, 18, 2, 0.5, [50, 54, 62, 69])
(5, 18.5, 2.5, 0.5, [48, -54, -62, -69])
(5, 19, 3, 0.5, [47, 55, 62, 67])
(5, 19.5, 3.5, 0.5, [45, 60, 66, 69])
(5, 20, 4, 0.5, [43, 59, 67, 71])
(5, 20.5, 4.5, 0.5, [42, 57, -67, -71])
(6, 21, 1, 0.5, [40, 55, 67, 72])
(6, 21.5, 1.5, 0.5, [38, 59, -67, 71])
(6, 22, 2, 0.5, [36, 64, -67, 69])
(6, 22.5, 2.5, 0.5, [38, 62, 66, -69])
(6, 23, 3, 1, [43, 59, 62, 67])
(6, 24, 4, 0.5, [55, 60, 64, 72])
(6, 24.5, 4.5, 0.5, [54, 57, 62, -72])
(7, 25, 1, 0.5, [55, -57, 62, 71])
(7, 25.5, 1.5, 0.5, [52, 55, 64, -71])
(7, 26, 2, 0.5, [48, 55, -64, 69])
(7, 26.5, 2.5, 0.5, [53, 53, 62, -69])
(7, 27, 3, 0.5, [-53, 55, 59, 67])
(7, 27.5, 3.5, 0.5, [52, -55, 60, -67])
(7, 28, 4, 0.5, [53, 53, 57, 69])
(7, 28.5, 4.5, 0.5, [55, 52, 59, 67])
(8, 29, 1, 0.5, [57, 48, 60, 65])
(8, 29.5, 1.5, 0.5, [53, -48, -60, 64])
(8, 30, 2, 0.5, [55, 55, -60, 62])
(8, 30.5, 2.5, 0.5, [43, 53, 59, -62])
(8, 31, 3, 1, [48, 52, 55, 60])
