(0, 0, 1, 1, [60, 63, 67, 72])
(1, 1, 1, 0.5, [53, 63, 68, 72])
(1, 1.5, 1.5, 0.5, [55, -63, 67, -72])
(1, 2, 2, 0.5, [56, 62, 65, 72])
(1, 2.5, 2.5, 0.5, [-56, 60, -65, -72])
(1, 3, 3, 1, [55, 62, 67, 71])
(1, 4, 4, 1, [53, 59, 62, 67])
(2, 5, 1, 0.5, [51, 60, 67, 72])
(2, 5.5, 1.5, 0.5, [-51, -60, 69, -72])
(2, 6, 2, 1, [50, 65, 71, 74])
(2, 7, 3, 1, [48, 67, 72, 75])
(2, 8, 4, 1, [60, 67, 72, 75])
(3, 9, 1, 1, [59, 68, 74, 77])
(3, 10, 2, 1, [60, 67, 72, 75])
(3, 11, 3, 1, [55, 67, 71, 74])
(3, 12, 4, 1, [55, 67, 71, 74])
(4, 13, 1, 1, [60, 67, 72, 75])
(4, 14, 2, 1, [65, 68, 74, 77])
(4, 15, 3, 0.5, [63, 70, 75, 79])
(4, 15.5, 3.5, 0.5, [-63, 68, -75, 77])
(4, 16, 4, 0.5, [61, 67, 70, 75])
(4, 16.5, 4.5, 0.5, [-61, 65, -70, -75])
(5, 17, 1, 0.5, [60, 63, 72, 80])
(5, 17.5, 1.5, 0.5, [-60, -63, 74, -80])
(5, 18, 2, 0.5, [59, 63, 75, 80])
(5, 18.5, 2.5, 0.5, [-59, 65, -75, -80])
(5, 19, 3, 0.5, [58, 67, 75, 79])
(5, 19.5, 3.5, 0.5, [-58, 63, -75, -79])
(5, 20, 4, 0.5, [57, 72, 75, 78])
(5, 20.5, 4.5, 0.5, [-57, -72, -75, 77])
(6, 21, 1, 1, [58, 70, 75, 77])
(6, 22, 2, 0.5, [-58, -70, 74, -77])
(6, 22.5, 2.5, 0.5, [-58, 68, -74, -77])
(6, 23, 3, 1, [51, 67, 70, 75])
(6, 24, 4, 0.5, [48, 67, 72, 75])
(6, 24.5, 4.5, 0.5, [-48, -67, 70, -75])
(7, 25, 1, 0.5, [53, 65, 68, 74])
(7, 25.5, 1.5, 0.5, [-53, -65, 67, -74])
(7, 26, 2, 1, [54, 63, 69, 72])
(7, 27, 3, 1, [55, 62, 67, 70])
(7, 28, 4, 0.5, [55, 58, 62, 67])
(7, 28.5, 4.5, 0.5, [53, -58, -62, 68])
(8, 29, 1, 0.5, [51, 63, 67, 70])
(8, 29.5, 1.5, 0.5, [53, -63, 68, -70])
(8, 30, 2, 0.5, [55, 63, 70, 70])
(8, 30.5, 2.5, 0.5, [51, -63, -70, -70])
(8, 31, 3, 0.5, [56, 63, 70, 72])
(8, 31.5, 3.5, 0.5, [-56, -63, 68, -72])
(8, 32, 4, 0.5, [58, 62, 68, 70])
(8, 32.5, 4.5, 0.5, [46, -62, 67, -70])
(9, 33, 1, 0.5, [48, 63, 67, 68])
(9, 33.5, 1.5, 0.25, [-48, -63, 65, -68])
(9, 33.75, 1.75, 0.25, [-48, -63, 63, -68])
(9, 34, 2, 1, [50, 58, 65, -68])
(9, 35, 3, 1, [51, 58, 63, 67])
(9, 36, 4, 1, [51, 70, 75, 79])
(10, 37, 1, 0.5, [47, 68, 74, 77])
(10, 37.5, 1.5, 0.5, [59, -68, -74, -77])
(10, 38, 2, 0.5, [60, 67, 72, 75])
(10, 38.5, 2.5, 0.5, [-60, -67, -72, 74])
(10, 39, 3, 1, [54, 69, 72, 74])
(10, 40, 4, 0.5, [55, 67, 71, -74])
(10, 40.5, 4.5, 0.5, [-55, 65, -71, -74])
(11, 41, 1, 3, [48, 64, 67, 72])
