(0, 0, 1, 1, [48, 51, 55, 60])
(1, 1, 1, 0.5, [-48, 55, 60, 63])
(1, 1.5, 1.5, 0.5, [49, -55, -60, -63])
(1, 2, 2, 0.5, [48, 55, 60, 63])
(1, 2.5, 2.5, 0.5, [46, -55, -60, -63])
(1, 3, 3, 0.5, [44, 56, 60, 65])
(1, 3.5, 3.5, 0.5, [53, -56, -60, -65])
(1, 4, 4, 0.5, [-53, 58, 61, 67])
(1, 4.5, 4.5, 0.5, [52, -58, 60, -67])
(2, 5, 1, 0.5, [53, 56, 60, 68])
(2, 5.5, 1.5, 0.5, [44, 60, 65, -68])
(2, 6, 2, 0.5, [46, 61, -65, 67])
(2, 6.5, 2.5, 0.25, [48, 60, 64, -67])
(2, 6.75, 2.75, 0.25, [-48, 58, -64, -67])
(2, 7, 3, 1, [41, 56, 60, 65])
(2, 8, 4, 0.5, [48, 55, 60, 63])
(2, 8.5, 4.5, 0.5, [46, -55, 61, -63])
(3, 9, 1, 0.5, [44, 60, 63, 68])
(3, 9.5, 1.5, 0.5, [-44, -60, 65, -68])
(3, 10, 2, 0.5, [46, 61, -65, 67])
(3, 10.5, 2.5, 0.25, [51, 60, 63, -67])
(3, 10.75, 2.75, 0.25, [-51, 58, 61, -67])
(3, 11, 3, 0.5, [48, 56, 63, 68])
(3, 11.5, 3.5, 0.5, [44, -56, -63, -68])
(3, 12, 4, 0.5, [49, 56, -63, 65])
(3, 12.5, 4.5, 0.5, [-49, -56, 61, -65])
(4, 13, 1, 0.5, [44, -56, -61, 63])
(4, 13.5, 1.5, 0.25, [-44, -56, 60, -63])
(4, 13.75, 1.75, 0.25, [-44, 54, -60, -63])
(4, 14, 2, 0.5, [46, 53, -60, 61])
(4, 14.5, 2.5, 0.25, [-46, 55, 58, -61])
(4, 14.75, 2.75, 0.25, [-46, 53, 56, -61])
(4, 15, 3, 1, [48, 52, 55, 60])
(4, 16, 1, 0.5, [53, 53, 56, 60])
(4, 16.5, 1.5, 0.5, [51, -53, -56, -60])
(5, 17, 1, 0.5, [49, 56, 61, 65])
(5, 17.5, 1.5, 0.5, [48, -56, -61, -65])
(5, 18, 2, 0.5, [46, 58, 61, 65])
(5, 18.5, 2.5, 0.5, [44, -58, -61, -65])
(5, 19, 3, 0.5, [43, -58, 61, 63])
(5, 19.5, 3.5, 0.25, [44, 56, 60, -63])
(5, 19.75, 3.75, 0.25, [-44, -56, 58, -63])
(5, 20, 4, 0.5, [43, 51, 60, 68])
(5, 20.5, 4.5, 0.5, [41, 53, 62, -68])
(6, 21, 1, 0.25, [39, 46, 63, 67])
(6, 21.25, 1.25, 0.25, [-39, -46, 58, -67])
(6, 21.5, 1.5, 0.5, [43, 58, 63, -67])
(6, 22, 2, 0.5, [44, 60, -63, 65])
(6, 22.5, 2.5, 0.25, [46, 58, 62, -65])
(6, 22.75, 2.75, 0.25, [-46, 56, -62, -65])
