(0, 0, 1, 0.5, [48, 51, 55, 60])
(0, 0.5, 1.5, 0.5, [46, -51, -55, -60])
(1, 1, 1, 1, [44, 51, 56, 60])
(1, 2, 2, 0.5, [43, 51, 56, 60])
(1, 2.5, 2.5, 0.5, [41, -51, -56, -60])
(1, 3, 3, 0.5, [43, 50, 55, 59])
(1, 3.5, 3.5, 0.5, [-43, 53, -55, -59])
(1, 4, 4, 0.5, [45, 51, -55, 60])
(1, 4.5, 4.5, 0.5, [47, 50, -55, 62])
(2, 5, 1, 0.5, [48, 48, -55, 63])
(2, 5.5, 1.5, 0.5, [41, -48, 60, -63])
(2, 6, 2, 0.5, [43, 55, 60, 62])
(2, 6.5, 2.5, 0.5, [-43, 53, 59, -62])
(2, 7, 3, 1, [36, 51, 55, 60])
(2, 8, 4, 1, [48, 55, 60, 63])
(3, 9, 1, 0.5, [50, 53, 58, 65])
(3, 9.5, 1.5, 0.5, [-50, -53, 60, -65])
(3, 10, 2, 0.5, [48, 58, 62, 65])
(3, 10.5, 2.5, 0.5, [46, -58, -62, -65])
(3, 11, 3, 0.5, [51, 58, 63, 67])
(3, 11.5, 3.5, 0.5, [50, -58, -63, 65])
(3, 12, 4, 0.5, [48, -58, -63, 63])
(3, 12.5, 4.5, 0.25, [46, 56, -63, -63])
(3, 12.75, 4.75, 0.25, [-46, 55, -63, -63])
(4, 13, 1, 0.5, [44, 53, -63, 65])
(4, 13.5, 1.5, 0.25, [-44, -53, 62, -65])
(4, 13.75, 1.75, 0.25, [-44, -53, 60, -65])
(4, 14, 2, 1, [46, 58, 62, -65])
(4, 15, 3, 1, [39, 58, 63, 67])
(4, 16, 4, 0.5, [51, 58, 63, 67])
(4, 16.5, 4.5, 0.5, [50, -58, -63, -67])
(5, 17, 1, 0.5, [48, 58, 63, 67])
(5, 17.5, 1.5, 0.5, [-48, 56, -63, -67])
(5, 18, 2, 0.5, [50, 56, 59, 65])
(5, 18.5, 2.5, 0.5, [48, -56, 60, -65])
(5, 19, 3, 0.5, [47, 55, 62, 67])
(5, 19.5, 3.5, 0.5, [-47, -55, -62, 65])
(5, 20, 4, 0.5, [48, 55, 60, 63])
(5, 20.5, 4.5, 0.5, [46, -55, -60, -63])
(6, 21, 1, 0.5, [45, 53, 60, 65])
(6, 21.5, 1.5, 0.5, [-45, -53, -60, 63])
(6, 22, 2, 1, [46, 53, 58, 62])
(6, 23, 3, 1, [41, 53, 57, 60])
(6, 24, 4, 0.5, [53, 53, 57, 60])
(6, 24.5, 4.5, 0.5, [-53, -53, 59, 62])
(7, 25, 1, 0.5, [48, 55, 60, 63])
(7, 25.5, 1.5, 0.5, [46, -55, -60, -63])
(7, 26, 2, 0.5, [44, 56, 60, 63])
(7, 26.5, 2.5, 0.5, [43, -56, -60, -63])
(7, 27, 3, 0.5, [41, 56, 62, 65])
(7, 27.5, 3.5, 0.5, [-41, -56, 60, -65])
(7, 28, 4, 0.5, [43, 55, 59, 63])
(7, 28.5, 4.5, 0.5, [-43, 53, -59, 62])
(8, 29, 1, 0.5, [44, 51, 60, 60])
(8, 29.5, 1.5, 0.5, [-44, 52, 58, -60])
(8, 30, 2, 0.5, [43, 53, 56, -60])
(8, 30.5, 2.5, 0.5, [41, -53, -56, -60])
(8, 31, 3, 1, [48, 51, 55, 60])
(8, 32, 4, 1, [46, 50, 58, 65])
(9, 33, 1, 1, [51, 51, 58, 67])
(9, 34, 2, 0.5, [50, 53, 58, 65])
(9, 34.5, 2.5, 0.5, [51, 55, -58, -65])
(9, 35, 3, 0.5, [53, 56, 56, 60])
(9, 35.5, 3.5, 0.5, [-53, -56, 58, 62])
(9, 36, 4, 0.5, [51, 55, 60, 63])
(9, 36.5, 4.5, 0.5, [53, -55, -60, -63])
(10, 37, 1, 0.5, [55, 55, 60, 62])
(10, 37.5, 1.5, 0.5, [-55, -55, -60, 60])
(10, 38, 2, 0.5, [43, -55, 59, 62])
(10, 38.5, 2.5, 0.5, [-43, 53, -59, -62])
(10, 39, 3, 1, [48, 51, 55, 60])
(10, 40, 4, 0.5, [36, 51, 55, 60])
(10, 40.5, 4.5, 0.5, [38, -51, -55, -60])
(11, 41, 1, 0.5, [39, 51, 55, 60])
(11, 41.5, 1.5, 0.5, [41, -51, -55, -60])
(11, 42, 2, 1, [43, 50, 58, 58])
(11, 43, 3, 0.5, [-43, 48, 56, 63])
(11, 43.5, 3.5, 0.5, [44, -48, -56, -63])
(11, 44, 4, 0.5, [43, 50, 56, 65])
(11, 44.5, 4.5, 0.5, [41, -50, -56, -65])
(12, 45, 1, 0.5, [39, 51, 55, 67])
(12, 45.5, 1.5, 0.5, [47, 50, -55, 65])
(12, 46, 2, 0.5, [48, 51, 55, 63])
(12, 46.5, 2.5, 0.5, [43, -51, -55, -63])
(12, 47, 3, 0.5, [44, 51, 60, 65])
(12, 47.5, 3.5, 0.5, [41, -51, -60, -65])
(12, 48, 4, 1, [46, 50, 58, 65])
(13, 49, 1, 2, [39, 51, 58, 67])
(13, 51, 3, 2, [41, 50, 65, 68])
(14, 53, 1, 1, [43, 51, 58, 67])
(14, 54, 2, 0.5, [44, 51, 60, 65])
(14, 54.5, 2.5, 0.25, [-44, -51, -60, 67])
(14, 54.75, 2.75, 0.25, [-44, -51, -60, 68])
(14, 55, 3, 0.5, [46, 51, 58, 65])
(14, 55.5, 3.5, 0.5, [-46, 48, -58, -65])
(14, 56, 4, 0.5, [34, 50, 58, -65])
(14, 56.5, 4.5, 0.5, [-34, 56, -58, 63])
(15, 57, 1, 3, [39, 55, 58, 63])
(15, 60, 4, 1, [47, 55, 62, 67])
(16, 61, 1, 0.5, [48, 60, 63, 67])
(16, 61.5, 1.5, 0.5, [-48, -60, 62, 65])
(16, 62, 2, 0.5, [-48, -60, 60, 63])
(16, 62.5, 2.5, 0.5, [48, 58, -60, -63])
(16, 63, 3, 0.5, [50, 56, 60, 65])
(16, 63.5, 3.5, 0.5, [52, 55, -60, 67])
(16, 64, 4, 0.5, [53, 53, 60, 68])
(16, 64.5, 4.5, 0.5, [-53, 50, 59, -68])
(17, 65, 1, 2, [48, 51, 60, 67])
(17, 67, 3, 0.5, [46, 53, 62, 70])
(17, 67.5, 3.5, 0.5, [-46, -53, 65, -70])
(17, 68, 4, 0.5, [46, 58, 65, 67])
(17, 68.5, 4.5, 0.5, [-46, -58, 63, -67])
(18, 69, 1, 0.5, [46, 58, 63, 68])
(18, 69.5, 1.5, 0.5, [-46, -58, 62, -68])
(18, 70, 2, 0.5, [-46, 58, 63, 67])
(18, 70.5, 2.5, 0.5, [-46, 56, 62, 65])
(18, 71, 3, 0.5, [-46, 55, 63, 67])
(18, 71.5, 3.5, 0.5, [-46, 53, 65, -67])
(18, 72, 4, 0.5, [-46, 51, 67, 67])
(18, 72.5, 4.5, 0.5, [-46, 50, -67, -67])
(19, 73, 1, 0.5, [-46, 48, 67, 68])
(19, 73.5, 1.5, 0.5, [-46, 50, 65, -68])
(19, 74, 2, 0.5, [48, 51, 63, 67])
(19, 74.5, 2.5, 0.5, [-48, -51, -63, 68])
(19, 75, 3, 0.5, [50, 53, 58, 70])
(19, 75.5, 3.5, 0.5, [-50, -53, -58, 68])
(19, 76, 4, 1, [51, 51, 58, 67])
(20, 77, 1, 1, [44, 51, 60, 65])
(20, 78, 2, 0.5, [46, 50, 58, -65])
(20, 78.5, 2.5, 0.5, [-46, -50, 56, -65])
(20, 79, 3, 2, [39, 46, 55, 63])
(21, 81, 1, 0.5, [39, 51, 58, 67])
(21, 81.5, 1.5, 0.5, [41, -51, -58, -67])
(21, 82, 2, 0.5, [43, 51, 58, 67])
(21, 82.5, 2.5, 0.5, [39, -51, -58, -67])
(21, 83, 3, 0.5, [44, 51, 60, 63])
(21, 83.5, 3.5, 0.5, [43, -51, -60, -63])
(21, 84, 4, 0.5, [44, 56, 60, 65])
(21, 84.5, 4.5, 0.5, [46, -56, -60, -65])
(22, 85, 1, 1, [48, 55, 60, 63])
(22, 86, 2, 0.5, [50, 53, 58, 62])
(22, 86.5, 2.5, 0.5, [51, -53, -58, -62])
(22, 87, 3, 1, [53, 53, 58, 60])
(22, 88, 4, 1, [-53, -53, 56, -60])
(23, 89, 1, 1, [43, 50, 55, 58])
(23, 90, 2, 0.5, [-43, 51, 56, 60])
(23, 90.5, 2.5, 0.5, [41, 53, -56, 62])
(23, 91, 3, 1, [39, 55, 58, 63])
(23, 92, 4, 0.5, [41, 53, 56, 60])
(23, 92.5, 4.5, 0.5, [43, -53, -56, -60])
(24, 93, 1, 3, [44, 51, 56, 60])
(24, 96, 4, 0.5, [39, 51, 55, 58])
(24, 96.5, 4.5, 0.5, [-39, 50, -55, -58])
(25, 97, 1, 0.5, [39, 48, 55, 60])
(25, 97.5, 1.5, 0.5, [38, -48, -55, -60])
(25, 98, 2, 0.5, [36, 53, -55, 62])
(25, 98.5, 2.5, 0.5, [35, -53, -55, -62])
(25, 99, 3, 0.5, [36, 51, -55, 63])
(25, 99.5, 3.5, 0.5, [48, -51, -55, -63])
(25, 100, 4, 0.5, [41, 53, 56, 62])
(25, 100.5, 4.5, 0.5, [43, -53, 58, -62])
(26, 101, 1, 0.5, [44, 51, 60, 60])
(26, 101.5, 1.5, 0.5, [43, -51, -60, -60])
(26, 102, 2, 0.5, [41, 50, 62, -60])
(26, 102.5, 2.5, 0.5, [39, 48, 63, -60])
(26, 103, 3, 0.5, [41, 50, 56, -60])
(26, 103.5, 3.5, 0.5, [-41, 51, -56, -60])
(26, 104, 4, 1, [43, 53, 55, 59])
(27, 105, 1, 3, [36, 52, 55, 60])
