(1, 0, 1, 1, [48, 63, 67, 72])
(1, 1, 2, 0.5, [60, 63, 67, 67])
(1, 1.5, 2.5, 0.5, [58, -63, -67, -67])
(1, 2, 3, 1, [57, 63, 67, 72])
(1, 3, 4, 0.5, [56, 62, 65, 74])
(1, 3.5, 4.5, 0.5, [-56, 60, -65, -74])
(2, 4, 1, 1, [55, 59, 67, 75])
(2, 5, 2, 0.5, [56, 60, 72, 77])
(2, 5.5, 2.5, 0.5, [53, -60, -72, -77])
(2, 6, 3, 1, [55, 67, 72, 74])
(2, 7, 4, 0.5, [-55, -67, 71, -74])
(2, 7.5, 4.5, 0.5, [-55, 65, -71, -74])
(3, 8, 1, 2, [48, 63, 67, 72])
(3, 10, 3, 1, [60, 67, 72, 75])
(3, 11, 4, 1, [62, 65, 71, 74])
(4, 12, 1, 1, [63, 67, 72, 72])
(4, 13, 2, 0.5, [59, 67, 67, 74])
(4, 13.5, 2.5, 0.5, [-59, 65, -67, -74])
(4, 14, 3, 0.5, [60, 63, 67, 75])
(4, 14.5, 3.5, 0.5, [58, 62, -67, -75])
(4, 15, 4, 1, [56, 60, 72, 77])
(5, 16, 1, 4, [55, 62, 71, 79])
(6, 20, 1, 1, [60, 63, 72, 79])
(6, 21, 2, 0.5, [58, 65, 72, 80])
(6, 21.5, 2.5, 0.5, [56, -65, -72, -80])
(6, 22, 3, 0.5, [55, 65, 70, 82])
(6, 22.5, 3.5, 0.5, [-55, 63, -70, -82])
(6, 23, 4, 0.5, [56, 63, 72, 75])
(6, 23.5, 4.5, 0.5, [55, -63, -72, -75])
(7, 24, 1, 0.5, [53, 63, 72, 80])
(7, 24.5, 1.5, 0.5, [-53, 62, 71, -80])
(7, 25, 2, 0.5, [55, 63, 70, 79])
(7, 25.5, 2.5, 0.5, [56, -63, -70, -79])
(7, 26, 3, 1, [58, 63, 70, 77])
(7, 27, 4, 0.5, [-58, 62, -70, -77])
(7, 27.5, 4.5, 0.5, [-58, -62, 68, -77])
(8, 28, 1, 2, [51, 58, 67, 75])
(8, 30, 3, 0.5, [58, 62, 70, 77])
(8, 30.5, 3.5, 0.5, [56, -62, -70, -77])
(8, 31, 4, 0.5, [55, 62, 70, 77])
(8, 31.5, 4.5, 0.5, [53, -62, -70, -77])
(9, 32, 1, 0.5, [51, 63, 70, 79])
(9, 32.5, 1.5, 0.5, [55, 58, -70, -79])
(9, 33, 2, 0.5, [53, 65, 69, 72])
(9, 33.5, 2.5, 0.5, [51, -65, 67, -72])
(9, 34, 3, 0.5, [50, 65, 69, 77])
(9, 34.5, 3.5, 0.5, [-50, -65, 71, -77])
(9, 35, 4, 1, [48, 67, 72, 75])
(10, 36, 1, 1, [55, 67, 72, 74])
(10, 37, 2, 0.5, [-55, -67, 71, -74])
(10, 37.5, 2.5, 0.5, [-55, 65, -71, -74])
(10, 38, 3, 2, [48, 64, 67, 72])
