(0, 0, 1, 1, [48, 51, 60, 67])
(1, 1, 1, 0.5, [48, 55, 60, 63])
(1, 1.5, 1.5, 0.5, [47, -55, -60, -63])
(1, 2, 2, 0.5, [48, 56, 62, 65])
(1, 2.5, 2.5, 0.25, [47, 50, 63, 67])
(1, 2.75, 2.75, 0.25, [-47, -50, 65, 68])
(1, 3, 3, 0.5, [48, 51, 63, 67])
(1, 3.5, 3.5, 0.5, [50, 53, 59, -67])
(1, 4, 4, 0.5, [51, 55, 60, -67])
(1, 4.5, 4.5, 0.5, [53, 56, 62, 65])
(2, 5, 1, 0.5, [55, 55, 62, 63])
(2, 5.5, 1.5, 0.5, [-55, -55, 60, -63])
(2, 6, 2, 0.5, [43, 55, 60, 62])
(2, 6.5, 2.5, 0.25, [-43, -55, 59, 63])
(2, 6.75, 2.75, 0.25, [-43, -55, -59, 65])
(2, 7, 3, 0.5, [48, 55, 60, 63])
(2, 7.5, 3.5, 0.5, [-48, 51, -60, -63])
(2, 8, 4, 0.5, [-48, 53, -60, -63])
(2, 8.5, 4.5, 0.5, [-48, -53, 59, 62])
(3, 9, 1, 2, [48, 51, 60, 60])
(3, 11, 3, 0.5, [48, 51, 63, 68])
(3, 11.5, 3.5, 0.5, [-48, 53, -63, -68])
(3, 12, 4, 0.5, [-48, 55, -63, 67])
(3, 12.5, 4.5, 0.5, [46, -55, 62, -67])
(4, 13, 1, 0.5, [44, 55, 60, 72])
(4, 13.5, 1.5, 0.5, [56, 53, 62, -72])
(4, 14, 2, 0.5, [-56, 53, 62, 70])
(4, 14.5, 2.5, 0.5, [55, 55, 63, -70])
(4, 15, 3, 0.5, [53, 56, 62, 62])
(4, 15.5, 3.5, 0.5, [-53, -56, -62, 68])
(4, 16, 4, 0.5, [51, 58, 63, 67])
(4, 16.5, 4.5, 0.5, [-51, -58, -63, 65])
(5, 17, 1, 1, [44, 60, 63, 65])
(5, 18, 2, 0.5, [46, 58, 62, -65])
(5, 18.5, 2.5, 0.5, [-46, 56, -62, -65])
(5, 19, 3, 1, [39, 55, 58, 63])
(5, 20, 1, 1, [51, 58, 63, 67])
(6, 21, 1, 0.5, [50, 58, 65, 65])
(6, 21.5, 1.5, 0.5, [46, -58, 62, -65])
(6, 22, 2, 0.5, [51, 58, 63, 67])
(6, 22.5, 2.5, 0.5, [-51, 57, 60, 63])
(6, 23, 3, 0.5, [46, 58, 62, 65])
(6, 23.5, 3.5, 0.5, [48, -58, -62, -65])
(6, 24, 4, 0.5, [46, 52, 60, 67])
(6, 24.5, 4.5, 0.5, [44, 53, -60, 68])
(7, 25, 1, 0.5, [43, 53, 58, 70])
(7, 25.5, 1.5, 0.5, [-43, 55, -58, -70])
(7, 26, 2, 0.5, [48, 52, 60, 68])
(7, 26.5, 2.5, 0.5, [-48, -52, -60, 67])
(7, 27, 3, 0.5, [53, 53, 60, 68])
(7, 27.5, 3.5, 0.5, [-53, 55, 58, 67])
(7, 28, 4, 1, [41, 56, 60, 65])
(8, 29, 1, 1, [0, 0, 0, 0])
(8, 30, 2, 1, [53, 56, 60, 68])
(8, 31, 3, 0.5, [55, 55, 59, 62])
(8, 31.5, 3.5, 0.5, [56, -55, 60, -62])
(8, 32, 4, 0.5, [55, -55, 62, 72])
(8, 32.5, 4.5, 0.5, [53, 56, -62, 71])
(9, 33, 1, 0.5, [51, 55, 60, 72])
(9, 33.5, 1.5, 0.5, [50, 53, 62, 70])
(9, 34, 2, 0.5, [48, 51, 63, 68])
(9, 34.5, 2.5, 0.5, [46, 52, 61, 67])
(9, 35, 3, 0.5, [44, 53, 60, 65])
(9, 35.5, 3.5, 0.5, [43, 55, -60, 75])
(9, 36, 4, 0.5, [41, 56, 65, 74])
(9, 36.5, 4.5, 0.25, [-41, -56, 67, 72])
(9, 36.75, 4.75, 0.25, [-41, -56, 68, -72])
(10, 37, 1, 0.5, [43, 55, 62, 71])
(10, 37.5, 1.5, 0.5, [-43, -55, 60, 69])
(10, 38, 2, 1, [43, 50, 59, 67])
(10, 39, 3, 1, [0, 0, 0, 0])
(10, 40, 4, 1, [52, 55, 60, 72])
(11, 41, 1, 0.5, [53, 53, 60, 70])
(11, 41.5, 1.5, 0.5, [41, 55, -60, 68])
(11, 42, 2, 0.5, [53, 56, -60, 67])
(11, 42.5, 2.5, 0.5, [-53, -56, 62, 65])
(11, 43, 3, 0.5, [-53, 50, 59, 67])
(11, 43.5, 3.5, 0.5, [50, 53, 62, 59])
(11, 44, 4, 0.5, [51, 55, 60, 60])
(11, 44.5, 4.5, 0.5, [44, 53, 60, 65])
(12, 45, 1, 0.5, [43, 55, 60, 63])
(12, 45.5, 1.5, 0.5, [41, -55, -60, -63])
(12, 46, 2, 0.5, [43, 53, 59, 62])
(12, 46.5, 2.5, 0.5, [-43, 51, -59, 60])
(12, 47, 3, 1, [48, 51, 55, 60])
