(0, 0, 1, 1, [48, 60, 63, 67])
(1, 1, 1, 1, [60, 63, 67, 72])
(1, 2, 2, 1, [59, 62, 67, 74])
(1, 3, 3, 1, [60, 60, 67, 75])
(1, 4, 4, 1, [57, 60, 65, 77])
(2, 5, 1, 0.5, [58, 58, 65, 74])
(2, 5.5, 1.5, 0.5, [-58, -58, 67, -74])
(2, 6, 2, 1, [54, 57, 69, -74])
(2, 7, 3, 1, [55, 62, 67, 70])
(2, 8, 4, 1, [51, 63, 67, 70])
(3, 9, 1, 1, [56, 60, 63, 72])
(3, 10, 2, 1, [53, 56, 65, 72])
(3, 11, 3, 0.5, [47, 55, 65, 74])
(3, 11.5, 3.5, 0.5, [-47, -55, 68, -74])
(3, 12, 4, 0.5, [47, 55, 67, 74])
(3, 12.5, 4.5, 0.5, [-47, -55, 65, -74])
(4, 13, 1, 3, [48, 60, 63, 67])
(4, 16, 1, 1, [60, 63, 72, 79])
(5, 17, 1, 1, [56, 65, 72, 77])
(5, 18, 2, 1, [53, 68, 72, 75])
(5, 19, 3, 1, [58, 67, 70, 75])
(5, 20, 4, 1, [46, 65, 70, 74])
(6, 21, 1, 3, [51, 67, 70, 75])
(6, 24, 4, 1, [58, 65, 70, 74])
(7, 25, 1, 1, [55, 63, 70, 75])
(7, 26, 2, 0.5, [53, -63, 68, 77])
(7, 26.5, 2.5, 0.5, [-53, 62, -68, -77])
(7, 27, 3, 0.5, [51, -62, 70, 79])
(7, 27.5, 3.5, 0.5, [-51, 58, -70, -79])
(7, 28, 4, 0.5, [48, 63, 72, 79])
(7, 28.5, 4.5, 0.5, [-48, 62, 70, -79])
(8, 29, 1, 0.5, [53, 60, 69, 77])
(8, 29.5, 1.5, 0.5, [-53, 63, 67, -77])
(8, 30, 2, 0.5, [-53, 62, 69, -77])
(8, 30.5, 2.5, 0.5, [-53, 60, -69, -77])
(8, 31, 3, 1, [46, 58, 65, 74])
(8, 32, 4, 1, [58, 65, 70, 74])
(9, 33, 1, 1, [55, 63, 70, 75])
(9, 34, 2, 1, [51, 58, 67, 74])
(9, 35, 3, 0.5, [56, 60, 63, 72])
(9, 35.5, 3.5, 0.5, [-56, 62, -63, -72])
(9, 36, 4, 1, [55, 63, 68, 72])
(10, 37, 1, 0.5, [53, 65, -68, 74])
(10, 37.5, 1.5, 0.5, [-53, -65, 67, -74])
(10, 38, 2, 1, [54, 63, 69, 72])
(10, 39, 3, 1, [55, 62, 67, 70])
(10, 40, 4, 1, [50, 58, 65, 68])
(11, 41, 1, 1, [51, 58, 63, 67])
(11, 42, 2, 0.5, [56, 60, 65, 72])
(11, 42.5, 2.5, 0.5, [-56, 62, -65, -72])
(11, 43, 3, 0.5, [55, 63, 67, 72])
(11, 43.5, 3.5, 0.25, [-55, 62, -67, -72])
(11, 43.75, 3.75, 0.25, [-55, 60, -67, -72])
(11, 44, 4, 0.5, [43, 62, 67, 71])
(11, 44.5, 4.5, 0.5, [-43, 65, -67, -71])
(12, 45, 1, 3, [48, 64, 67, 72])
