(0, 0, 1, 1, [48, 60, 64, 67])
(1, 1, 1, 0.5, [47, 62, 62, 67])
(1, 1.5, 1.5, 0.5, [-47, -62, 64, -67])
(1, 2, 2, 0.5, [43, 60, 65, 67])
(1, 2.5, 2.5, 0.5, [-43, 59, -65, -67])
(1, 3, 3, 1, [48, 60, 64, 67])
(1, 4, 4, 0.5, [50, 53, 62, 70])
(1, 4.5, 4.5, 0.5, [52, 55, -62, -70])
(2, 5, 1, 0.25, [53, 57, 60, 69])
(2, 5.25, 1.25, 0.25, [-53, 58, -60, -69])
(2, 5.5, 1.5, 0.5, [-53, 60, 65, -69])
(2, 6, 2, 0.5, [48, -60, -65, 67])
(2, 6.5, 2.5, 0.5, [-48, 58, 64, -67])
(2, 7, 3, 1, [41, 57, 60, 65])
(2, 8, 4, 1, [47, 55, 62, 67])
(3, 9, 1, 0.5, [48, 55, 60, 64])
(3, 9.5, 1.5, 0.5, [50, -55, -60, -64])
(3, 10, 2, 0.5, [52, -55, 60, 60])
(3, 10.5, 2.5, 0.5, [-52, 53, 59, 62])
(3, 11, 3, 1, [45, 52, 60, 64])
(3, 12, 4, 0.5, [50, 50, 57, 66])
(3, 12.5, 4.5, 0.5, [48, -50, -57, -66])
(4, 13, 1, 0.5, [47, 50, 62, 67])
(4, 13.5, 1.5, 0.25, [45, 55, 60, -67])
(4, 13.75, 1.75, 0.25, [43, -55, 59, -67])
(4, 14, 2, 0.5, [50, -55, 60, 69])
(4, 14.5, 2.5, 0.5, [-50, 54, -60, -69])
(4, 15, 3, 1, [43, 50, 59, 67])
(4, 16, 1, 0.5, [48, 52, 60, 67])
(4, 16.5, 1.5, 0.5, [-48, -52, 62, -67])
(5, 17, 1, 0.5, [45, 57, 64, 72])
(5, 17.5, 1.5, 0.5, [-45, -57, 66, -72])
(5, 18, 2, 0.5, [47, 50, 67, 71])
(5, 18.5, 2.5, 0.5, [48, -50, -67, -71])
(5, 19, 3, 1, [50, 62, 66, 69])
(5, 20, 4, 1, [55, 62, 67, 71])
(6, 21, 1, 0.5, [52, 55, 67, 72])
(6, 21.5, 1.5, 0.5, [48, -55, -67, 71])
(6, 22, 2, 1, [50, 54, 62, 69])
(6, 23, 3, 1, [43, 59, 62, 67])
(6, 24, 4, 1, [48, 60, 64, 67])
(7, 25, 1, 0.5, [52, 55, 60, 72])
(7, 25.5, 1.5, 0.5, [-52, -55, 62, -72])
(7, 26, 2, 1, [48, 60, 64, 67])
(7, 27, 3, 0.5, [53, 60, 65, 69])
(7, 27.5, 3.5, 0.5, [55, -60, -65, -69])
(7, 28, 4, 0.5, [57, 57, 60, 64])
(7, 28.5, 4.5, 0.5, [-57, -57, 62, 65])
(8, 29, 1, 1, [49, 58, 64, 67])
(8, 30, 2, 1, [50, 57, 62, 65])
(8, 31, 3, 1, [45, 57, 61, 64])
(8, 32, 4, 1, [48, 55, 60, 64])
(9, 33, 1, 1, [43, -55, 59, 62])
(9, 34, 2, 0.5, [45, 60, 57, 65])
(9, 34.5, 2.5, 0.5, [47, -60, -57, -65])
(9, 35, 3, 1, [48, 60, 55, 64])
(9, 36, 4, 0.5, [43, 59, 55, 62])
(9, 36.5, 4.5, 0.5, [-43, 55, -55, -62])
(10, 37, 1, 1, [42, 50, 57, 57])
(10, 38, 2, 1, [43, -50, 55, 59])
(10, 39, 3, 1, [36, 52, 55, 60])
