(0, 0, 1, 1, [60, 60, 64, 67])
(1, 1, 1, 1, [52, 60, 67, 72])
(1, 2, 2, 0.5, [50, 67, 72, 76])
(1, 2.5, 2.5, 0.5, [-50, 65, 71, 74])
(1, 3, 3, 0.5, [48, 67, 72, 76])
(1, 3.5, 3.5, 0.5, [-48, -67, -72, 72])
(2, 4, 1, 1, [53, 65, 72, 81])
(2, 5, 2, 0.5, [57, 60, 69, 77])
(2, 5.5, 2.5, 0.5, [55, 59, -69, -77])
(2, 6, 3, 0.5, [57, 60, -69, -77])
(2, 6.5, 3.5, 0.5, [53, 62, -69, -77])
(3, 7, 1, 0.5, [60, 64, 67, 79])
(3, 7.5, 1.5, 0.5, [59, -64, -67, -79])
(3, 8, 2, 0.5, [57, -64, 69, 72])
(3, 8.5, 2.5, 0.5, [-57, -64, 71, -72])
(3, 9, 3, 1, [53, 69, 72, 77])
(4, 10, 1, 1, [55, 67, 72, 74])
(4, 11, 2, 0.5, [-55, -67, 71, -74])
(4, 11.5, 2.5, 0.5, [-55, 65, -71, -74])
(4, 12, 3, 1, [48, 64, 67, 72])
(5, 13, 1, 0.5, [59, 62, 67, 74])
(5, 13.5, 1.5, 0.5, [57, 60, -67, -74])
(5, 14, 2, 0.5, [59, 62, 67, 74])
(5, 14.5, 2.5, 0.5, [55, 59, -67, 77])
(5, 15, 3, 0.5, [60, 60, -67, 76])
(5, 15.5, 3.5, 0.5, [-60, -60, 69, -76])
(6, 16, 1, 1, [55, 62, 71, 74])
(6, 17, 2, 0.5, [53, 55, 72, 76])
(6, 17.5, 2.5, 0.5, [-53, -55, 71, 74])
(6, 18, 3, 0.5, [52, 55, 72, 76])
(6, 18.5, 3.5, 0.5, [-52, -55, -72, 72])
(7, 19, 1, 0.5, [50, 62, 65, 71])
(7, 19.5, 1.5, 0.5, [-50, -62, -65, 72])
(7, 20, 2, 0.5, [52, 60, 67, 72])
(7, 20.5, 2.5, 0.5, [50, -60, 65, -72])
(7, 21, 3, 0.5, [52, 55, 67, -72])
(7, 21.5, 3.5, 0.5, [48, 57, 66, 74])
(8, 22, 1, 2, [43, 59, 67, 74])
(8, 24, 1, 0.5, [55, 62, 67, 71])
(8, 24.5, 1.5, 0.5, [53, -62, -67, -71])
(9, 25, 1, 1, [52, 55, 67, 72])
(9, 26, 2, 0.5, [53, 59, -67, 74])
(9, 26.5, 2.5, 0.5, [52, -59, -67, -74])
(9, 27, 3, 0.5, [50, 60, 67, 76])
(9, 27.5, 3.5, 0.5, [48, -60, -67, -76])
(10, 28, 1, 1, [53, 60, 65, 69])
(10, 29, 2, 0.5, [-53, -60, -65, 81])
(10, 29.5, 2.5, 0.5, [53, 60, 69, 77])
(10, 30, 3, 0.5, [58, 62, 65, 74])
(10, 30.5, 3.5, 0.5, [-58, -62, 64, 73])
(11, 31, 1, 0.5, [-58, -62, 65, 74])
(11, 31.5, 1.5, 0.5, [57, 62, -65, 76])
(11, 32, 2, 1, [55, 62, 70, 76])
(11, 33, 3, 0.5, [57, 61, 67, -76])
(11, 33.5, 3.5, 0.5, [-57, -61, -67, 77])
(12, 34, 1, 2, [50, 62, 69, 77])
(12, 36, 3, 1, [53, 62, 69, 74])
(13, 37, 1, 0.5, [55, 62, 67, 72])
(13, 37.5, 1.5, 0.5, [-55, -62, -67, 71])
(13, 38, 2, 0.5, [-55, -62, 69, 72])
(13, 38.5, 2.5, 0.5, [-55, -62, -69, 71])
(13, 39, 3, 0.5, [53, 62, 71, 69])
(13, 39.5, 3.5, 0.5, [-53, -62, -71, 67])
(14, 40, 1, 1, [52, 64, 72, 79])
(14, 41, 2, 0.5, [57, -64, -72, -79])
(14, 41.5, 2.5, 0.5, [55, 64, 72, 72])
(14, 42, 3, 0.5, [53, 65, 72, 81])
(14, 42.5, 3.5, 0.5, [52, -65, -72, -81])
(15, 43, 1, 0.5, [53, 60, -72, -81])
(15, 43.5, 1.5, 0.5, [-53, -60, 72, 79])
(15, 44, 2, 0.5, [55, 67, 72, 77])
(15, 44.5, 2.5, 0.5, [-55, -67, -72, 76])
(15, 45, 3, 0.5, [43, 65, 71, 74])
(15, 45.5, 3.5, 0.5, [-43, 64, -71, 72])
(16, 46, 1, 2, [48, 64, 67, 72])
