(1, 0, 1, 1, [48, 52, 60, 67])
(1, 1, 2, 0.5, [45, 52, 60, 72])
(1, 1.5, 2.5, 0.5, [-45, 53, -60, -72])
(1, 2, 3, 1, [40, 55, 60, 67])
(1, 3, 4, 0.5, [41, 53, 60, 69])
(1, 3.5, 4.5, 0.5, [-41, 52, -60, -69])
(2, 4, 1, 0.5, [43, 50, 60, 67])
(2, 4.5, 1.5, 0.5, [-43, 48, -60, -67])
(2, 5, 2, 0.5, [43, 50, 59, -67])
(2, 5.5, 2.5, 0.5, [-43, -50, -59, 65])
(2, 6, 3, 1, [36, 48, 60, 64])
(2, 7, 4, 1, [36, 48, 60, 64])
(3, 8, 1, 1, [48, 52, 60, 67])
(3, 9, 2, 0.5, [48, 52, 60, 67])
(3, 9.5, 2.5, 0.5, [-48, -52, 59, -67])
(3, 10, 3, 0.5, [50, 53, 57, 65])
(3, 10.5, 3.5, 0.5, [-50, -53, 59, -65])
(3, 11, 4, 1, [52, 55, 60, 64])
(4, 12, 1, 0.5, [53, 57, -60, 62])
(4, 12.5, 1.5, 0.5, [50, -57, -60, -62])
(4, 13, 2, 0.5, [55, 55, 59, -62])
(4, 13.5, 2.5, 0.25, [43, -55, -59, 60])
(4, 13.75, 2.75, 0.25, [-43, 53, -59, -60])
(4, 14, 3, 2, [48, 52, 60, 60])
(5, 16, 1, 1, [43, 55, 59, 62])
(5, 17, 2, 1, [43, 55, 59, 62])
(5, 18, 3, 0.5, [48, 55, 60, 64])
(5, 18.5, 3.5, 0.5, [-48, -55, -60, 66])
(5, 19, 4, 0.5, [52, 55, 59, 67])
(5, 19.5, 4.5, 0.5, [50, -55, -59, -67])
(6, 20, 1, 1, [48, 57, 64, 67])
(6, 21, 2, 0.5, [50, 57, 62, -67])
(6, 21.5, 2.5, 0.5, [-50, -57, 60, 66])
(6, 22, 3, 1, [43, 55, 59, 67])
(6, 23, 4, 1, [-43, 55, 59, 67])
(7, 24, 1, 0.5, [50, 53, 62, 69])
(7, 24.5, 1.5, 0.5, [-50, -53, 64, -69])
(7, 25, 2, 0.5, [-50, -53, 65, -69])
(7, 25.5, 2.5, 0.5, [-50, 55, -65, 71])
(7, 26, 3, 0.5, [45, 57, 64, 72])
(7, 26.5, 3.5, 0.5, [47, -57, -64, -72])
(7, 27, 4, 0.5, [48, -57, 64, 72])
(7, 27.5, 4.5, 0.5, [50, -57, -64, -72])
(8, 28, 1, 1, [52, -57, 64, 71])
(8, 29, 2, 0.5, [-52, 56, -64, -71])
(8, 29.5, 2.5, 0.5, [-52, -56, 62, 71])
(8, 30, 3, 1, [45, 57, 60, 69])
(8, 31, 4, 1, [-45, -57, 60, 69])
(9, 32, 1, 1, [48, 55, 60, 64])
(9, 33, 2, 1, [48, 55, 60, 64])
(9, 34, 3, 0.5, [41, 53, 60, 69])
(9, 34.5, 3.5, 0.5, [-41, 52, -60, -69])
(9, 35, 4, 1, [43, 50, 59, 67])
(10, 36, 1, 0.5, [45, 48, 60, 67])
(10, 36.5, 1.5, 0.5, [-45, 52, -60, -67])
(10, 37, 2, 0.5, [-45, 50, 60, 66])
(10, 37.5, 2.5, 0.5, [-45, 48, -60, -66])
(10, 38, 3, 2, [43, 50, 59, 67])
(11, 40, 1, 1, [41, 53, 60, 69])
(11, 41, 2, 0.5, [48, 52, 60, 67])
(11, 41.5, 2.5, 0.5, [-48, -52, 59, -67])
(11, 42, 3, 0.5, [50, 53, 57, 65])
(11, 42.5, 3.5, 0.5, [-50, -53, 59, -65])
(11, 43, 4, 1, [52, 55, 60, 64])
(12, 44, 1, 0.5, [53, 57, 60, 62])
(12, 44.5, 1.5, 0.5, [50, -57, -60, -62])
(12, 45, 2, 0.5, [55, 55, 59, -62])
(12, 45.5, 2.5, 0.25, [43, -55, -59, 60])
(12, 45.75, 2.75, 0.25, [-43, 53, -59, -60])
(12, 46, 3, 2, [48, 52, 60, 60])
