(0, 0, 1, 0.5, [48, 60, 63, 67])
(0, 0.5, 1.5, 0.5, [-48, 58, -63, -67])
(1, 1, 1, 1, [48, 57, 62, 66])
(1, 2, 2, 0.5, [46, 58, -62, 67])
(1, 2.5, 2.5, 0.5, [45, 60, 66, 69])
(1, 3, 3, 0.5, [43, 62, 67, 70])
(1, 3.5, 3.5, 0.25, [55, 63, 66, -70])
(1, 3.75, 3.75, 0.25, [-55, -63, 67, -70])
(1, 4, 4, 0.5, [-55, -63, 69, 72])
(1, 4.5, 4.5, 0.5, [54, 62, -69, -72])
(2, 5, 1, 0.5, [55, 62, 69, 70])
(2, 5.5, 1.5, 0.5, [51, 55, 67, -70])
(2, 6, 2, 0.25, [48, 57, -67, 69])
(2, 6.25, 2.25, 0.25, [-48, 58, -67, -69])
(2, 6.5, 2.5, 0.5, [50, 60, 66, -69])
(2, 7, 3, 0.5, [43, 60, 62, 67])
(2, 7.5, 3.5, 0.5, [-43, 59, -62, -67])
(2, 8, 4, 0.5, [47, 55, 62, 67])
(2, 8.5, 4.5, 0.5, [-47, -55, -62, 65])
(3, 9, 1, 0.5, [48, 55, 62, 63])
(3, 9.5, 1.5, 0.5, [-48, 56, 60, -63])
(3, 10, 2, 0.5, [50, -56, -60, 65])
(3, 10.5, 2.5, 0.25, [-50, 55, 59, -65])
(3, 10.75, 2.75, 0.25, [-50, 53, 57, -65])
(3, 11, 3, 0.5, [51, 60, 55, 67])
(3, 11.5, 3.5, 0.5, [50, 62, 59, 65])
(3, 12, 4, 0.5, [51, 55, 60, 63])
(3, 12.5, 4.5, 0.5, [53, -55, -60, -63])
(4, 13, 1, 0.5, [55, 55, 60, 62])
(4, 13.5, 1.5, 0.25, [-55, -55, 59, 60])
(4, 13.75, 1.75, 0.25, [-55, -55, 57, -60])
(4, 14, 2, 0.5, [43, -55, 59, 62])
(4, 14.5, 2.5, 0.5, [-43, 53, -59, -62])
(4, 15, 3, 1, [48, 51, 55, 60])
(4, 16, 1, 1, [0, 0, 0, 0])
(5, 17, 1, 0.5, [48, 51, 55, 60])
(5, 17.5, 1.5, 0.5, [-48, 53, -55, 62])
(5, 18, 2, 0.5, [-48, 55, 60, 63])
(5, 18.5, 2.5, 0.5, [46, -55, -60, -63])
(5, 19, 3, 0.5, [44, 48, 60, 65])
(5, 19.5, 3.5, 0.5, [43, -48, -60, -65])
(5, 20, 4, 0.5, [45, 53, -60, 60])
(5, 20.5, 4.5, 0.5, [47, -53, 55, 62])
(6, 21, 1, 0.5, [48, 51, 55, 63])
(6, 21.5, 1.5, 0.25, [46, 53, 56, -63])
(6, 21.75, 1.75, 0.25, [-46, 55, 58, -63])
(6, 22, 2, 1, [44, 56, 60, 65])
(6, 23, 3, 1, [43, 50, 59, 67])
(6, 24, 4, 0.5, [55, 59, 62, 67])
(6, 24.5, 4.5, 0.5, [53, -59, -62, -67])
(7, 25, 1, 0.5, [51, 60, 67, 72])
(7, 25.5, 1.5, 0.25, [50, 62, -67, -72])
(7, 25.75, 1.75, 0.25, [48, 63, -67, -72])
(7, 26, 2, 0.5, [50, 65, 65, 70])
(7, 26.5, 2.5, 0.5, [53, 62, -65, -70])
(7, 27, 3, 0.5, [52, 55, 67, 72])
(7, 27.5, 3.5, 0.5, [57, 60, 64, -72])
(7, 28, 4, 0.5, [54, 57, 69, 74])
(7, 28.5, 4.5, 0.25, [50, 55, -69, 72])
(7, 28.75, 4.75, 0.25, [-50, 54, -69, -72])
(8, 29, 1, 0.5, [55, 55, 69, 70])
(8, 29.5, 1.5, 0.5, [51, 58, 67, -70])
(8, 30, 2, 0.5, [48, 63, -67, 69])
(8, 30.5, 2.5, 0.5, [50, 62, 66, -69])
(8, 31, 3, 1, [43, 58, 62, 67])
(8, 32, 4, 1, [48, 60, 63, 69])
(9, 33, 1, 0.5, [46, 53, 62, 70])
(9, 33.5, 1.5, 0.5, [-46, -53, -62, 68])
(9, 34, 2, 0.5, [39, 55, 58, 67])
(9, 34.5, 2.5, 0.5, [41, 53, -58, 68])
(9, 35, 3, 0.5, [43, 51, 58, 70])
(9, 35.5, 3.5, 0.5, [44, -51, -58, -70])
(9, 36, 4, 0.5, [46, -51, -58, 65])
(9, 36.5, 4.5, 0.5, [-46, 50, -58, -65])
(10, 37, 1, 0.5, [-46, 55, 60, 63])
(10, 37.5, 1.5, 0.5, [45, -55, -60, -63])
(10, 38, 2, 0.5, [46, 53, -60, 62])
(10, 38.5, 2.5, 0.5, [50, -53, 58, -62])
(10, 39, 3, 2, [53, 53, 57, 60])
(11, 41, 1, 0.5, [53, 55, 59, 67])
(11, 41.5, 1.5, 0.5, [51, -55, 60, -67])
(11, 42, 2, 0.5, [-51, 57, 60, 65])
(11, 42.5, 2.5, 0.5, [50, 59, 62, -65])
(11, 43, 3, 0.5, [48, 60, 55, 63])
(11, 43.5, 3.5, 0.5, [44, 51, 60, -63])
(11, 44, 4, 0.5, [41, 56, -60, 62])
(11, 44.5, 4.5, 0.25, [43, 55, 59, -62])
(11, 44.75, 4.75, 0.25, [-43, 53, -59, -62])
(12, 45, 1, 3, [48, 52, 55, 60])
