(0, 0, 1, 0.5, [55, 58, 67, 67])
(0, 0.5, 1.5, 0.5, [-55, 62, -67, -67])
(1, 1, 1, 0.5, [56, 60, 67, 72])
(1, 1.5, 1.5, 0.5, [-56, 63, 65, -72])
(1, 2, 2, 1, [58, 62, 65, 70])
(1, 3, 3, 0.5, [48, 63, 65, 68])
(1, 3.5, 3.5, 0.5, [50, 58, -65, -68])
(1, 4, 4, 0.5, [51, 58, 63, 67])
(1, 4.5, 4.5, 0.5, [-51, -58, 62, -67])
(2, 5, 1, 0.5, [44, 60, 60, 65])
(2, 5.5, 1.5, 0.5, [-44, 56, -60, -65])
(2, 6, 2, 0.5, [-44, 53, -60, -65])
(2, 6.5, 2.5, 0.5, [-44, 65, -60, -65])
(2, 7, 3, 1, [43, 59, 62, 67])
(2, 8, 4, 1, [55, 59, 67, 74])
(3, 9, 1, 0.5, [60, 60, 67, 75])
(3, 9.5, 1.5, 0.5, [58, -60, -67, -75])
(3, 10, 2, 0.5, [56, -60, 68, 75])
(3, 10.5, 2.5, 0.5, [55, 63, -68, -75])
(3, 11, 3, 0.5, [53, 65, 68, 74])
(3, 11.5, 3.5, 0.5, [51, 53, -68, -74])
(3, 12, 4, 0.5, [55, 58, 67, 74])
(3, 12.5, 4.5, 0.5, [-55, 56, 65, -74])
(4, 13, 1, 1, [48, 55, 64, 72])
(4, 14, 2, 0.75, [-48, 56, 65, -72])
(4, 14.75, 2.75, 0.25, [-48, 58, -65, -72])
(4, 15, 3, 1, [-48, 60, 63, -72])
(4, 16, 1, 0.5, [60, 67, 72, 75])
(4, 16.5, 1.5, 0.5, [-60, -67, 70, -75])
(5, 17, 1, 0.5, [53, 65, 68, 74])
(5, 17.5, 1.5, 0.25, [-53, -65, -68, 75])
(5, 17.75, 1.75, 0.25, [-53, -65, -68, 77])
(5, 18, 2, 0.5, [55, 65, 67, 70])
(5, 18.5, 2.5, 0.5, [-55, 63, -67, -70])
(5, 19, 3, 0.5, [56, 63, 67, 72])
(5, 19.5, 3.5, 0.5, [-56, -63, 63, -72])
(5, 20, 4, 1, [53, 65, 65, 74])
(6, 21, 1, 0.5, [51, 58, 67, 75])
(6, 21.5, 1.5, 0.5, [-51, -58, 70, -75])
(6, 22, 2, 0.5, [-51, 60, -70, -75])
(6, 22.5, 2.5, 0.5, [-51, 62, 68, -75])
(6, 23, 3, 1, [51, 63, 67, 75])
(6, 24, 4, 1, [55, 63, 63, 70])
(7, 25, 1, 1, [56, 56, 63, 72])
(7, 26, 2, 0.5, [51, 55, 63, 70])
(7, 26.5, 2.5, 0.5, [-51, -55, 61, -70])
(7, 27, 3, 1, [52, 55, 60, 72])
(7, 28, 4, 0.5, [53, 56, 60, 68])
(7, 28.5, 4.5, 0.5, [-53, 58, 62, -68])
(8, 29, 1, 2, [48, 60, 64, 67])
(8, 31, 3, 1, [0, 0, 0, 0])
(8, 32, 4, 1, [48, 60, 67, 75])
(9, 33, 1, 1, [55, 58, 67, 74])
(9, 34, 2, 1, [50, 62, 65, 77])
(9, 35, 3, 0.5, [51, 62, 67, 75])
(9, 35.5, 3.5, 0.5, [53, 60, 69, -75])
(9, 36, 4, 0.5, [55, 67, 70, 74])
(9, 36.5, 4.5, 0.5, [-55, 65, 71, -74])
(10, 37, 1, 0.5, [56, 63, 72, 72])
(10, 37.5, 1.5, 0.5, [-56, 64, -72, -72])
(10, 38, 2, 1, [-56, 65, 60, -72])
(10, 39, 3, 1, [55, 59, 67, 74])
(10, 40, 4, 0.5, [60, 60, 63, 67])
(10, 40.5, 4.5, 0.5, [-60, 58, 64, -67])
(11, 41, 1, 0.5, [53, 56, 60, 68])
(11, 41.5, 1.5, 0.5, [-53, 58, 62, -68])
(11, 42, 2, 0.5, [48, 60, 63, 67])
(11, 42.5, 2.5, 0.5, [46, -60, -63, -67])
(11, 43, 3, 0.5, [44, 60, 65, 65])
(11, 43.5, 3.5, 0.5, [45, -60, -65, -65])
(11, 44, 4, 0.5, [46, 62, 65, 70])
(11, 44.5, 4.5, 0.5, [-46, -62, -65, 68])
(12, 45, 1, 0.5, [47, 62, 65, 67])
(12, 45.5, 1.5, 0.25, [-47, 55, 63, -67])
(12, 45.75, 1.75, 0.25, [-47, -55, 62, -67])
(12, 46, 2, 0.5, [48, -55, 63, -67])
(12, 46.5, 2.5, 0.25, [-48, 63, 62, -67])
(12, 46.75, 2.75, 0.25, [-48, -63, 60, -67])
(12, 47, 3, 0.5, [55, 63, 59, -67])
(12, 47.5, 3.5, 0.5, [-55, 62, -59, -67])
