(0, 0, 1, 0.5, [48, 55, 64, 72])
(0, 0.5, 1.5, 0.5, [-48, 57, -64, -72])
(1, 1, 1, 0.5, [43, 59, 62, 71])
(1, 1.5, 1.5, 0.5, [-43, -59, 64, -71])
(1, 2, 2, 0.5, [45, 60, 65, 69])
(1, 2.5, 2.5, 0.5, [-45, -60, 64, -69])
(1, 3, 3, 0.5, [47, 62, 62, 67])
(1, 3.5, 3.5, 0.5, [-47, 55, -62, -67])
(1, 4, 4, 0.5, [48, 55, 60, 65])
(1, 4.5, 4.5, 0.5, [-48, -55, -60, 64])
(2, 5, 1, 0.5, [41, 55, 60, 69])
(2, 5.5, 1.5, 0.5, [43, -55, -60, -69])
(2, 6, 2, 0.5, [45, 53, 60, 69])
(2, 6.5, 2.5, 0.5, [47, -53, -60, -69])
(2, 7, 3, 1, [48, 52, 60, 67])
(2, 8, 4, 0.5, [45, 52, 64, 72])
(2, 8.5, 4.5, 0.5, [-45, 54, 63, -72])
(3, 9, 1, 0.5, [52, 55, 64, 71])
(3, 9.5, 1.5, 0.5, [-52, -55, 62, -71])
(3, 10, 2, 0.5, [53, 57, 60, 69])
(3, 10.5, 2.5, 0.5, [-53, -57, 62, -69])
(3, 11, 3, 0.5, [55, 59, 64, 67])
(3, 11.5, 3.5, 0.5, [-55, -59, 62, -67])
(3, 12, 4, 0.5, [57, 60, 60, 65])
(3, 12.5, 4.5, 0.5, [55, 59, 64, 64])
(4, 13, 1, 1, [54, 57, 64, 69])
(4, 14, 2, 1, [47, 59, 63, 69])
(4, 15, 3, 1, [52, 59, 64, 67])
(4, 16, 4, 0.5, [48, 60, 64, 67])
(4, 16.5, 4.5, 0.5, [-48, 59, 62, -67])
(5, 17, 1, 0.5, [53, 57, 60, 69])
(5, 17.5, 1.5, 0.5, [-53, 65, 69, -69])
(5, 18, 2, 0.5, [55, 64, 67, 71])
(5, 18.5, 2.5, 0.5, [-55, 62, 65, -71])
(5, 19, 3, 0.5, [57, 60, 64, 72])
(5, 19.5, 3.5, 0.5, [-57, -60, 65, 74])
(5, 20, 4, 0.5, [55, 60, 67, 76])
(5, 20.5, 4.5, 0.5, [53, -60, 69, -76])
(6, 21, 1, 0.5, [55, 60, 62, 74])
(6, 21.5, 1.5, 0.5, [-55, -60, 64, 72])
(6, 22, 2, 1, [43, 59, 65, 74])
(6, 23, 3, 1, [48, 55, 64, 72])
(6, 24, 1, 0.5, [60, 64, 67, 72])
(6, 24.5, 1.5, 0.5, [59, 62, -67, -72])
(7, 25, 1, 0.5, [57, 60, 67, 72])
(7, 25.5, 1.5, 0.5, [-57, -60, 65, -72])
(7, 26, 2, 0.5, [56, 59, 65, 74])
(7, 26.5, 2.5, 0.5, [-56, -59, 64, -74])
(7, 27, 3, 0.5, [57, 57, 64, 72])
(7, 27.5, 3.5, 0.5, [55, 59, -64, -72])
(7, 28, 4, 0.5, [54, 60, 62, 69])
(7, 28.5, 4.5, 0.5, [52, -60, -62, 71])
(8, 29, 1, 0.5, [50, 54, 62, 72])
(8, 29.5, 1.5, 0.5, [52, 55, -62, -72])
(8, 30, 2, 0.5, [54, 57, 62, 72])
(8, 30.5, 2.5, 0.5, [50, -57, -62, -72])
(8, 31, 3, 1, [55, 55, 62, 71])
(8, 32, 4, 0.5, [55, 55, 62, 71])
(8, 32.5, 4.5, 0.5, [53, -55, -62, -71])
(9, 33, 1, 0.5, [52, 55, 64, 72])
(9, 33.5, 1.5, 0.5, [50, -55, -64, -72])
(9, 34, 2, 0.5, [48, 55, 65, 74])
(9, 34.5, 2.5, 0.5, [47, -55, -65, -74])
(9, 35, 3, 1, [48, 55, 64, 72])
(9, 36, 4, 0.5, [50, 53, 62, 69])
(9, 36.5, 4.5, 0.5, [-50, -53, -62, 71])
(10, 37, 1, 0.5, [45, 52, 60, 72])
(10, 37.5, 1.5, 0.5, [47, -52, 62, -72])
(10, 38, 2, 0.5, [48, 57, 64, 72])
(10, 38.5, 2.5, 0.5, [50, -57, -64, -72])
(10, 39, 3, 1, [52, 56, 64, 71])
(10, 40, 4, 1, [49, 57, 64, 76])
(11, 41, 1, 0.5, [50, 57, 62, 77])
(11, 41.5, 1.5, 0.5, [-50, -57, -62, 76])
(11, 42, 2, 0.5, [55, 59, 62, 74])
(11, 42.5, 2.5, 0.5, [53, -59, -62, -74])
(11, 43, 3, 0.5, [52, 59, 67, 76])
(11, 43.5, 3.5, 0.5, [-52, -59, 65, 74])
(11, 44, 4, 0.5, [57, 60, 64, 72])
(11, 44.5, 4.5, 0.5, [55, 59, -64, -72])
(12, 45, 1, 1, [54, 57, 62, 72])
(12, 46, 2, 1, [55, 55, 62, 71])
(12, 47, 3, 1, [48, 55, 64, 72])
(12, 48, 4, 1, [50, 62, 65, 71])
(13, 49, 1, 0.5, [52, 55, 64, 72])
(13, 49.5, 1.5, 0.5, [54, 57, -64, -72])
(13, 50, 2, 0.5, [55, 59, 62, 71])
(13, 50.5, 2.5, 0.5, [-55, -59, 64, -71])
(13, 51, 3, 1, [51, 60, 66, 69])
(13, 52, 4, 0.5, [52, 59, 64, 67])
(13, 52.5, 4.5, 0.5, [50, -59, -64, -67])
(14, 53, 1, 1, [49, 57, 64, 67])
(14, 54, 2, 1, [50, 57, 62, 66])
(14, 55, 3, 1, [43, 59, 62, 67])
(14, 56, 4, 0.5, [48, 55, 72, 76])
(14, 56.5, 4.5, 0.5, [-48, 57, -72, -76])
(15, 57, 1, 1, [47, 59, 68, 74])
(15, 58, 2, 1, [45, 52, 69, 72])
(15, 59, 3, 1, [52, 64, 68, 71])
(15, 60, 4, 0.5, [56, 64, 71, 76])
(15, 60.5, 4.5, 0.5, [-56, 62, -71, -76])
(16, 61, 1, 0.5, [57, 60, 69, 77])
(16, 61.5, 1.5, 0.5, [-57, -60, -69, 76])
(16, 62, 2, 0.5, [59, 62, 69, 74])
(16, 62.5, 2.5, 0.5, [-59, -62, 67, -74])
(16, 63, 3, 0.5, [60, 60, 67, 76])
(16, 63.5, 3.5, 0.5, [-60, -60, -67, 74])
(16, 64, 4, 0.5, [52, 60, 67, 72])
(16, 64.5, 4.5, 0.5, [-52, 59, -67, -72])
(17, 65, 1, 1, [54, 57, 62, 72])
(17, 66, 2, 1, [56, 59, 64, 71])
(17, 67, 3, 1, [57, 57, 64, 72])
(17, 68, 4, 0.5, [52, 60, 67, 72])
(17, 68.5, 4.5, 0.5, [-52, 58, -67, -72])
(18, 69, 1, 0.5, [53, 57, 67, 72])
(18, 69.5, 1.5, 0.5, [55, -57, -67, -72])
(18, 70, 2, 0.5, [57, 57, 65, 72])
(18, 70.5, 2.5, 0.5, [-57, -57, 64, -72])
(18, 71, 3, 0.5, [47, 57, 65, 74])
(18, 71.5, 3.5, 0.5, [-47, 55, -65, -74])
(18, 72, 4, 1, [48, 55, 64, 72])
(19, 73, 1, 0.5, [55, 55, 62, 72])
(19, 73.5, 1.5, 0.5, [-55, -55, 60, -72])
(19, 74, 2, 1, [43, 55, 62, 71])
(19, 75, 3, 1, [48, 55, 64, 72])
