(1, 0, 1, 0.5, [60, 60, 67, 76])
(1, 0.5, 1.5, 0.5, [59, -60, -67, -76])
(1, 1, 2, 0.5, [57, 60, 69, 76])
(1, 1.5, 2.5, 0.5, [-57, 62, -69, 77])
(1, 2, 3, 0.5, [52, 64, 67, 79])
(1, 2.5, 3.5, 0.5, [-52, 62, -67, 77])
(1, 3, 4, 0.5, [57, 60, 72, 76])
(1, 3.5, 4.5, 0.5, [55, -60, 71, -76])
(2, 4, 1, 0.5, [54, 60, 69, 74])
(2, 4.5, 1.5, 0.5, [52, -60, -69, -74])
(2, 5, 2, 0.5, [50, 59, 67, -74])
(2, 5.5, 2.5, 0.5, [-50, 57, 66, 74])
(2, 6, 3, 2, [55, 59, 67, 74])
(3, 8, 1, 0.5, [60, 60, 67, 76])
(3, 8.5, 1.5, 0.5, [59, -60, -67, -76])
(3, 9, 2, 0.5, [57, 60, 65, 77])
(3, 9.5, 2.5, 0.5, [55, -60, 67, 76])
(3, 10, 3, 1, [53, 60, 69, 74])
(3, 11, 4, 0.25, [55, 59, 67, -74])
(3, 11.25, 4.25, 0.25, [-55, -59, 65, -74])
(3, 11.5, 4.5, 0.25, [-55, -59, 64, 72])
(3, 11.75, 4.75, 0.25, [-55, -59, 65, -72])
(4, 12, 1, 2, [48, 55, 64, 72])
(4, 14, 3, 0.5, [55, 55, 62, 71])
(4, 14.5, 3.5, 0.5, [54, -55, -62, 69])
(4, 15, 4, 0.5, [55, 62, 67, 71])
(4, 15.5, 4.5, 0.5, [57, -62, -67, 72])
(5, 16, 1, 0.5, [59, 62, 67, 74])
(5, 16.5, 1.5, 0.5, [57, -62, -67, 72])
(5, 17, 2, 0.5, [59, 62, 67, 71])
(5, 17.5, 2.5, 0.5, [60, -62, -67, -71])
(5, 18, 3, 0.5, [62, 62, 67, 69])
(5, 18.5, 3.5, 0.5, [-62, -62, 66, -69])
(5, 19, 4, 0.5, [57, 62, 64, -69])
(5, 19.5, 4.5, 0.5, [-57, 61, -64, 69])
(6, 20, 1, 2, [50, 62, 66, 69])
(6, 22, 3, 0.5, [51, 59, 66, 71])
(6, 22.5, 3.5, 0.5, [-51, 57, -66, -71])
(6, 23, 4, 0.5, [52, 55, 64, 72])
(6, 23.5, 4.5, 0.5, [50, -55, -64, 71])
(7, 24, 1, 1, [48, 55, 64, 69])
(7, 25, 2, 0.5, [50, 54, 62, -69])
(7, 25.5, 2.5, 0.5, [-50, -54, -62, 67])
(7, 26, 3, 2, [55, 59, 62, 67])
(8, 28, 1, 1, [56, 71, 62, 76])
(8, 29, 2, 0.5, [57, 69, 60, 76])
(8, 29.5, 2.5, 0.5, [-57, -69, -60, 77])
(8, 30, 3, 1, [59, 67, 62, 79])
(8, 31, 4, 0.5, [60, 60, 67, 77])
(8, 31.5, 4.5, 0.5, [-60, -60, -67, 76])
(9, 32, 1, 0.5, [60, 65, 69, 74])
(9, 32.5, 1.5, 0.5, [59, -65, 67, -74])
(9, 33, 2, 0.5, [60, -65, 69, -74])
(9, 33.5, 2.5, 0.5, [57, 65, -69, 74])
(9, 34, 3, 2, [59, 65, 67, 74])
(10, 36, 1, 0.5, [60, 64, 67, 76])
(10, 36.5, 1.5, 0.5, [59, 62, -67, -76])
(10, 37, 2, 0.5, [57, 60, 65, 77])
(10, 37.5, 2.5, 0.5, [55, -60, 67, 76])
(10, 38, 3, 1, [54, 60, 69, 74])
(10, 39, 4, 0.5, [56, 59, 71, -74])
(10, 39.5, 4.5, 0.5, [-56, 64, -71, 72])
(11, 40, 1, 2, [57, 64, 69, 72])
(11, 42, 3, 0.5, [62, 62, 69, 77])
(11, 42.5, 3.5, 0.5, [60, -62, -69, 76])
(11, 43, 4, 0.5, [59, 62, 67, 77])
(11, 43.5, 4.5, 0.5, [55, -62, -67, 79])
(12, 44, 1, 0.5, [60, 62, 67, 76])
(12, 44.5, 1.5, 0.5, [59, -62, -67, 74])
(12, 45, 2, 0.5, [57, 60, 72, 76])
(12, 45.5, 2.5, 0.5, [55, -60, -72, 77])
(12, 46, 3, 1, [53, 69, 72, 74])
(12, 47, 4, 0.5, [55, 67, 71, -74])
(12, 47.5, 4.5, 0.5, [-55, 65, -71, 72])
(13, 48, 1, 4, [48, 64, 67, 72])
