(0, 0, 1, 0.5, [48, 55, 60, 64])
(0, 0.5, 1.5, 0.5, [50, -55, 59, 65])
(1, 1, 1, 1, [52, 55, 60, 67])
(1, 2, 2, 1, [53, 53, 60, 69])
(1, 3, 3, 0.5, [55, 52, 60, 67])
(1, 3.5, 3.5, 0.25, [-55, 50, 59, -67])
(1, 3.75, 3.75, 0.25, [-55, -50, 57, -67])
(1, 4, 4, 0.5, [43, 55, 59, 65])
(1, 4.5, 4.5, 0.5, [-43, -55, -59, 64])
(2, 5, 1, 2, [48, 55, 60, 64])
(2, 7, 3, 1, [0, 0, 0, 0])
(2, 8, 4, 1, [48, 55, 64, 67])
(3, 9, 1, 1, [48, 62, 66, 69])
(3, 10, 2, 1, [47, 62, 68, 71])
(3, 11, 3, 0.5, [45, 64, 69, 72])
(3, 11.5, 3.5, 0.5, [47, -64, -69, -72])
(3, 12, 4, 0.5, [48, 57, 64, 72])
(3, 12.5, 4.5, 0.5, [50, -57, -64, 71])
(4, 13, 1, 1, [52, 57, 64, 71])
(4, 14, 2, 0.5, [-52, 56, -64, -71])
(4, 14.5, 2.5, 0.5, [-52, -56, 62, -71])
(4, 15, 3, 1, [45, 57, 60, 69])
(4, 16, 1, 0.5, [54, 57, 62, 74])
(4, 16.5, 1.5, 0.5, [-54, -57, -62, 72])
(5, 17, 1, 0.5, [55, 55, 62, 71])
(5, 17.5, 1.5, 0.5, [54, -55, -62, -71])
(5, 18, 2, 0.5, [52, 55, 64, 72])
(5, 18.5, 2.5, 0.5, [50, -55, -64, 71])
(5, 19, 3, 0.5, [48, 55, 64, 69])
(5, 19.5, 3.5, 0.5, [45, -55, 60, -69])
(5, 20, 4, 0.5, [50, 54, 62, -69])
(5, 20.5, 4.5, 0.5, [-50, -54, -62, 67])
(6, 21, 1, 3, [43, 59, 62, 67])
(6, 24, 4, 1, [55, 59, 62, 67])
(7, 25, 1, 0.5, [54, 57, 62, 69])
(7, 25.5, 1.5, 0.5, [-54, -57, 64, -69])
(7, 26, 2, 1, [50, 62, 66, 71])
(7, 27, 3, 0.5, [52, 60, 67, 72])
(7, 27.5, 3.5, 0.5, [-52, 59, -67, -72])
(7, 28, 4, 0.5, [54, 57, 62, -72])
(7, 28.5, 4.5, 0.5, [-54, -57, -62, 74])
(8, 29, 1, 3, [55, 55, 62, 71])
(8, 32, 4, 1, [53, 59, 62, 67])
(9, 33, 1, 1, [52, 60, 64, 67])
(9, 34, 2, 0.5, [50, 53, 65, 69])
(9, 34.5, 2.5, 0.5, [48, -53, 64, -69])
(9, 35, 3, 0.5, [47, 55, 62, 67])
(9, 35.5, 3.5, 0.5, [-47, 57, -62, -67])
(9, 36, 4, 0.5, [43, 59, 62, 65])
(9, 36.5, 4.5, 0.5, [-43, -59, -62, 64])
(10, 37, 1, 2, [45, 57, 60, 64])
(10, 39, 3, 1, [0, 0, 0, 0])
(10, 40, 4, 1, [52, 55, 60, 67])
(11, 41, 1, 0.5, [53, 53, 60, 69])
(11, 41.5, 1.5, 0.5, [-53, 55, -60, 71])
(11, 42, 2, 1, [54, 57, 62, 72])
(11, 43, 3, 0.5, [55, 55, 62, 72])
(11, 43.5, 3.5, 0.5, [-55, -55, 64, -72])
(11, 44, 4, 1, [43, 55, 65, 71])
(12, 45, 1, 3, [48, 55, 64, 72])
