(0, 0, 1, 0.5, [48, 63, 72, 79])
(0, 0.5, 1.5, 0.5, [50, -63, -72, -79])
(1, 1, 1, 0.5, [51, 63, 67, 72])
(1, 1.5, 1.5, 0.5, [50, -63, -67, -72])
(1, 2, 2, 0.5, [48, 62, 67, 74])
(1, 2.5, 2.5, 0.5, [47, -62, -67, -74])
(1, 3, 3, 0.5, [48, -62, 67, 75])
(1, 3.5, 3.5, 0.5, [-48, 60, 68, -75])
(1, 4, 4, 0.5, [43, 58, 70, 75])
(1, 4.5, 4.5, 0.5, [-43, 63, -70, -75])
(2, 5, 1, 0.5, [44, -63, 72, 77])
(2, 5.5, 1.5, 0.25, [-44, 62, -72, -77])
(2, 5.75, 1.75, 0.25, [-44, 60, -72, -77])
(2, 6, 2, 1, [46, 62, 70, 77])
(2, 7, 3, 1, [39, 63, 70, 79])
(2, 8, 4, 1, [51, 63, 70, 79])
(3, 9, 1, 1, [45, -63, 72, 77])
(3, 10, 2, 1, [47, 62, 67, 79])
(3, 11, 3, 0.5, [48, -62, 67, 75])
(3, 11.5, 3.5, 0.5, [50, -62, -67, -75])
(3, 12, 4, 0.5, [51, 60, 67, 75])
(3, 12.5, 4.5, 0.5, [53, -60, -67, -75])
(4, 13, 1, 1, [55, -60, 67, 74])
(4, 14, 2, 1, [-55, 59, -67, -74])
(4, 15, 3, 1, [0, 0, 0, 0])
(4, 16, 4, 1, [47, 67, 74, 79])
(5, 17, 1, 0.5, [48, 67, -74, 75])
(5, 17.5, 1.5, 0.5, [-48, -67, 72, -75])
(5, 18, 2, 0.5, [55, 67, 71, 74])
(5, 18.5, 2.5, 0.5, [53, -67, -71, -74])
(5, 19, 3, 0.5, [51, 67, 72, 75])
(5, 19.5, 3.5, 0.5, [-51, -67, 70, -75])
(5, 20, 4, 0.5, [53, 65, 68, 72])
(5, 20.5, 4.5, 0.5, [51, -65, -68, -72])
(6, 21, 1, 0.5, [50, -65, -68, 71])
(6, 21.5, 1.5, 0.5, [55, 62, 67, -71])
(6, 22, 2, 0.5, [51, 63, 67, 72])
(6, 22.5, 2.5, 0.5, [48, -63, 69, -72])
(6, 23, 3, 1, [55, 62, 71, 74])
(6, 24, 4, 1, [51, 60, 72, 79])
(7, 25, 1, 0.5, [50, 65, -72, 77])
(7, 25.5, 1.5, 0.5, [-50, -65, 71, -77])
(7, 26, 2, 1, [48, 67, 72, 75])
(7, 27, 3, 0.5, [53, 68, 72, 74])
(7, 27.5, 3.5, 0.5, [-53, 65, -72, -74])
(7, 28, 4, 0.5, [55, 62, 71, -74])
(7, 28.5, 4.5, 0.25, [-55, 67, -71, 74])
(7, 28.75, 4.75, 0.25, [-55, 65, -71, -74])
(8, 29, 1, 3, [48, 64, 67, 72])
