(1, 0, 1, 0.5, [48, 60, 64, 67])
(1, 0.5, 1.5, 0.5, [50, -60, -64, -67])
(1, 1, 2, 1, [52, 55, 60, 64])
(1, 2, 3, 1, [48, -55, -60, -64])
(2, 3, 1, 1, [43, 55, 60, 62])
(2, 4, 2, 0.5, [-43, -55, 59, -62])
(2, 4.5, 2.5, 0.5, [-43, 53, -59, -62])
(2, 5, 3, 1, [45, 52, 60, 60])
(3, 6, 1, 0.5, [50, 53, 57, 65])
(3, 6.5, 1.5, 0.5, [48, -53, -57, -65])
(3, 7, 2, 1, [46, -53, 62, 67])
(3, 8, 3, 0.5, [48, 52, 60, -67])
(3, 8.5, 3.5, 0.25, [-48, 53, -60, 69])
(3, 8.75, 3.75, 0.25, [-48, 55, -60, 70])
(4, 9, 1, 0.5, [41, 55, 60, 69])
(4, 9.5, 1.5, 0.5, [43, -55, -60, -69])
(4, 10, 2, 0.5, [45, 53, -60, -69])
(4, 10.5, 2.5, 0.5, [-45, 52, -60, -69])
(4, 11, 3, 1, [41, 53, -60, -69])
(5, 12, 1, 3, [48, 52, 60, 67])
(6, 15, 1, 1, [45, 60, 64, 69])
(6, 16, 2, 1, [50, 57, 62, 65])
(6, 17, 3, 1, [48, -57, -62, -65])
(7, 18, 1, 0.5, [47, 55, 62, 67])
(7, 18.5, 1.5, 0.5, [-47, 53, -62, -67])
(7, 19, 2, 0.5, [48, 52, 60, -67])
(7, 19.5, 2.5, 0.5, [47, -52, -60, -67])
(7, 20, 3, 0.5, [45, 52, 60, 60])
(7, 20.5, 3.5, 0.5, [43, -52, -60, -60])
(8, 21, 1, 0.5, [45, 57, 60, 65])
(8, 21.5, 1.5, 0.5, [47, 55, 62, -65])
(8, 22, 2, 1, [48, 55, 62, 64])
(8, 23, 3, 1, [48, -55, 60, -64])
(9, 24, 1, 3, [43, 55, 59, 62])
(10, 27, 1, 0.5, [43, 55, 62, 71])
(10, 27.5, 1.5, 0.5, [45, -55, 60, -71])
(10, 28, 2, 1, [47, -55, 62, 67])
(10, 29, 3, 1, [43, 59, 62, -67])
(11, 30, 1, 0.5, [48, 55, 62, 64])
(11, 30.5, 1.5, 0.5, [47, -55, -62, -64])
(11, 31, 2, 1, [48, -55, 60, -64])
(11, 32, 3, 1, [53, 53, 60, 69])
(12, 33, 1, 1, [47, -53, 62, 68])
(12, 34, 2, 1, [48, 52, 64, 69])
(12, 35, 3, 0.5, [45, 57, 65, -69])
(12, 35.5, 3.5, 0.25, [-45, 55, 64, 71])
(12, 35.75, 3.75, 0.25, [-45, -55, -64, 72])
(13, 36, 1, 0.5, [-45, 53, 62, 71])
(13, 36.5, 1.5, 0.5, [-45, -53, 60, -71])
(13, 37, 2, 0.5, [44, 52, 62, -71])
(13, 37.5, 2.5, 0.5, [42, 50, -62, -71])
(13, 38, 3, 0.5, [44, 52, -62, -71])
(13, 38.5, 3.5, 0.5, [-44, -52, 59, -71])
(14, 39, 1, 3, [45, 52, 60, 64])
(15, 42, 1, 0.5, [53, 53, 60, 69])
(15, 42.5, 1.5, 0.5, [52, -53, -60, -69])
(15, 43, 2, 0.5, [50, -53, 62, 71])
(15, 43.5, 2.5, 0.5, [-50, 50, -62, -71])
(15, 44, 3, 1, [48, 55, 64, 72])
(16, 45, 1, 0.5, [47, 55, 62, 74])
(16, 45.5, 1.5, 0.5, [45, -55, 60, -74])
(16, 46, 2, 1, [47, -55, 62, 67])
(16, 47, 3, 1, [43, 50, 59, 65])
(17, 48, 1, 1, [48, 48, 55, 64])
(17, 49, 2, 1, [41, -48, 53, 69])
(17, 50, 3, 1, [-41, 57, 60, 65])
(18, 51, 1, 0.5, [43, 50, 60, 62])
(18, 51.5, 1.5, 0.5, [41, -50, -60, -62])
(18, 52, 2, 0.5, [43, 55, 59, -62])
(18, 52.5, 2.5, 0.5, [-43, -55, 57, -62])
(18, 53, 3, 1, [-43, 53, 59, -62])
(19, 54, 1, 3, [36, 52, 55, 60])
