(0, 0, 1, 1, [48, 63, 67, 72])
(1, 1, 1, 1, [60, 63, 67, 72])
(1, 2, 2, 1, [58, -63, -67, -72])
(1, 3, 3, 1, [57, 65, 72, 72])
(2, 4, 1, 1, [58, 65, 70, 74])
(2, 5, 2, 1, [53, -65, -70, -74])
(2, 6, 3, 1, [56, 65, 70, 74])
(3, 7, 1, 1, [55, 63, 70, 75])
(3, 8, 2, 1, [51, 67, -70, 74])
(3, 9, 3, 1, [56, 63, 68, 72])
(4, 10, 1, 3, [51, 63, 67, 70])
(5, 13, 1, 1, [51, 67, 70, 75])
(5, 14, 2, 1, [63, -67, -70, -75])
(5, 15, 3, 1, [62, -67, 71, 77])
(6, 16, 1, 1, [60, -67, 72, 75])
(6, 17, 2, 1, [57, 65, -72, -75])
(6, 18, 3, 1, [58, 65, 70, 74])
(7, 19, 1, 2, [51, 67, 70, 75])
(7, 21, 3, 1, [63, 67, 70, 75])
(8, 22, 1, 1, [60, 67, 72, 75])
(8, 23, 2, 1, [57, 65, -72, -75])
(8, 24, 3, 1, [53, 65, 69, 75])
(9, 25, 1, 1, [58, 65, 70, 74])
(9, 26, 2, 1, [55, 67, -70, -74])
(9, 27, 3, 1, [52, 67, 70, 72])
(10, 28, 1, 1, [53, 65, -70, 72])
(10, 29, 2, 1, [54, 62, 69, 74])
(10, 30, 3, 1, [55, 62, 67, 71])
(11, 31, 1, 2, [48, 63, 67, 72])
(11, 33, 3, 1, [56, 60, 65, 72])
(12, 34, 1, 1, [-56, 62, 65, 70])
(12, 35, 2, 1, [55, 63, 67, -70])
(12, 36, 3, 1, [57, 60, 65, 72])
(13, 37, 1, 1, [58, 58, 65, 74])
(13, 38, 2, 1, [57, 62, -65, -74])
(13, 39, 3, 1, [59, 65, 68, 74])
(14, 40, 1, 1, [60, 63, 67, 75])
(14, 41, 2, 1, [53, 65, 68, -75])
(14, 42, 3, 1, [55, -65, 70, 74])
(15, 43, 1, 1, [56, 63, -70, 72])
(15, 44, 2, 1, [54, -63, 69, -72])
(15, 45, 3, 1, [55, 62, 67, 71])
(16, 46, 1, 2, [48, 64, 67, 72])
