(0, 0, 1, 1, [48, 60, 67, 76])
(1, 1, 1, 1, [60, 60, 67, 76])
(1, 2, 2, 1, [58, 55, 64, 72])
(1, 3, 3, 1, [57, 57, 65, 74])
(1, 4, 4, 1, [55, 58, 67, 76])
(2, 5, 1, 2, [53, 60, 69, 77])
(2, 7, 3, 1, [46, 58, 65, 74])
(2, 8, 4, 1, [45, 58, 65, 74])
(3, 9, 1, 1, [44, 59, 64, 74])
(3, 10, 2, 1, [45, 60, 64, 72])
(3, 11, 3, 1, [42, 57, 62, 72])
(3, 12, 4, 1, [43, 62, 67, 71])
(4, 13, 1, 3, [36, 64, 67, 72])
(4, 16, 4, 1, [55, 59, 67, 74])
(5, 17, 1, 0.5, [54, 57, 62, 74])
(5, 17.5, 1.5, 0.5, [-54, 59, -62, -74])
(5, 18, 2, 1, [50, 60, 66, 74])
(5, 19, 3, 1, [55, 59, 67, 74])
(5, 20, 4, 1, [52, 59, 68, 76])
(6, 21, 1, 0.5, [57, 60, 69, 72])
(6, 21.5, 1.5, 0.5, [-57, 62, -69, -72])
(6, 22, 2, 1, [-57, 64, -69, -72])
(6, 23, 3, 1, [57, 64, 69, 72])
(6, 24, 4, 1, [57, 57, 64, 72])
(7, 25, 1, 1, [50, 53, 62, 71])
(7, 26, 2, 0.5, [48, 55, 64, 72])
(7, 26.5, 2.5, 0.5, [-48, 60, -64, -72])
(7, 27, 3, 0.5, [55, 60, 65, 74])
(7, 27.5, 3.5, 0.25, [-55, -60, 67, -74])
(7, 27.75, 3.75, 0.25, [-55, -60, 69, -74])
(7, 28, 4, 0.5, [43, 59, 67, 74])
(7, 28.5, 4.5, 0.5, [-43, -59, 62, -74])
(8, 29, 1, 3, [48, 55, 64, 72])
(8, 32, 1, 1, [43, 55, 62, 71])
(9, 33, 1, 1, [55, 62, 67, 71])
(9, 34, 2, 1, [53, 62, 67, 71])
(9, 35, 3, 1, [52, 64, 67, 71])
(9, 36, 4, 0.5, [55, 65, 67, 71])
(9, 36.5, 4.5, 0.5, [-55, 62, -67, -71])
(10, 37, 1, 2, [48, 64, 67, 72])
(10, 39, 3, 1, [48, 64, 67, 72])
(10, 40, 1, 1, [48, 60, 67, 76])
(11, 41, 1, 1, [60, 60, 67, 76])
(11, 42, 2, 1, [58, 55, 64, 72])
(11, 43, 3, 1, [57, 57, 65, 74])
(11, 44, 4, 1, [55, 58, 67, 76])
(12, 45, 1, 1, [57, 60, 65, 77])
(12, 46, 2, 1, [59, 55, 67, -77])
(12, 47, 3, 1, [60, 60, 67, 76])
(12, 48, 4, 1, [49, 64, 69, 76])
(13, 49, 1, 1, [50, 57, 65, 74])
(13, 50, 2, 1, [55, 58, 67, 76])
(13, 51, 3, 1, [57, 57, 64, 72])
(13, 52, 4, 1, [45, 57, 64, 72])
(14, 53, 1, 3, [50, 57, 65, 74])
(14, 56, 1, 1, [56, 59, 64, 76])
(15, 57, 1, 1, [57, 60, 64, 76])
(15, 58, 2, 1, [55, 64, 64, 72])
(15, 59, 3, 1, [53, 57, 62, 74])
(15, 60, 4, 1, [52, 55, 61, 76])
(16, 61, 1, 1, [50, 57, 62, 77])
(16, 62, 2, 1, [48, -57, 64, -77])
(16, 63, 3, 1, [47, 56, 65, 74])
(16, 64, 4, 1, [45, 57, 65, 74])
(17, 65, 1, 1, [44, 59, 64, 74])
(17, 66, 2, 1, [45, 57, 64, 72])
(17, 67, 3, 1, [42, 57, 62, 72])
(17, 68, 4, 1, [43, 55, 62, 71])
(18, 69, 1, 3, [36, 55, 64, 72])
