(0, 0, 1, 0.5, [60, 64, 67, 72])
(0, 0.5, 1.5, 0.5, [59, -64, -67, -72])
(1, 1, 1, 0.5, [57, 64, 69, 72])
(1, 1.5, 1.5, 0.5, [-57, 65, -69, -72])
(1, 2, 2, 0.5, [52, 67, 71, 79])
(1, 2.5, 2.5, 0.5, [-52, -67, 72, -79])
(1, 3, 3, 1, [59, 67, 74, 79])
(1, 4, 4, 0.5, [60, 69, 72, 77])
(1, 4.5, 4.5, 0.5, [-60, 67, 71, 76])
(2, 5, 1, 1, [-60, 65, 69, 74])
(2, 6, 2, 1, [58, 67, 67, 76])
(2, 7, 3, 0.5, [57, 60, 72, 77])
(2, 7.5, 3.5, 0.5, [53, -60, -72, 76])
(2, 8, 4, 0.5, [55, 67, 71, 74])
(2, 8.5, 4.5, 0.5, [-55, 65, -71, -74])
(3, 9, 1, 1, [48, 64, 67, 72])
(3, 10, 2, 1, [53, 65, 69, 72])
(3, 11, 3, 1, [47, 65, 68, 74])
(3, 12, 4, 1, [49, 64, 67, 76])
(4, 13, 1, 0.5, [50, 57, 65, 77])
(4, 13.5, 1.5, 0.5, [52, -57, 67, -77])
(4, 14, 2, 0.5, [53, 57, 69, 74])
(4, 14.5, 2.5, 0.5, [-53, 59, -69, -74])
(4, 15, 3, 0.5, [52, 60, 67, 79])
(4, 15.5, 3.5, 0.5, [50, 62, -67, -79])
(4, 16, 4, 0.5, [48, 64, -67, 81])
(4, 16.5, 4.5, 0.5, [50, 62, 66, -81])
(5, 17, 1, 1, [55, 62, 71, 79])
(5, 18, 2, 1, [56, 62, 71, 76])
(5, 19, 3, 0.5, [57, 60, 69, 76])
(5, 19.5, 3.5, 0.5, [-57, 62, -69, 77])
(5, 20, 4, 0.5, [58, 64, 67, 79])
(5, 20.5, 4.5, 0.5, [-58, 65, -67, -79])
(6, 21, 1, 1, [59, 67, 74, 77])
(6, 22, 2, 0.5, [60, 67, 72, 76])
(6, 22.5, 2.5, 0.5, [59, -67, -72, 74])
(6, 23, 3, 0.5, [57, 69, 64, 72])
(6, 23.5, 3.5, 0.5, [55, -69, -64, 74])
(6, 24, 4, 0.5, [54, 60, 69, 76])
(6, 24.5, 4.5, 0.5, [-54, -60, -69, 74])
(7, 25, 1, 1, [55, 59, 67, 74])
(7, 26, 2, 0.5, [48, 60, 67, 76])
(7, 26.5, 2.5, 0.5, [-48, 59, -67, -76])
(7, 27, 3, 0.5, [53, 57, 69, 72])
(7, 27.5, 3.5, 0.5, [-53, -57, 71, 74])
(7, 28, 4, 1, [52, 55, 73, 76])
(8, 29, 1, 1, [50, 57, 74, 77])
(8, 30, 2, 0.5, [57, 69, 72, 76])
(8, 30.5, 2.5, 0.5, [-57, 67, -72, -76])
(8, 31, 3, 0.5, [58, 65, 72, 74])
(8, 31.5, 3.5, 0.5, [57, -65, -72, -74])
(8, 32, 4, 1, [55, 67, 70, 76])
(9, 33, 1, 1, [53, 60, 69, 77])
(9, 34, 2, 1, [48, 60, 67, 76])
(9, 35, 3, 0.5, [55, 59, 67, 74])
(9, 35.5, 3.5, 0.5, [-55, -59, 65, -74])
(9, 36, 4, 0.5, [57, 60, 64, 72])
(9, 36.5, 4.5, 0.5, [-57, -60, 65, -72])
(10, 37, 1, 0.5, [59, 62, 67, 79])
(10, 37.5, 1.5, 0.5, [57, -62, 69, -79])
(10, 38, 2, 0.5, [55, -62, 71, -79])
(10, 38.5, 2.5, 0.5, [-55, -62, -71, 77])
(10, 39, 3, 1, [56, -62, -71, 76])
(10, 40, 4, 0.5, [57, 60, 69, 77])
(10, 40.5, 4.5, 0.5, [55, -60, -69, 76])
(11, 41, 1, 1, [54, 60, 69, 74])
(11, 42, 2, 0.5, [55, 59, 67, -74])
(11, 42.5, 2.5, 0.5, [-55, -59, 65, -74])
(11, 43, 3, 1, [48, 55, 64, 72])
