(0, 0, 1, 1, [60, 63, 67, 72])
(1, 1, 1, 0.5, [60, 65, 68, 74])
(1, 1.5, 1.5, 0.5, [-60, 63, -68, -74])
(1, 2, 2, 0.5, [59, 62, 67, 74])
(1, 2.5, 2.5, 0.25, [-59, -62, -67, 75])
(1, 2.75, 2.75, 0.25, [-59, -62, -67, 77])
(1, 3, 3, 0.5, [60, 60, 67, 75])
(1, 3.5, 3.5, 0.5, [-60, -60, -67, 72])
(1, 4, 4, 0.5, [-60, -60, -67, 79])
(1, 4.5, 4.5, 0.5, [58, 62, 67, -79])
(2, 5, 1, 0.5, [56, 63, 72, -79])
(2, 5.5, 1.5, 0.25, [55, -63, -72, 77])
(2, 5.75, 1.75, 0.25, [-55, -63, -72, 75])
(2, 6, 2, 0.5, [56, 65, 71, 74])
(2, 6.5, 2.5, 0.5, [53, 63, 72, 72])
(2, 7, 3, 1, [55, 62, 67, 71])
(2, 8, 4, 1, [55, 67, 71, 74])
(3, 9, 1, 1, [60, 67, 72, 75])
(3, 10, 2, 0.5, [62, 65, 70, 77])
(3, 10.5, 2.5, 0.25, [-62, -65, -70, 79])
(3, 10.75, 2.75, 0.25, [-62, -65, -70, 80])
(3, 11, 3, 0.5, [63, 63, 70, 79])
(3, 11.5, 3.5, 0.5, [-63, -63, -70, 75])
(3, 12, 4, 0.5, [-63, -63, -70, 82])
(3, 12.5, 4.5, 0.5, [62, 65, 70, -82])
(4, 13, 1, 0.5, [60, 67, 75, -82])
(4, 13.5, 1.5, 0.25, [58, -67, -75, 81])
(4, 13.75, 1.75, 0.25, [-58, -67, -75, 79])
(4, 14, 2, 0.5, [57, 60, 77, 77])
(4, 14.5, 2.5, 0.5, [53, 65, 69, 75])
(4, 15, 3, 1, [58, 65, 70, 74])
(4, 16, 4, 1, [63, 63, 70, 79])
(5, 17, 1, 1, [57, 63, 72, 78])
(5, 18, 2, 1, [58, 62, 70, 79])
(5, 19, 3, 0.5, [54, 62, 69, 81])
(5, 19.5, 3.5, 0.25, [-54, -62, -69, 82])
(5, 19.75, 3.75, 0.25, [-54, -62, -69, 84])
(5, 20, 4, 0.5, [55, 62, 67, 82])
(5, 20.5, 4.5, 0.5, [-55, 67, -67, 81])
(6, 21, 1, 0.5, [62, 67, 69, 81])
(6, 21.5, 1.5, 0.25, [-62, 66, 70, -81])
(6, 21.75, 1.75, 0.25, [-62, 64, -70, -81])
(6, 22, 2, 1, [50, 66, 72, -81])
(6, 23, 3, 1, [55, 62, 71, 79])
(6, 24, 1, 1, [59, 67, 74, 79])
(7, 25, 1, 0.5, [60, 67, 72, 75])
(7, 25.5, 1.5, 0.5, [-60, -67, -72, 74])
(7, 26, 2, 0.5, [58, 67, 72, 76])
(7, 26.5, 2.5, 0.5, [-58, -67, -72, 79])
(7, 27, 3, 0.5, [56, 65, 72, 84])
(7, 27.5, 3.5, 0.5, [-56, -65, -72, 80])
(7, 28, 4, 0.5, [-56, -65, -72, 77])
(7, 28.5, 4.5, 0.5, [61, 65, 68, -77])
(8, 29, 1, 0.5, [58, 65, 73, -77])
(8, 29.5, 1.5, 0.5, [55, -65, -73, 82])
(8, 30, 2, 0.5, [60, 64, 72, 80])
(8, 30.5, 2.5, 0.5, [-60, -64, -72, 79])
(8, 31, 3, 1, [53, 65, 72, 80])
(8, 32, 4, 1, [65, 67, 71, 74])
(9, 33, 1, 0.5, [63, 67, 72, 79])
(9, 33.5, 1.5, 0.5, [62, -67, 70, -79])
(9, 34, 2, 0.5, [63, 65, 69, 72])
(9, 34.5, 2.5, 0.5, [65, -65, -69, -72])
(9, 35, 3, 0.5, [62, 65, 71, 77])
(9, 35.5, 3.5, 0.25, [60, 63, 72, 79])
(9, 35.75, 3.75, 0.25, [-60, -63, -72, 80])
(9, 36, 4, 0.5, [59, 62, 74, 79])
(9, 36.5, 4.5, 0.5, [-59, 67, -74, 77])
(10, 37, 1, 0.5, [60, 67, 74, 75])
(10, 37.5, 1.5, 0.5, [-60, -67, 72, -75])
(10, 38, 2, 0.5, [55, 65, 71, 74])
(10, 38.5, 2.5, 0.5, [-55, 63, -71, 72])
(10, 39, 3, 1, [48, 63, 67, 72])
