(1, 0, 1, 1, [48, 60, 67, 76])
(1, 1, 2, 1, [52, 60, 67, 72])
(1, 2, 3, 1, [48, 67, 72, 76])
(2, 3, 1, 1, [50, 65, -72, 77])
(2, 4, 2, 1, [55, 62, 71, -77])
(2, 5, 3, 1, [60, 60, 67, 76])
(3, 6, 1, 1, [54, -60, 69, 74])
(3, 7, 2, 1, [55, 59, 67, -74])
(3, 8, 3, 0.5, [57, 60, -67, 72])
(3, 8.5, 3.5, 0.5, [-57, -60, 66, -72])
(4, 9, 1, 2, [55, 67, 71, 74])
(4, 11, 3, 1, [55, 67, 71, 74])
(5, 12, 1, 1, [48, 67, 72, 76])
(5, 13, 2, 0.5, [52, 60, 67, 76])
(5, 13.5, 2.5, 0.5, [-52, 62, 71, -76])
(5, 14, 3, 0.5, [48, 64, 69, 76])
(5, 14.5, 3.5, 0.5, [-48, -64, 67, -76])
(6, 15, 1, 1, [50, 62, 66, 69])
(6, 16, 2, 1, [48, -62, -66, -69])
(6, 17, 3, 1, [47, 62, 67, 71])
(7, 18, 1, 1, [45, 64, -67, 72])
(7, 19, 2, 0.5, [-45, 60, 66, -72])
(7, 19.5, 2.5, 0.5, [-45, -60, 64, -72])
(7, 20, 3, 1, [50, 62, 66, 72])
(8, 21, 1, 3, [43, 62, 67, 71])
(9, 24, 1, 1, [55, 59, 62, 67])
(9, 25, 2, 1, [54, 57, 62, 74])
(9, 26, 3, 1, [50, 57, 66, 74])
(10, 27, 1, 1, [55, 59, 67, 74])
(10, 28, 2, 1, [53, -59, -67, -74])
(10, 29, 3, 1, [52, 67, 72, 76])
(11, 30, 1, 1, [50, 69, -72, 77])
(11, 31, 2, 0.5, [-50, 65, 71, -77])
(11, 31.5, 2.5, 0.5, [-50, -65, 69, -77])
(11, 32, 3, 1, [55, 67, 71, 77])
(12, 33, 1, 3, [48, 67, 72, 76])
(13, 36, 1, 1, [48, 64, 67, 79])
(13, 37, 2, 0.5, [52, 60, 72, 79])
(13, 37.5, 2.5, 0.5, [-52, 62, 71, -79])
(13, 38, 3, 1, [48, 64, 72, 79])
(14, 39, 1, 1, [50, 62, 69, 77])
(14, 40, 2, 1, [47, -62, 74, -77])
(14, 41, 3, 1, [43, 67, 71, -77])
(15, 42, 1, 1, [48, 67, 72, 76])
(15, 43, 2, 1, [52, -67, 72, 76])
(15, 44, 3, 0.5, [55, 67, -72, 74])
(15, 44.5, 3.5, 0.25, [-55, -67, 71, -74])
(15, 44.75, 3.75, 0.25, [-55, 65, -71, -74])
(16, 45, 1, 3, [48, 64, 67, 72])
